Record.type,Ring,Species,Age,Sex,Grid,Site,Net,Day,Month,Year
R,  AXL134,TREEC,6,,H+4,5,8,1,3,2009
R, CT84329,BLABI,6,M,H+4,5,8,19,4,2009
N, X649006,BLACA,5,M,F+4,5,1,19,4,2009
R, V475949,BLUTI,5,F,H+4,5,6,19,4,2009
R, V475971,BLUTI,5,,G+4,5,2,19,4,2009
N, X649007,BULLF,6,M,G+4,5,2,19,4,2009
R, V475781,CHAFF,5,M,F+4,5,1,19,4,2009
R, V475977,GRETI,5,F,F+4,5,1,19,4,2009
R,  BYP923,TREEC,5,M,G+4,5,2,19,4,2009
N,  CXN013,WILWA,4,,H+4,5,8,19,4,2009
R,  CXN014,WREN,5,M,G+4,5,3,21,6,2009
N, CT84189,BLABI,5,M,I+4,5,9,21,6,2009
N, X649101,BLACA,4,F,I+4,5,10,21,6,2009
N, X649109,BLACA,3J,,H+4,5,8,21,6,2009
N, X649121,BLACA,3J,,G+4,5,4,21,6,2009
R, V666764,BLUTI,3J,,G+4,5,4,21,6,2009
N, X649111,BLUTI,3J,,G+4,5,4,21,6,2009
N, X649118,BLUTI,3J,,G+4,5,4,21,6,2009
N, X649120,BLUTI,3J,,G+4,5,4,21,6,2009
N, X649122,BLUTI,3J,,H+4,5,7,21,6,2009
R, X649037,BULLF,4,M,H+4,5,8,21,6,2009
N, X649103,BULLF,5,F,I+4,5,9,21,6,2009
N, X649116,BULLF,6,F,G+4,5,4,21,6,2009
N, X649123,BULLF,5,M,I+4,5,10,21,6,2009
R,  BYP876,CHIFF,4,M,F+4,5,1,21,6,2009
N,  CXN038,CHIFF,3J,,G+4,5,4,21,6,2009
R, V475804,DUNNO,4,,G+4,5,4,21,6,2009
N, X649107,DUNNO,6,M,H+4,5,6,21,6,2009
N, X649108,DUNNO,3J,,H+4,5,5,21,6,2009
N, X649112,DUNNO,3J,,H+4,5,8,21,6,2009
N, X649115,DUNNO,3J,,G+4,5,4,21,6,2009
R, TJ49526,GRETI,3J,,G+4,5,4,21,6,2009
R, TJ49724,GRETI,3J,,H+4,5,6,21,6,2009
R, X497517,GRETI,5,M,H+4,5,5,21,6,2009
N, X649119,GRETI,3J,,G+4,5,4,21,6,2009
N, X649128,GRETI,3J,,H+4,5,5,21,6,2009
N, X649113,MARTI,3J,,H+4,5,8,21,6,2009
N, X649117,MARTI,3J,,G+4,5,4,21,6,2009
N, X649100,ROBIN,3J,,F+4,5,1,21,6,2009
N, X649102,ROBIN,3J,,I+4,5,9,21,6,2009
N, X649104,ROBIN,3J,,H+4,5,8,21,6,2009
N, X649105,ROBIN,3J,,H+4,5,8,21,6,2009
N, X649106,ROBIN,3J,,H+4,5,7,21,6,2009
N, X649110,ROBIN,3J,,H+4,5,8,21,6,2009
N, X649114,ROBIN,3J,,H+4,5,8,21,6,2009
R,  CXN007,TREEC,5,M,H+4,5,5,21,6,2009
N,  CXN039,WILWA,4,M,H+4,5,7,21,6,2009
N,  CXN040,WILWA,4,,I+4,5,10,21,6,2009
N,  CXN095,WREN,3J,,G+4,5,4,30,8,2009
N, X649221,BLACA,4,F,G+4,5,2,30,8,2009
N, X649228,BULLF,3J,M,I+4,5,10,30,8,2009
N, X649229,BULLF,3J,F,I+4,5,10,30,8,2009
N, X649235,BULLF,3J,M,I+4,5,10,30,8,2009
N, X649236,BULLF,3J,F,I+4,5,10,30,8,2009
N,  CXN096,CHIFF,3,,G+4,5,3,30,8,2009
N,  CXN098,CHIFF,3J,,I+4,5,10,30,8,2009
R, X649125,MARTI,3,,H+4,5,8,30,8,2009
R, X649190,ROBIN,3,,H+4,5,7,30,8,2009
R, CT84282,BLABI,4,F,I+4,5,9,8,11,2009
N, CT95921,BLABI,3,M,I+4,5,9,8,11,2009
N, CT95922,BLABI,3,M,I+4,5,10,8,11,2009
N, CT95923,BLABI,3,M,I+4,5,10,8,11,2009
N, X649343,BLUTI,3,,I+4,5,9,8,11,2009
N, X649342,BULLF,3,M,I+4,5,10,8,11,2009
R, X649256,COATI,3,,I+4,5,10,8,11,2009
N, X649341,GOLDF,2,,I+4,5,9,8,11,2009
N, X649344,GOLDF,2,,I+4,5,10,8,11,2009
R, X649326,GRETI,3,M,I+4,5,10,8,11,2009
N, EL87425,KESTR,2,M,H+4,5,5,8,11,2009
R,  CXN136,LOTTI,2,,I+4,5,10,8,11,2009
R, X649306,MARTI,3,,I+4,5,10,8,11,2009
R, TJ49877,NUTHA,3,M,I+4,5,10,8,11,2009
R, X649261,ROBIN,3,,F+4,5,1,8,11,2009
N,  CXN164,TREEC,3,,I+4,5,10,8,11,2009
R, CT84282,BLABI,6,F,I+4,5,9,1,3,2010
R, CT84329,BLABI,6,M,H+4,5,8,1,3,2010
R, X649396,BLUTI,5,,H+4,5,8,1,3,2010
N, X649416,BLUTI,5,,G+4,5,3,1,3,2010
N, X649423,BLUTI,5,,I+4,5,9,1,3,2010
N, X649417,CHAFF,6,M,G+4,5,4,1,3,2010
R, X649107,DUNNO,6,,H+4,5,8,1,3,2010
R, X497702,GRETI,5,M,I+4,5,10,1,3,2010
R, X649230,GRETI,4,M,F+4,5,1,1,3,2010
R, X649319,GRETI,5,F,G+4,5,2,1,3,2010
N, X649415,GRETI,5,M,F+4,5,1,1,3,2010
R, X649147,ROBIN,5,,G+4,5,3,1,3,2010
N,  CXN185,WREN,5,,F+4,5,1,4,4,2010
N, CT95944,BLABI,5,M,H+4,5,8,4,4,2010
R, X649463,BLUTI,5,,H+4,5,6,4,4,2010
R, X649468,BLUTI,5,M,F+4,5,1,4,4,2010
N, X649477,BLUTI,5,,H+4,5,6,4,4,2010
R, V475605,CHAFF,6,F,H+4,5,6,4,4,2010
N, X649480,GOLDF,5,,G+4,5,3,4,4,2010
R, TJ49539,GRETI,5,F,I+4,5,10,4,4,2010
R, TJ49551,GRETI,5,M,H+4,5,6,4,4,2010
R, TJ49856,GRETI,5,M,F+4,5,1,4,4,2010
N, X649472,GRETI,5,F,I+4,5,10,4,4,2010
R, V475350,MARTI,6,M,F+4,5,1,4,4,2010
N, X649476,ROBIN,5,,H+4,5,5,4,4,2010
R,  CXN052,WREN,6,F,H+4,5,5,13,6,2010
R,  CXN063,WREN,5,M,I+4,5,10,13,6,2010
R, CT84152,BLABI,6,M,G+4,5,2,13,6,2010
R, CT95911,BLABI,4,F,G+4,5,2,13,6,2010
R, L327522,BLUTI,3J,,I+4,5,10,13,6,2010
R, V475857,BLUTI,6,M,I+4,5,10,13,6,2010
N, X649585,BLUTI,3J,,I+4,5,10,13,6,2010
R, X649236,BULLF,5,F,I+4,5,9,13,6,2010
N, X649577,BULLF,5,F,H+4,5,8,13,6,2010
N, X649578,BULLF,5,M,H+4,5,8,13,6,2010
N, X649582,BULLF,5,M,I+4,5,9,13,6,2010
N,  CXN218,CHIFF,3J,,H+4,5,6,13,6,2010
N,  CXN219,CHIFF,3J,,I+4,5,10,13,6,2010
N,  CXN220,CHIFF,3J,,H+4,5,5,13,6,2010
N,  CXN221,CHIFF,3J,,I+4,5,10,13,6,2010
N,  CXN222,CHIFF,4,M,F+4,5,1,13,6,2010
N, X649583,DUNNO,5,M,F+4,5,1,13,6,2010
N, X649579,ROBIN,3J,,F+4,5,1,13,6,2010
N, X649580,ROBIN,3J,,I+4,5,9,13,6,2010
N, X649581,ROBIN,3J,,F+4,5,1,13,6,2010
N, X649584,ROBIN,3J,,H+4,5,8,13,6,2010
N, RS78263,SONTH,5,F,H+4,5,8,13,6,2010
N,  CXN292,WREN,3J,,F+4,5,1,29,8,2010
N,  CXN293,WREN,3,,G+4,5,4,29,8,2010
R, TJ49684,GRETI,3J,M,H+4,5,7,29,8,2010
N, X649734,ROBIN,3J,,G+4,5,3,29,8,2010
N, X649735,ROBIN,3J,,H+4,5,5,29,8,2010
N, CT95993,BLABI,3,F,F+4,5,1,31,10,2010
R, V666671,BLUTI,3,,I+4,5,10,31,10,2010
R, V666764,BLUTI,4,,I+4,5,9,31,10,2010
R, V666961,BLUTI,3,,I+4,5,9,31,10,2010
R, X649738,BLUTI,3,,I+4,5,10,31,10,2010
R, X649812,BLUTI,3,,I+4,5,10,31,10,2010
N, X649873,BULLF,3,M,H+4,5,6,31,10,2010
R, X649828,COATI,3,,H+4,5,8,31,10,2010
R, V475354,GRETI,4,M,G+4,5,2,31,10,2010
R, V475541,GRETI,4,F,H+4,5,8,31,10,2010
R, X497513,GRETI,4,M,G+4,5,2,31,10,2010
R,  CXN346,LOTTI,2,,H+4,5,8,31,10,2010
R,  CXN348,LOTTI,2,,H+4,5,8,31,10,2010
R,  CXN350,LOTTI,2,,H+4,5,8,31,10,2010
R,  CXN354,LOTTI,2,,H+4,5,8,31,10,2010
R,  CXN355,LOTTI,2,,H+4,5,7,31,10,2010
R,  CXN381,LOTTI,2,,I+4,5,10,31,10,2010
R,  CXN382,LOTTI,2,,H+4,5,8,31,10,2010
R,  CXN383,LOTTI,2,,I+4,5,10,31,10,2010
R,  CXN389,LOTTI,2,,H+4,5,8,31,10,2010
N,  CXN406,LOTTI,2,,G+4,5,2,31,10,2010
N,  CXN407,LOTTI,2,,G+4,5,2,31,10,2010
R, X649090,MARTI,4,,G+4,5,4,31,10,2010
N, TR47547,NUTHA,3,M,G+4,5,4,31,10,2010
R, X649634,ROBIN,3,,F+4,5,1,31,10,2010
N, X649885,ROBIN,3,,G+4,5,3,31,10,2010
R,  CXN120,TREEC,4,,G+4,5,2,31,10,2010
N, CT84436,BLABI,6,M,H+4,5,8,16,2,2011
N, X649949,BLUTI,5,,H+4,5,8,16,2,2011
R, X649797,COATI,5,,H+4,5,6,16,2,2011
R, TJ49536,GRETI,4,F,G+4,5,2,16,2,2011
R, TJ49796,GRETI,5,M,G+4,5,2,16,2,2011
R, TJ49935,GRETI,5,M,F+4,5,1,16,2,2011
R, X649878,GRETI,5,M,F+4,5,1,16,2,2011
R, X649937,GRETI,5,F,H+4,5,7,16,2,2011
N, X649946,GRETI,5,F,F+4,5,1,16,2,2011
N, X649947,GRETI,5,F,F+4,5,1,16,2,2011
N, X649948,GRETI,5,F,H+4,5,8,16,2,2011
R,  CXN010,LOTTI,4,,H+4,5,8,16,2,2011
R, TR47547,NUTHA,4,M,G+4,5,2,16,2,2011
N, TR47550,NUTHA,4,F,G+4,5,2,16,2,2011
R, X649620,ROBIN,5,,G+4,5,4,16,2,2011
N, X649956,ROBIN,5,,H+4,5,8,16,2,2011
R, X649437,BLUTI,4,,I+4,5,10,3,4,2011
R, X649812,BLUTI,5,,I+4,5,10,3,4,2011
N, L731034,GRETI,5,F,G+4,5,4,3,4,2011
R, TJ49584,GRETI,5,M,G+4,5,3,3,4,2011
R, X649818,ROBIN,5,M,I+4,5,9,3,4,2011
N,  CXN513,WREN,4,F,G+4,5,4,19,6,2011
R, CT84152,BLABI,4,M,G+4,5,2,19,6,2011
R, CT84164,BLABI,6,M,I+4,5,10,19,6,2011
R, CT84448,BLABI,6,F,F+4,5,1,19,6,2011
R, CT95911,BLABI,6,F,G+4,5,3,19,6,2011
R, V475605,CHAFF,4,F,G+4,5,2,19,6,2011
R, V475781,CHAFF,6,M,H+4,5,5,19,6,2011
N, L731190,MARTI,3J,,G+4,5,4,19,6,2011
N, L731178,ROBIN,3J,,F+4,5,1,19,6,2011
N, L731179,ROBIN,3J,,I+4,5,10,19,6,2011
N, L731180,ROBIN,3J,,G+4,5,3,19,6,2011
N,  CXN518,TREEC,3J,,H+4,5,5,19,6,2011
N, L731280,BLACA,4,F,H+4,5,5,28,8,2011
N, L731285,BLUTI,3,,G+4,5,3,28,8,2011
N, L731288,BULLF,3J,,H+4,5,7,28,8,2011
N, L731289,BULLF,3J,,H+4,5,7,28,8,2011
N, L731281,CHAFF,3,,G+4,5,4,28,8,2011
N, L731282,COATI,3J,,H+4,5,5,28,8,2011
N, L731283,COATI,3,,H+4,5,5,28,8,2011
R, TJ49667,GRETI,4,M,G+4,5,4,28,8,2011
N,  CXN568,LOTTI,2,,G+4,5,2,28,8,2011
N,  CXN569,LOTTI,2,,G+4,5,2,28,8,2011
N, TR47552,NUTHA,3,,H+4,5,5,28,8,2011
N, TR47553,NUTHA,3,,G+4,5,3,28,8,2011
N, L731284,ROBIN,3,,G+4,5,2,28,8,2011
R, X649881,BLUTI,4,,F+4,5,1,30,10,2011
N, L731384,BULLF,3,M,F+4,5,1,30,10,2011
R, L731343,COATI,3,,F+4,5,1,30,10,2011
R, L731354,COATI,3,,G+4,5,2,30,10,2011
R,  CXN603,GOLDC,2,F,F+4,5,1,30,10,2011
N, L731385,GRETI,3,M,I+4,5,10,30,10,2011
N, L731386,GRETI,3,M,I+4,5,10,30,10,2011
R, TJ49944,GRETI,2,F,F+4,5,1,30,10,2011
R, TR47555,NUTHA,3,,F+4,5,1,30,10,2011
R, L731382,ROBIN,3,,I+4,5,10,30,10,2011
R,  CXN630,TREEC,3,,F+4,5,1,30,10,2011
N,  CXN664,TREEC,3,,H+4,5,8,30,10,2011
R, CT84409,BLABI,6,M,H+4,5,7,12,2,2012
N, CT84463,BLABI,5,M,H+4,5,7,12,2,2012
N, CT84465,BLABI,5,M,G+4,5,4,12,2,2012
R,  CXN434,LOTTI,4,,H+4,5,8,12,2,2012
N, CT84470,BLABI,5,F,H+4,5,7,8,4,2012
N, CT84471,BLABI,5,M,H+4,5,6,8,4,2012
N, L731573,BLACA,5,F,I+4,5,10,8,4,2012
R, L731452,BULLF,6,F,I+4,5,10,8,4,2012
N, L731574,BULLF,6,M,I+4,5,10,8,4,2012
R, X649417,CHAFF,6,M,H+4,5,6,8,4,2012
R,  CXN493,CHIFF,4,M,I+4,5,10,8,4,2012
N,  CXN703,CHIFF,4,M,I+4,5,10,8,4,2012
R, L731520,GRETI,5,M,G+4,5,4,8,4,2012
C, L803009,GRETI,5,F,F+4,5,1,8,4,2012
R, TJ49562,GRETI,6,F,G+4,5,3,8,4,2012
N, L731570,ROBIN,5,F,G+4,5,4,8,4,2012
N, L731571,ROBIN,5,M,G+4,5,4,8,4,2012
N, L731572,ROBIN,6,,G+4,5,3,8,4,2012
R,  CXN688,TREEC,5,,H+4,5,6,8,4,2012
R, CT84439,BLABI,6,F,I+4,5,10,17,6,2012
N, CT84485,BLABI,6,F,H+4,5,5,17,6,2012
N, L731665,BLACA,4,F,H+4,5,5,17,6,2012
R, L731340,BLUTI,5,F,I+4,5,10,17,6,2012
N, L731662,BULLF,5,F,H+4,5,5,17,6,2012
N, L731664,BULLF,6,M,G+4,5,3,17,6,2012
N, L731669,CHAFF,5,M,H+4,5,7,17,6,2012
N,  CXN738,CHIFF,3J,,I+4,5,10,17,6,2012
R, V475989,DUNNO,6,M,I+4,5,9,17,6,2012
R, X649057,DUNNO,4,,H+4,5,8,17,6,2012
N, DK98425,GREWO,4,M,G+4,5,4,17,6,2012
N, DK98426,GREWO,5,F,G+4,5,4,17,6,2012
R,  CXN442,LOTTI,4,,I+4,5,10,17,6,2012
N, TT49037,NUTHA,3J,F,H+4,5,8,17,6,2012
N, L731663,ROBIN,3J,,G+4,5,2,17,6,2012
N, L731671,ROBIN,3J,,I+4,5,10,17,6,2012
N, L731673,ROBIN,5,M,G+4,5,2,17,6,2012
N, RS78295,SONTH,5,M,I+4,5,9,17,6,2012
N,  CXN737,WILWA,4,M,I+4,5,10,17,6,2012
N, FP97232,WOODP,4,,H+4,5,5,17,6,2012
N,  CXN783,WREN,3J,,F+4,5,1,26,8,2012
N, L731751,BLACA,3J,,I+4,5,10,26,8,2012
N, L731747,BULLF,3J,,I+4,5,9,26,8,2012
N, L731746,ROBIN,3J,,G+4,5,4,26,8,2012
N, L731748,ROBIN,3J,,G+4,5,3,26,8,2012
R,  CXN760,WREN,3,,H+4,5,7,4,11,2012
N, L731813,BLUTI,3,,H+4,5,8,4,11,2012
N, L731820,BLUTI,3,,G+4,5,2,4,11,2012
R, L731742,BULLF,3,F,F+4,5,1,4,11,2012
N,  CXN942,GOLDC,3,M,G+4,5,2,4,11,2012
N,  CXN943,GOLDC,3,M,H+4,5,8,4,11,2012
R, X649458,GRETI,4,F,I+4,5,10,4,11,2012
N, RS78299,SONTH,3,,F+4,5,1,4,11,2012
R,  CXN664,TREEC,4,,I+4,5,10,4,11,2012
R, L731736,DUNNO,5,,H+4,5,17,17,2,2013
N,  CXN992,GOLDC,5,F,H+4,5,16,17,2,2013
R, L731442,ROBIN,6,,G+4,5,12,17,2,2013
R, L731826,ROBIN,5,,G+4,5,14,17,2,2013
N, L731874,ROBIN,5,,I+4,5,20,17,2,2013
R,  CXN751,WREN,5,,H+4,5,5,7,4,2013
N, LE35025,BLABI,6,M,H+4,5,5,7,4,2013
N, L731917,BULLF,6,M,H+4,5,8,7,4,2013
N, L731918,BULLF,5,M,H+4,5,8,7,4,2013
R, L731433,GRETI,4,M,G+4,5,2,7,4,2013
R, TR47871,GRETI,5,F,G+4,5,3,7,4,2013
N, L731998,BLACA,4,M,H+4,5,5,16,6,2013
R, L731106,CHAFF,6,M,I+4,5,9,16,6,2013
N, L732000,CHAFF,3J,,I+4,5,10,16,6,2013
N,  CXN863,CHIFF,4,F,H+4,5,7,16,6,2013
N,  CXN866,CHIFF,4,F,I+4,5,9,16,6,2013
R, X649189,MARTI,6,F,I+4,5,10,16,6,2013
N, L731999,ROBIN,3J,,I+4,5,10,16,6,2013
N,  EYD031,WREN,3J,,G+4,5,4,25,8,2013
N,  EYD032,WREN,3J,,G+4,5,3,25,8,2013
N,  EYD033,WREN,3J,,H+4,5,8,25,8,2013
R, L731984,BLACA,4,F,I+4,5,9,25,8,2013
N, D309103,BULLF,3J,,I+4,5,10,25,8,2013
N,  EYD034,CHIFF,3J,,I+4,5,10,25,8,2013
N,  EYD035,CHIFF,3J,,I+4,5,10,25,8,2013
R,  EYD027,WREN,3,,F+4,5,1,17,11,2013
R, LE35073,BLABI,4,M,I+4,5,9,17,11,2013
N, LE35078,BLABI,4,M,G+4,5,2,17,11,2013
R, D309072,BLUTI,3,,G+4,5,4,17,11,2013
R, D309190,BLUTI,3,,G+4,5,4,17,11,2013
N, D309225,BLUTI,3,,G+4,5,2,17,11,2013
N, D309238,BLUTI,3,,F+4,5,1,17,11,2013
N, D309240,BLUTI,3,,G+4,5,4,17,11,2013
N, D309243,BLUTI,3,,H+4,5,5,17,11,2013
N, D309244,BLUTI,3,,H+4,5,6,17,11,2013
R, L327839,BLUTI,3,,H+4,5,5,17,11,2013
R, D309122,COATI,2,,G+4,5,4,17,11,2013
N, D309242,COATI,3,,G+4,5,4,17,11,2013
R, L327766,COATI,2,,H+4,5,5,17,11,2013
N, D309239,DUNNO,3,,F+4,5,1,17,11,2013
N,  EYD102,GOLDC,3,M,F+4,5,1,17,11,2013
N,  EYD104,GOLDC,3,M,G+4,5,3,17,11,2013
N,  EYD107,GOLDC,3,M,H+4,5,5,17,11,2013
N, D309241,GRETI,3,M,G+4,5,4,17,11,2013
R,  ARB199,LOTTI,2,,H+4,5,6,17,11,2013
R,  CXN834,LOTTI,2,,F+4,5,1,17,11,2013
R,  CXN848,LOTTI,2,,H+4,5,6,17,11,2013
R,  EYD062,LOTTI,2,,H+4,5,7,17,11,2013
R,  EYD067,LOTTI,2,,H+4,5,7,17,11,2013
R,  EYD068,LOTTI,2,,G+4,5,4,17,11,2013
R,  EYD073,LOTTI,2,,H+4,5,5,17,11,2013
N,  EYD105,LOTTI,2,,G+4,5,4,17,11,2013
N,  EYD108,LOTTI,2,,H+4,5,5,17,11,2013
N,  EYD109,LOTTI,2,,H+4,5,5,17,11,2013
N,  EYD110,LOTTI,2,,H+4,5,6,17,11,2013
N,  EYD106,TREEC,3,,G+4,5,4,17,11,2013
R, LE35078,BLABI,6,M,G+4,5,3,22,2,2014
N, LE35112,BLABI,5,M,G+4,5,3,22,2,2014
R, D309225,BLUTI,5,,G+4,5,4,22,2,2014
N, D309320,BLUTI,5,,F+4,5,1,22,2,2014
R, X649812,BLUTI,6,,G+4,5,4,22,2,2014
N, D309319,CHAFF,6,M,G+4,5,3,22,2,2014
R, TT49070,GRETI,5,M,G+4,5,2,22,2,2014
R, D309362,BULLF,5,M,I+4,5,9,13,4,2014
N, D309368,CHAFF,5,F,H+4,5,8,13,4,2014
N, D309369,GRETI,5,M,H+4,5,8,13,4,2014
N, D309366,ROBIN,5,,F+4,5,1,13,4,2014
N, RW58267,SONTH,5,F,I+4,5,9,13,4,2014
R,  EYD074,TREEC,5,M,H+4,5,8,13,4,2014
N,  EYD186,WREN,3J,,G+4,5,2,15,6,2014
N,  EYD187,WREN,3J,,F+4,5,1,15,6,2014
R, CT84439,BLABI,6,F,G+4,5,3,15,6,2014
R, LE35073,BLABI,6,M,I+4,5,10,15,6,2014
N, LE35124,BLABI,5,F,G+4,5,2,15,6,2014
N, LE35125,BLABI,3J,,I+4,5,10,15,6,2014
N, LE35126,BLABI,3J,M,G+4,5,4,15,6,2014
R, D309190,BLUTI,5,,I+4,5,9,15,6,2014
R, D309420,BULLF,5,M,H+4,5,8,15,6,2014
N, D309427,BULLF,6,M,H+4,5,8,15,6,2014
N,  EYD188,CHIFF,4,M,I+4,5,10,15,6,2014
R, TR47583,DUNNO,4,M,H+4,5,8,15,6,2014
R, L803345,GRETI,6,F,G+4,5,4,15,6,2014
R, TR47871,GRETI,4,,I+4,5,9,15,6,2014
N, TR47598,NUTHA,3J,M,I+4,5,10,15,6,2014
N, D309425,ROBIN,3J,,H+4,5,5,15,6,2014
N, D309431,ROBIN,3J,,I+4,5,10,15,6,2014
N, RW58273,SONTH,3J,,H+4,5,8,15,6,2014
N, RW58274,SONTH,3J,,I+4,5,10,15,6,2014
N,  EYD240,WREN,3J,,G+4,5,2,24,8,2014
N,  EYD243,WREN,4,,H+4,5,6,24,8,2014
N,  EYD244,WREN,3J,,F+4,5,1,24,8,2014
R,  EYD934,WREN,3,,H+4,5,5,24,8,2014
N, D309526,BLACA,3J,,I+4,5,10,24,8,2014
N, D309523,BULLF,3J,,H+4,5,5,24,8,2014
N,  EYD241,CHIFF,3J,,I+4,5,9,24,8,2014
N,  EYD242,CHIFF,3,,H+4,5,5,24,8,2014
R, TT49475,DUNNO,3J,,H+4,5,5,24,8,2014
N, D309522,ROBIN,3,,G+4,5,4,24,8,2014
N, D309524,ROBIN,3,,I+4,5,10,24,8,2014
N, D309525,ROBIN,3,,G+4,5,3,24,8,2014
R,  EYD263,GOLDC,3,M,I+4,5,10,2,11,2014
R,  EYD325,GOLDC,3,M,I+4,5,10,2,11,2014
R,  EYD332,GOLDC,3,M,I+4,5,10,2,11,2014
N,  EYD342,GOLDC,3,M,F+4,5,1,2,11,2014
N,  EYD343,GOLDC,3,F,I+4,5,10,2,11,2014
R, L731442,ROBIN,4,,G+4,5,2,2,11,2014
N,  EYD346,TREEC,2,,G+4,5,4,2,11,2014
R, CT84500,BLABI,6,F,G+4,5,4,15,2,2015
N, LE35196,BLABI,5,F,I+4,5,9,15,2,2015
R, L327737,BLUTI,6,,G+4,5,4,15,2,2015
R, L327778,BLUTI,6,,H+4,5,6,15,2,2015
R, TR47583,DUNNO,4,,I+4,5,9,15,2,2015
R, D904252,GRETI,5,M,G+4,5,4,15,2,2015
R, D309428,ROBIN,4,,G+4,5,2,15,2,2015
N, D309648,ROBIN,6,,I+4,5,9,15,2,2015
R, L731442,ROBIN,6,,G+4,5,2,15,2,2015
N, RW58285,SONTH,5,,I+4,5,9,15,2,2015
R,  CXN867,CHIFF,4,,G+4,5,3,30,3,2015
N,  EYD389,GOLDC,5,M,H+4,5,5,30,3,2015
R, LE35126,BLABI,5,M,H+4,5,5,15,6,2015
N, LE35215,BLABI,5,M,H+4,5,6,15,6,2015
N, D309822,BLACA,3J,,H+4,5,7,15,6,2015
N, D309823,BLACA,5,M,H+4,5,7,15,6,2015
N, D309833,BLACA,4,F,F+4,5,1,15,6,2015
R, D309810,BULLF,5,F,H+4,5,8,15,6,2015
R, D309811,BULLF,5,M,H+4,5,8,15,6,2015
R, D309368,CHAFF,4,F,H+4,5,8,15,6,2015
R,  EYD408,CHIFF,4,M,I+4,5,10,15,6,2015
R,  EYD416,CHIFF,4,M,I+4,5,10,15,6,2015
N,  EYD428,CHIFF,4,,H+4,5,8,15,6,2015
N,  EYD429,CHIFF,3J,,H+4,5,8,15,6,2015
N, D309816,ROBIN,3J,,F+4,5,1,15,6,2015
N, D309817,ROBIN,3J,,G+4,5,2,15,6,2015
N, D309818,ROBIN,5,F,G+4,5,3,15,6,2015
N, D309821,ROBIN,5,F,H+4,5,7,15,6,2015
N, D309824,ROBIN,3J,,I+4,5,9,15,6,2015
N, D309827,ROBIN,3J,,I+4,5,10,15,6,2015
N, D309828,ROBIN,3J,,I+4,5,10,15,6,2015
N, D309829,ROBIN,3J,,I+4,5,10,15,6,2015
N,  EYD479,WREN,3,,I+4,5,10,23,8,2015
N, D309935,BULLF,6,F,G+4,5,3,23,8,2015
N, D309936,BULLF,3J,,G+4,5,3,23,8,2015
N, D309949,ROBIN,3J,,G+4,5,4,23,8,2015
R, TT49202,DUNNO,3,,H+4,5,6,1,11,2015
N,  EYD525,GOLDC,3,M,H+4,5,5,1,11,2015
R, TR47871,GRETI,4,,H+4,5,5,1,11,2015
R, TT49074,GRETI,4,M,H+4,5,5,1,11,2015
N,  EYD526,LOTTI,2,,G+4,5,4,1,11,2015
N,  EYD527,LOTTI,2,,H+4,5,5,1,11,2015
R, L731190,MARTI,4,,H+4,5,5,1,11,2015
R, Z782056,MARTI,3,,H+4,5,5,1,11,2015
R, Z782054,ROBIN,3,,I+4,5,9,1,11,2015
N, Z782066,ROBIN,3,,I+4,5,9,1,11,2015
R, LE35196,BLABI,6,F,G+4,5,12,14,2,2016
N, LE35261,BLABI,6,M,I+4,5,20,14,2,2016
R, Z782054,ROBIN,5,,H+4,5,18,14,2,2016
N, Z782130,ROBIN,5,,G+4,5,14,14,2,2016
N,  EYD731,WREN,5,F,F+4,5,1,15,5,2016
N, LE35277,BLABI,5,F,G+4,5,3,15,5,2016
N, LE35278,BLABI,5,M,G+4,5,4,15,5,2016
R, Z782344,BLACA,5,M,G+4,5,4,15,5,2016
N, Z782383,BLACA,4,M,G+4,5,3,15,5,2016
N, Z782385,BLACA,4,F,G+4,5,2,15,5,2016
N, Z782386,BLACA,4,M,G+4,5,2,15,5,2016
N, Z782388,BLACA,4,F,I+4,5,10,15,5,2016
N, Z782389,BLACA,4,F,G+4,5,4,15,5,2016
N, Z782392,BLACA,4,M,H+4,5,5,15,5,2016
R, D309811,BULLF,6,M,I+4,5,10,15,5,2016
R, Z782188,BULLF,5,M,I+4,5,10,15,5,2016
N, Z782380,BULLF,5,F,F+4,5,1,15,5,2016
N, Z782381,CHAFF,5,F,G+4,5,2,15,5,2016
N, Z782391,CHAFF,5,M,H+4,5,8,15,5,2016
R,  EYD704,CHIFF,4,M,G+4,5,3,15,5,2016
N,  EYD729,CHIFF,4,M,I+4,5,9,15,5,2016
R, TT49227,DUNNO,5,M,I+4,5,10,15,5,2016
R, TT49232,DUNNO,5,F,I+4,5,9,15,5,2016
R, D309208,GRETI,6,F,I+4,5,10,15,5,2016
R, D309972,GRETI,5,M,G+4,5,3,15,5,2016
R, Z782126,GRETI,5,F,H+4,5,5,15,5,2016
N, Z782387,GRETI,5,F,G+4,5,4,15,5,2016
R, D309870,MARTI,4,F,I+4,5,10,15,5,2016
N, Z782382,ROBIN,3J,,H+4,5,5,15,5,2016
N, Z782384,ROBIN,5,M,G+4,5,3,15,5,2016
R,  EYD710,WILWA,4,M,H+4,5,6,15,5,2016
R,  EYD552,WREN,5,F,H+4,5,7,17,7,2016
N,  EYD792,WREN,5,F,H+4,5,7,17,7,2016
N,  EYD793,WREN,3J,,F+4,5,1,17,7,2016
N, Z782407,BLACA,3J,,I+4,5,9,17,7,2016
