Record.type,Ring,Species,Age,Sex,Grid,Site,Net,Day,Month,Year
N, K463643,DUNNO,3,,G+4,5,2,15,9,1996
N, K463644,DUNNO,3J,,F+4,5,1,15,9,1996
N, K463646,DUNNO,3,,H+4,5,7,15,9,1996
N, K463647,DUNNO,3J,,H+4,5,7,15,9,1996
R, H609622,GRETI,4,F,H+4,5,8,15,9,1996
R, K463213,GRETI,4,M,F+4,5,1,15,9,1996
N, K463642,GRETI,3,M,F+4,5,1,15,9,1996
R, J522325,MARTI,4,,H+4,5,8,15,9,1996
N, K463636,MARTI,3J,,F+4,5,1,15,9,1996
N, VR78996,NUTHA,2,,H+4,5,6,15,9,1996
N, K463635,ROBIN,3,,G+4,5,3,15,9,1996
N, K463638,ROBIN,3,,F+4,5,1,15,9,1996
N, K463648,ROBIN,3,,H+4,5,8,15,9,1996
N, K463656,ROBIN,3J,,I+4,5,10,15,9,1996
N, RR11852,BLABI,4,F,I+4,5,10,15,12,1996
N, K463528,BULLF,3,M,I+4,5,10,15,12,1996
N, K463525,CHAFF,3,M,I+4,5,10,15,12,1996
N, K463524,DUNNO,3,,H+4,5,5,15,12,1996
N, K463531,DUNNO,3,,I+4,5,10,15,12,1996
N, K463534,DUNNO,3,,F+4,5,1,15,12,1996
N, K463535,DUNNO,3,,F+4,5,1,15,12,1996
R, K463699,GRETI,4,M,I+4,5,9,15,12,1996
R,  0Y5934,LOTTI,2,,F+4,5,1,15,12,1996
R,  5W9651,LOTTI,2,,F+4,5,1,15,12,1996
R,  5W9916,LOTTI,2,,F+4,5,1,15,12,1996
N,  8Y3132,WREN,5,,G+4,5,2,9,3,1997
R, RR11852,BLABI,6,F,H+4,5,7,9,3,1997
R, K463524,DUNNO,5,,I+4,5,10,9,3,1997
N, K463593,DUNNO,5,,G+4,5,4,9,3,1997
N, K463594,DUNNO,4,,H+4,5,8,9,3,1997
N, K463599,GRETI,5,M,H+4,5,8,9,3,1997
R, K463612,GRETI,5,M,I+4,5,10,9,3,1997
N, K463600,ROBIN,5,,G+4,5,2,9,3,1997
R, K463648,ROBIN,5,,H+4,5,5,9,3,1997
N,  8Y3145,WREN,5,,H+4,5,7,27,4,1997
R, RR11857,BLABI,5,M,I+4,5,9,27,4,1997
N, RR11862,BLABI,5,F,H+4,5,7,27,4,1997
N, K463783,BULLF,5,M,I+4,5,10,27,4,1997
R, K463505,CHAFF,5,M,H+4,5,7,27,4,1997
N, K463781,CHAFF,5,F,H+4,5,6,27,4,1997
N,  8Y3149,CHIFF,5,F,G+4,5,2,27,4,1997
R, K287613,DUNNO,6,M,I+4,5,10,27,4,1997
R, K463382,DUNNO,6,F,H+4,5,8,27,4,1997
N, K463784,DUNNO,5,M,F+4,5,1,27,4,1997
R, K463377,ROBIN,4,M,G+4,5,4,27,4,1997
R, K463454,ROBIN,4,F,H+4,5,5,27,4,1997
R, RX57614,SONTH,4,M,G+4,5,3,27,4,1997
N, RX57615,SONTH,5,F,H+4,5,7,27,4,1997
N,  8Y3146,WILWA,4,,F+4,5,1,27,4,1997
R,  0Y5945,WREN,3J,,H+4,5,5,6,7,1997
N, RR11879,BLABI,3J,,I+4,5,9,6,7,1997
N, K463865,BLACA,3J,,F+4,5,1,6,7,1997
N, K463867,BLACA,3J,,F+4,5,1,6,7,1997
R, K463958,BLUTI,5,,I+4,5,10,6,7,1997
R, K720367,BLUTI,3J,,H+4,5,5,6,7,1997
R, K720485,BLUTI,3J,,H+4,5,5,6,7,1997
R, K463514,CHAFF,4,M,I+4,5,10,6,7,1997
R,  8Y3143,CHIFF,4,M,G+4,5,3,6,7,1997
N,  8Y3177,CHIFF,3J,,H+4,5,6,6,7,1997
N,  8Y3178,CHIFF,4,M,H+4,5,5,6,7,1997
N,  8Y3179,CHIFF,3J,,F+4,5,1,6,7,1997
N,  8Y3182,CHIFF,3J,,H+4,5,5,6,7,1997
N,  8Y3183,CHIFF,4,,H+4,5,6,6,7,1997
R, K463538,DUNNO,5,F,F+4,5,1,6,7,1997
N, K463871,DUNNO,3J,,H+4,5,7,6,7,1997
N, K463872,DUNNO,3J,,H+4,5,8,6,7,1997
N, K463864,GARWA,3J,,F+4,5,1,6,7,1997
N, K463868,GARWA,3J,,F+4,5,1,6,7,1997
N, K463866,ROBIN,3J,,I+4,5,10,6,7,1997
N, K463870,ROBIN,3J,,I+4,5,10,6,7,1997
N,  8Y3180,WILWA,3J,,H+4,5,5,6,7,1997
N,  8Y3181,WILWA,4,M,G+4,5,4,6,7,1997
N, FV89995,WOODP,4,,G+4,5,4,6,7,1997
N, K463982,BLACA,3J,F,H+4,5,7,21,9,1997
N, K463983,BLACA,3J,M,H+4,5,5,21,9,1997
R, K720439,BLUTI,3J,,H+4,5,5,21,9,1997
R, K720516,BLUTI,3J,,H+4,5,5,21,9,1997
R, N305506,BLUTI,3J,M,G+4,5,4,21,9,1997
N, K463984,BULLF,3,F,I+4,5,10,21,9,1997
N, K463976,DUNNO,4,,F+4,5,1,21,9,1997
N, K463977,DUNNO,4,,G+4,5,2,21,9,1997
N,  8Y3238,GOLDC,3,M,G+4,5,4,21,9,1997
N, K463979,MARTI,3,,H+4,5,6,21,9,1997
N, K463981,MARTI,3,,H+4,5,6,21,9,1997
N, K463978,ROBIN,3,,H+4,5,6,21,9,1997
R, K463875,WILTI,3,,F+4,5,1,21,9,1997
N, N305558,BULLF,3,F,G+4,5,4,14,12,1997
R, K463780,DUNNO,2,,H+4,5,5,14,12,1997
N, N305560,DUNNO,3,,H+4,5,5,14,12,1997
N, N305563,DUNNO,3,,F+4,5,1,14,12,1997
N, N305567,DUNNO,3,,G+4,5,3,14,12,1997
N, N305570,DUNNO,3,,F+4,5,1,14,12,1997
R, K463045,GRETI,4,F,H+4,5,5,14,12,1997
R, K463999,ROBIN,2,,G+4,5,4,14,12,1997
N, N305559,ROBIN,3,,G+4,5,2,14,12,1997
R, RR11857,BLABI,6,M,H+4,5,8,22,2,1998
R, K720439,BLUTI,5,,H+4,5,7,22,2,1998
N, N305615,BLUTI,5,,G+4,5,2,22,2,1998
N, N305612,BULLF,6,F,H+4,5,6,22,2,1998
R, N305593,CHAFF,5,M,H+4,5,6,22,2,1998
R, N305567,DUNNO,4,,H+4,5,5,22,2,1998
R, N305570,DUNNO,5,,H+4,5,5,22,2,1998
R,  9G4003,GOLDC,5,M,H+4,5,8,22,2,1998
N, N305613,GRETI,5,M,F+4,5,1,22,2,1998
N, N305614,GRETI,5,F,F+4,5,1,22,2,1998
R, VV34084,GRETI,5,F,F+4,5,1,22,2,1998
R, VV34102,GRETI,5,M,F+4,5,1,22,2,1998
N,  9G4033,LOTTI,4,,H+4,5,6,22,2,1998
N,  9G4034,LOTTI,4,,G+4,5,4,22,2,1998
N,  9G4035,LOTTI,4,,G+4,5,4,22,2,1998
R,  9G4036,WREN,5,,G+4,5,4,26,4,1998
N, RR11902,BLABI,5,M,G+4,5,2,26,4,1998
N, N305666,BLACA,4,M,I+4,5,10,26,4,1998
N, N305667,BLACA,5,M,H+4,5,6,26,4,1998
N, N305669,BLACA,5,M,F+4,5,1,26,4,1998
N, N305668,CHAFF,6,F,F+4,5,1,26,4,1998
N,  9G4065,CHIFF,4,M,I+4,5,10,26,4,1998
R, K463477,GRETI,6,F,H+4,5,6,26,4,1998
R, K463377,ROBIN,6,M,G+4,5,4,26,4,1998
N, N305663,ROBIN,5,M,H+4,5,6,26,4,1998
N, N305664,ROBIN,5,M,I+4,5,9,26,4,1998
N,  9G4062,WILWA,4,,F+4,5,1,26,4,1998
N,  9G4092,WREN,3J,,H+4,5,5,5,7,1998
N,  9G4097,WREN,3J,,F+4,5,1,5,7,1998
R, N305932,BLACA,4,F,F+4,5,1,5,7,1998
N, N305939,BLACA,5,M,F+4,5,1,5,7,1998
N, N305946,BLACA,3J,,H+4,5,6,5,7,1998
N, N305947,BLACA,3J,,H+4,5,6,5,7,1998
R,  9G4063,CHIFF,4,M,H+4,5,5,5,7,1998
N,  9G4093,CHIFF,3J,,F+4,5,1,5,7,1998
N,  9G4094,CHIFF,4,M,G+4,5,4,5,7,1998
N,  9G4095,CHIFF,4,M,H+4,5,6,5,7,1998
N,  9G4096,CHIFF,3J,,H+4,5,6,5,7,1998
N, N305940,DUNNO,3J,,F+4,5,1,5,7,1998
N, N305944,GARWA,4,M,F+4,5,1,5,7,1998
N, N305945,GARWA,4,F,F+4,5,1,5,7,1998
N, N305941,GRETI,3J,,H+4,5,5,5,7,1998
N, N305942,GRETI,3J,,H+4,5,6,5,7,1998
N, N305943,MARTI,3J,,G+4,5,2,5,7,1998
N, N305937,ROBIN,3J,,H+4,5,5,5,7,1998
N, N305938,WILTI,3J,,F+4,5,1,5,7,1998
N, FV89997,WOODP,4,,I+4,5,9,5,7,1998
N, RR11933,BLABI,3,F,G+4,5,2,18,10,1998
R, K287613,DUNNO,4,,H+4,5,7,18,10,1998
R, K463382,DUNNO,4,,H+4,5,7,18,10,1998
R, K463780,DUNNO,4,,H+4,5,7,18,10,1998
N, N305842,DUNNO,3,,F+4,5,1,18,10,1998
N, N305846,DUNNO,3,,F+4,5,1,18,10,1998
N,  8Y3405,GOLDC,3,M,H+4,5,5,18,10,1998
N,  8Y3406,GOLDC,3,M,H+4,5,5,18,10,1998
N,  8Y3407,GOLDC,3,M,H+4,5,5,18,10,1998
N,  8Y3409,GOLDC,3,M,H+4,5,5,18,10,1998
N, N305840,GRETI,3J,,F+4,5,1,18,10,1998
R, N305928,GRETI,4,F,F+4,5,1,18,10,1998
R, N305811,ROBIN,3,,F+4,5,1,18,10,1998
R, N305815,ROBIN,2,,F+4,5,1,18,10,1998
R, N305978,ROBIN,3,,I+4,5,10,18,10,1998
N, RX57631,SONTH,2,,I+4,5,10,18,10,1998
N, RR11942,BLABI,3,M,F+4,5,1,6,12,1998
N, N305876,CHAFF,3,F,G+4,5,2,6,12,1998
N, N305877,CHAFF,4,M,G+4,5,2,6,12,1998
N, N305885,CHAFF,3,F,F+4,5,1,6,12,1998
N, N305878,DUNNO,3,,H+4,5,6,6,12,1998
N, N305881,DUNNO,3,,F+4,5,1,6,12,1998
N, N305882,DUNNO,3,,G+4,5,4,6,12,1998
N, VR78748,GREFI,4,F,H+4,5,7,6,12,1998
R, J522484,GRETI,4,M,G+4,5,2,6,12,1998
R, N305641,GRETI,4,M,F+4,5,1,6,12,1998
R, N305976,GRETI,3,M,F+4,5,1,6,12,1998
R, K463454,ROBIN,4,,F+4,5,1,6,12,1998
N, N305884,ROBIN,3,,H+4,5,6,6,12,1998
N, RX57634,SONTH,3,,G+4,5,3,6,12,1998
R, K720625,BLUTI,5,,F+4,5,1,7,2,1999
N, K720630,BULLF,5,F,I+4,5,10,7,2,1999
R, J522255,DUNNO,6,,H+4,5,6,7,2,1999
N, K720629,DUNNO,5,,H+4,5,6,7,2,1999
R, N305882,DUNNO,5,,H+4,5,7,7,2,1999
R, N305642,GRETI,6,F,H+4,5,6,7,2,1999
R, VR78723,GRETI,5,M,F+4,5,1,7,2,1999
R, N305815,ROBIN,5,,F+4,5,1,7,2,1999
R, N305978,ROBIN,5,,H+4,5,8,7,2,1999
R, RX57633,SONTH,5,,G+4,5,3,7,2,1999
R, RR11932,BLABI,4,F,I+4,5,9,2,5,1999
N, K720695,BLACA,4,F,I+4,5,10,2,5,1999
R, K720439,BLUTI,6,M,H+4,5,5,2,5,1999
R, K463854,BULLF,6,M,I+4,5,9,2,5,1999
N, K720694,BULLF,6,F,I+4,5,9,2,5,1999
N, N275005,BULLF,5,F,I+4,5,10,2,5,1999
N, N275006,BULLF,4,M,I+4,5,10,2,5,1999
R, K463977,DUNNO,4,F,F+4,5,1,2,5,1999
R, N305878,DUNNO,4,M,F+4,5,1,2,5,1999
N, K720699,GARWA,4,,G+4,5,3,2,5,1999
R, K720620,GRETI,5,F,F+4,5,1,2,5,1999
R,  8Y3388,LOTTI,4,F,H+4,5,6,2,5,1999
R, RX57622,SONTH,4,,G+4,5,3,2,5,1999
N,  9G4149,WILWA,4,M,I+4,5,9,2,5,1999
N,  9G4150,WILWA,4,M,I+4,5,9,2,5,1999
N,  1M5535,WREN,3,,F+4,5,1,4,7,1999
R,  8Y3309,WREN,4,,I+4,5,9,4,7,1999
N, RH94725,BLABI,3J,M,H+4,5,5,4,7,1999
R, K463847,BLACA,6,M,F+4,5,1,4,7,1999
N, N275117,BLACA,3J,,F+4,5,1,4,7,1999
N, N275128,BLACA,5,M,G+4,5,4,4,7,1999
N, N275126,BLUTI,3J,,G+4,5,2,4,7,1999
N, N275127,BLUTI,3J,,G+4,5,4,4,7,1999
N,  1M5537,CHIFF,3J,,H+4,5,6,4,7,1999
R, K463382,DUNNO,6,F,H+4,5,7,4,7,1999
N, N275116,DUNNO,3J,,G+4,5,4,4,7,1999
N, N275121,DUNNO,3J,,H+4,5,7,4,7,1999
N, N275125,DUNNO,3,,I+4,5,9,4,7,1999
R, N305842,DUNNO,5,F,G+4,5,4,4,7,1999
R, N275050,GARWA,4,F,F+4,5,1,4,7,1999
N, N275119,GARWA,3J,,G+4,5,4,4,7,1999
R, N275083,GRETI,3J,,G+4,5,2,4,7,1999
R, N645174,MARTI,3J,,F+4,5,1,4,7,1999
R, N275112,ROBIN,3J,,G+4,5,4,4,7,1999
N, N275118,ROBIN,3J,,F+4,5,1,4,7,1999
N, N275120,ROBIN,3J,,H+4,5,7,4,7,1999
N, N275122,ROBIN,3J,,H+4,5,7,4,7,1999
N, N275123,ROBIN,3J,,H+4,5,8,4,7,1999
N, N275124,ROBIN,3J,,I+4,5,9,4,7,1999
N, N275129,ROBIN,3J,,F+4,5,1,4,7,1999
N, RX57640,SONTH,3J,,G+4,5,2,4,7,1999
N,  1M5536,TREEC,3,,G+4,5,2,4,7,1999
R, RH94704,BLABI,5,M,G+4,5,2,26,9,1999
N, RH94736,BLABI,3J,F,F+4,5,1,26,9,1999
N, N275301,BLACA,3,F,F+4,5,1,26,9,1999
N, N275302,BLACA,3,F,F+4,5,1,26,9,1999
N, N275306,BULLF,3J,M,I+4,5,10,26,9,1999
N, N275304,CHAFF,4,F,I+4,5,10,26,9,1999
N,  5Z1014,CHIFF,3,,H+4,5,5,26,9,1999
N, N275299,DUNNO,3,,G+4,5,4,26,9,1999
N, N275303,DUNNO,3,,G+4,5,4,26,9,1999
N, N275307,DUNNO,3,,H+4,5,6,26,9,1999
R, N305567,DUNNO,4,,G+4,5,4,26,9,1999
R, N275180,GRETI,3,M,F+4,5,1,26,9,1999
R, N275239,GRETI,3J,M,F+4,5,1,26,9,1999
R, VS51052,GRETI,3,M,H+4,5,5,26,9,1999
R, VS51069,GRETI,3,M,G+4,5,3,26,9,1999
R, K463454,ROBIN,4,,G+4,5,3,26,9,1999
R, N275192,ROBIN,3,,H+4,5,6,26,9,1999
N, N275300,ROBIN,3,,F+4,5,1,26,9,1999
N, N275305,ROBIN,4,,F+4,5,1,26,9,1999
N,  5Z1114,WREN,3,,F+4,5,1,5,12,1999
R, RH94702,BLABI,4,F,H+4,5,7,5,12,1999
R, N305812,BLUTI,4,,H+4,5,5,5,12,1999
R, N305899,BLUTI,4,,H+4,5,7,5,12,1999
R, N275298,BULLF,3,M,I+4,5,10,5,12,1999
R, K463749,CHAFF,4,M,H+4,5,5,5,12,1999
R, N275015,CHAFF,4,F,I+4,5,10,5,12,1999
R, N275346,CHAFF,2,F,I+4,5,10,5,12,1999
N, N275348,CHAFF,3,M,F+4,5,1,5,12,1999
N, N275349,CHAFF,4,M,F+4,5,1,5,12,1999
N, N275350,CHAFF,4,F,F+4,5,1,5,12,1999
N, N275351,CHAFF,4,F,G+4,5,4,5,12,1999
N, N275352,CHAFF,3,F,H+4,5,5,5,12,1999
N, N275353,CHAFF,2,F,H+4,5,5,5,12,1999
N, N275354,CHAFF,2,F,H+4,5,5,5,12,1999
N, N275355,CHAFF,3,F,H+4,5,5,5,12,1999
N, N275358,CHAFF,3,M,G+4,5,4,5,12,1999
N, N275359,CHAFF,4,F,H+4,5,5,5,12,1999
N, N275365,CHAFF,4,M,H+4,5,6,5,12,1999
N, N275370,CHAFF,4,F,H+4,5,8,5,12,1999
R, K287613,DUNNO,4,,H+4,5,7,5,12,1999
R, K720696,DUNNO,4,,H+4,5,6,5,12,1999
R, N275001,DUNNO,2,,H+4,5,6,5,12,1999
R, N275186,DUNNO,3,,I+4,5,10,5,12,1999
N, N275356,DUNNO,3,,G+4,5,2,5,12,1999
N, N275357,DUNNO,3,,H+4,5,6,5,12,1999
N, N275360,DUNNO,3,,H+4,5,6,5,12,1999
N, N275361,DUNNO,3,,H+4,5,7,5,12,1999
N, N275362,DUNNO,3,,H+4,5,7,5,12,1999
N, N275368,DUNNO,3,,H+4,5,6,5,12,1999
N, N275369,DUNNO,3,,F+4,5,1,5,12,1999
R, N305846,DUNNO,4,,H+4,5,8,5,12,1999
N,  5Z1113,LOTTI,2,,F+4,5,1,5,12,1999
R, N305943,MARTI,2,,F+4,5,1,5,12,1999
R, K463710,ROBIN,4,,H+4,5,6,5,12,1999
N, N275367,ROBIN,3,,H+4,5,7,5,12,1999
R, N305562,ROBIN,2,,G+4,5,4,5,12,1999
N, RH94755,BLABI,5,M,F+4,5,1,20,2,2000
N, RH94756,BLABI,5,M,H+4,5,6,20,2,2000
R, N271977,BLUTI,6,,F+4,5,1,20,2,2000
R, K463977,DUNNO,6,,F+4,5,1,20,2,2000
R, N275360,DUNNO,5,,H+4,5,6,20,2,2000
R, N275361,DUNNO,5,,H+4,5,5,20,2,2000
R, N275362,DUNNO,5,,H+4,5,7,20,2,2000
R, N275368,DUNNO,4,,H+4,5,6,20,2,2000
R, N275369,DUNNO,5,,F+4,5,1,20,2,2000
N, VR78900,GREFI,5,F,H+4,5,7,20,2,2000
N, N275431,ROBIN,5,,H+4,5,6,20,2,2000
N, N275432,YELHA,6,F,F+4,5,1,20,2,2000
N, N275433,YELHA,6,F,H+4,5,6,20,2,2000
N, N275434,YELHA,6,M,H+4,5,7,20,2,2000
N, N275435,YELHA,5,M,H+4,5,7,20,2,2000
N, N275436,YELHA,5,M,H+4,5,7,20,2,2000
N, N275437,YELHA,5,M,H+4,5,7,20,2,2000
N, N275438,YELHA,5,M,H+4,5,7,20,2,2000
N, N275439,YELHA,5,M,H+4,5,8,20,2,2000
N, N275440,YELHA,6,M,H+4,5,7,20,2,2000
R, RH94702,BLABI,6,F,H+4,5,6,7,5,2000
R, RH94704,BLABI,6,M,G+4,5,3,7,5,2000
R, RH94754,BLABI,6,M,I+4,5,9,7,5,2000
N, P400028,BLACA,4,M,H+4,5,7,7,5,2000
R, N275372,BLUTI,5,F,G+4,5,4,7,5,2000
N, P400030,BLUTI,6,F,F+4,5,1,7,5,2000
N, P400029,CHAFF,4,F,H+4,5,7,7,5,2000
R, N645173,MARTI,5,,H+4,5,5,7,5,2000
N,  5Z1175,WREN,5,F,I+4,5,10,2,7,2000
N, RH94775,BLABI,5,M,G+4,5,4,2,7,2000
N, RH94776,BLABI,3J,,F+4,5,1,2,7,2000
R, P400035,BLACA,4,M,F+4,5,1,2,7,2000
N, P400084,BLACA,5,F,H+4,5,6,2,7,2000
N, P400085,BLACA,5,F,F+4,5,1,2,7,2000
N, P400088,BLACA,3J,,F+4,5,1,2,7,2000
N, P400079,BULLF,5,F,H+4,5,5,2,7,2000
N, P400080,BULLF,5,M,H+4,5,6,2,7,2000
N, P400083,CHAFF,5,M,F+4,5,1,2,7,2000
N,  5Z1176,CHIFF,4,F,G+4,5,4,2,7,2000
R, K463382,DUNNO,4,F,H+4,5,7,2,7,2000
R, N275404,DUNNO,4,M,F+4,5,1,2,7,2000
R, N275494,DUNNO,5,M,F+4,5,1,2,7,2000
N, P400077,GARWA,4,,G+4,5,2,2,7,2000
R, N275198,ROBIN,5,F,G+4,5,4,2,7,2000
N, P400078,ROBIN,3J,,F+4,5,1,2,7,2000
N, P400087,ROBIN,3J,,G+4,5,2,2,7,2000
N, RS78207,SONTH,6,M,H+4,5,6,2,7,2000
N, RS78208,SONTH,3J,,G+4,5,4,2,7,2000
N,  5Z1224,WREN,3J,,G+4,5,3,17,9,2000
N,  5Z1225,WREN,3,,H+4,5,6,17,9,2000
N, RH94781,BLABI,3J,,F+4,5,1,17,9,2000
N, RH94782,BLABI,3J,,G+4,5,3,17,9,2000
R, P400179,BLACA,3J,,F+4,5,1,17,9,2000
N, P400230,BLACA,3J,M,G+4,5,3,17,9,2000
R, N459863,BLUTI,3J,,F+4,5,1,17,9,2000
N, P400220,BLUTI,3J,,F+4,5,1,17,9,2000
N, P400225,BLUTI,3J,,G+4,5,3,17,9,2000
N, P400226,BLUTI,3J,,G+4,5,4,17,9,2000
N, P400231,BULLF,3J,M,G+4,5,4,17,9,2000
N, P400234,BULLF,3J,,G+4,5,4,17,9,2000
R, N275016,CHAFF,4,M,G+4,5,4,17,9,2000
R, P400210,CHAFF,3J,,H+4,5,6,17,9,2000
R, P400211,CHAFF,3J,M,G+4,5,4,17,9,2000
N, P400221,CHAFF,2,F,G+4,5,2,17,9,2000
N, P400223,CHAFF,3,F,H+4,5,5,17,9,2000
N, P400227,CHAFF,4,M,H+4,5,7,17,9,2000
N, P400228,CHAFF,4,M,H+4,5,6,17,9,2000
N, P400232,CHAFF,3J,M,G+4,5,3,17,9,2000
N, P400233,CHAFF,3J,F,G+4,5,4,17,9,2000
N, P400236,CHAFF,3J,,F+4,5,1,17,9,2000
N, P400238,CHAFF,3J,F,H+4,5,5,17,9,2000
N, P400241,CHAFF,5,M,F+4,5,1,17,9,2000
N, P400244,CHAFF,3J,,G+4,5,4,17,9,2000
R, N275356,DUNNO,4,,G+4,5,2,17,9,2000
N, P400222,DUNNO,3,,H+4,5,5,17,9,2000
N, P400224,DUNNO,3,,G+4,5,2,17,9,2000
N, P400229,DUNNO,3J,,G+4,5,2,17,9,2000
N, P400237,DUNNO,3J,,G+4,5,3,17,9,2000
N, P400239,DUNNO,3J,,F+4,5,1,17,9,2000
N, P400240,DUNNO,3J,,H+4,5,5,17,9,2000
N, P400242,DUNNO,3,,F+4,5,1,17,9,2000
N, P400243,DUNNO,3,,G+4,5,2,17,9,2000
N,  5Z1226,GOLDC,3J,M,H+4,5,5,17,9,2000
N,  5Z1227,GOLDC,3,M,H+4,5,5,17,9,2000
N, P400235,GRETI,3,M,G+4,5,4,17,9,2000
R,  1M5584,LOTTI,2,,G+4,5,3,17,9,2000
N,  5Z1228,LOTTI,2,,G+4,5,3,17,9,2000
N,  5Z1229,LOTTI,2,,G+4,5,3,17,9,2000
R, P400082,ROBIN,3,,H+4,5,7,17,9,2000
R,  5Z1178,WREN,3,,F+4,5,1,19,11,2000
N,  5Z1332,WREN,3,,G+4,5,2,19,11,2000
R, P400257,BLUTI,3,F,G+4,5,2,19,11,2000
R, P400267,BLUTI,3,,G+4,5,2,19,11,2000
R, P400305,BLUTI,3,M,G+4,5,2,19,11,2000
N, P400316,BULLF,3,F,H+4,5,5,19,11,2000
R, N275002,CHAFF,4,M,H+4,5,6,19,11,2000
N, P400133,CHAFF,2,M,G+4,5,3,19,11,2000
N, P400317,CHAFF,3,F,H+4,5,6,19,11,2000
N, P400318,CHAFF,4,F,H+4,5,7,19,11,2000
R, K287613,DUNNO,4,,G+4,5,4,19,11,2000
R, N275001,DUNNO,2,,H+4,5,6,19,11,2000
R, P400277,DUNNO,3,,H+4,5,5,19,11,2000
N, P400313,DUNNO,3,,G+4,5,2,19,11,2000
N, P400314,DUNNO,3,,G+4,5,4,19,11,2000
N, P400315,DUNNO,4,,H+4,5,8,19,11,2000
N,  5Z1333,GOLDC,3,F,H+4,5,6,19,11,2000
R, N275300,ROBIN,4,,G+4,5,2,19,11,2000
R, P400117,ROBIN,3,,H+4,5,5,19,11,2000
R, P400173,ROBIN,3,,G+4,5,3,19,11,2000
N, RH94791,BLABI,5,F,F+4,5,1,10,2,2001
N, RH94792,BLABI,5,F,F+4,5,1,10,2,2001
N, RH94793,BLABI,6,F,I+4,5,10,10,2,2001
N, RH94794,BLABI,5,M,I+4,5,10,10,2,2001
N, P400360,BULLF,5,M,I+4,5,10,10,2,2001
R, N459728,COATI,4,F,I+4,5,10,10,2,2001
N, P400359,COATI,6,,G+4,5,4,10,2,2001
R, P400222,DUNNO,4,,H+4,5,5,10,2,2001
R, N305832,GRETI,6,M,I+4,5,10,10,2,2001
N, P400358,GRETI,5,F,I+4,5,10,10,2,2001
R, VJ35469,GRETI,5,M,I+4,5,10,10,2,2001
R, N275300,ROBIN,4,,F+4,5,1,10,2,2001
R, RX57636,SONTH,6,,I+4,5,10,10,2,2001
R, RH94754,BLABI,6,M,I+4,5,10,20,5,2001
N, P400380,BLACA,5,M,F+4,5,1,20,5,2001
N, P400381,BLACA,5,F,F+4,5,1,20,5,2001
R, P400311,BLUTI,5,F,G+4,5,3,20,5,2001
R, P400091,CHAFF,4,F,H+4,5,7,20,5,2001
N, P400379,CHAFF,5,M,H+4,5,7,20,5,2001
N,  5Z1366,CHIFF,5,F,I+4,5,9,20,5,2001
R, P400298,COATI,5,M,I+4,5,10,20,5,2001
N,  5Z1363,LOTTI,4,,I+4,5,10,20,5,2001
N,  5Z1365,WILWA,4,,H+4,5,7,20,5,2001
N, RR11971,BLABI,6,F,F+4,5,1,15,7,2001
N, P400978,BULLF,5,M,I+4,5,10,15,7,2001
N, P400979,BULLF,5,F,I+4,5,10,15,7,2001
R,  5Z1364,CHIFF,4,M,F+4,5,1,15,7,2001
R,  5Z1379,CHIFF,4,M,G+4,5,3,15,7,2001
R, P400229,DUNNO,4,F,H+4,5,7,15,7,2001
R, N275046,GARWA,4,,G+4,5,4,15,7,2001
R, VS51139,GRETI,3J,,G+4,5,3,15,7,2001
N, P400450,MARTI,3J,,H+4,5,5,15,7,2001
N, P400980,ROBIN,3J,,G+4,5,4,15,7,2001
N, P400981,ROBIN,3J,,F+4,5,1,15,7,2001
N, P400982,ROBIN,3J,,I+4,5,10,15,7,2001
N,  5Z1395,TREEC,3J,,F+4,5,1,15,7,2001
N, RR11973,BLABI,3J,,G+4,5,4,1,9,2001
N, P400484,BLACA,3J,M,H+4,5,6,1,9,2001
R, N459983,BLUTI,3J,,H+4,5,6,1,9,2001
N, P400482,CHAFF,3J,M,H+4,5,6,1,9,2001
N, P400483,CHAFF,3,F,H+4,5,6,1,9,2001
N, P400487,CHAFF,4,M,H+4,5,6,1,9,2001
N, P400485,COATI,3,,H+4,5,6,1,9,2001
N, P400486,COATI,3,,H+4,5,6,1,9,2001
N, P400477,DUNNO,3J,,F+4,5,1,1,9,2001
N, P400479,DUNNO,3J,,H+4,5,5,1,9,2001
N, P400480,DUNNO,3J,,H+4,5,5,1,9,2001
N, P400478,ROBIN,3,,H+4,5,5,1,9,2001
N, P400488,ROBIN,3J,,F+4,5,1,1,9,2001
N, P400481,WILTI,3,,H+4,5,5,1,9,2001
N, DA20230,JAY,3,,G+4,5,4,4,11,2001
N, P400552,CHAFF,4,M,G+4,5,4,4,11,2001
N, P400553,CHAFF,3,M,G+4,5,3,4,11,2001
N, P400554,CHAFF,3,F,G+4,5,4,4,11,2001
N, P400555,DUNNO,3,,G+4,5,2,4,11,2001
N, P400556,DUNNO,3,,G+4,5,2,4,11,2001
R,  5Z1099,LOTTI,2,,G+4,5,3,4,11,2001
N, P400559,ROBIN,3,,H+4,5,5,4,11,2001
N, P400557,WILTI,3,,G+4,5,4,4,11,2001
N,  9Z3091,WREN,5,,H+4,5,6,6,1,2002
R, RH94754,BLABI,6,M,H+4,5,5,6,1,2002
R, P400551,BLUTI,5,F,G+4,5,4,6,1,2002
N, P400634,BLUTI,6,,F+4,5,1,6,1,2002
N, P400635,CHAFF,5,F,H+4,5,5,6,1,2002
R, P400454,DUNNO,5,,G+4,5,4,6,1,2002
