Record.type,Ring,Species,Age,Sex,Grid,Site,Net,Day,Month,Year
R, R353929,BLUTI,6,,C+3,2,3,29,1,2006
R, R558521,BLUTI,5,,E+4,2,9,29,1,2006
N, T663171,BLUTI,5,F,D+3,2,5,29,1,2006
N, T663172,BLUTI,5,,D+3,2,5,29,1,2006
R, R353127,BULLF,6,F,D+3,2,5,29,1,2006
N, T663173,BULLF,5,M,D+3,2,6,29,1,2006
R, R353797,GRETI,6,M,C+3,2,4,29,1,2006
R, R502985,GRETI,6,F,C+3,2,4,29,1,2006
N, T663175,GRETI,5,F,D+3,2,5,29,1,2006
R,  9Z3093,LOTTI,4,,D+3,2,6,29,1,2006
R,  AJD298,LOTTI,4,,E+4,2,9,29,1,2006
R,  AXL117,LOTTI,4,,D+3,2,6,29,1,2006
N,  AXL398,WREN,5,M,D+3,2,6,7,5,2006
R, CT84043,BLABI,6,M,B+3,2,1,7,5,2006
R, CT84245,BLABI,5,M,E+4,2,10,7,5,2006
N, CT84247,BLABI,5,M,C+3,2,2,7,5,2006
N, T663281,BLACA,5,M,E+4,2,10,7,5,2006
N, T663284,BLACA,5,F,B+3,2,1,7,5,2006
N, T663285,BLACA,5,M,B+3,2,1,7,5,2006
R, R353304,BLUTI,6,M,C+3,2,2,7,5,2006
N, T663282,BLUTI,6,F,C+3,2,2,7,5,2006
R, T663273,BULLF,5,F,B+3,2,1,7,5,2006
R, R353908,DUNNO,4,M,E+4,2,10,7,5,2006
R, T663176,GRETI,5,F,D+3,2,7,7,5,2006
N, T663283,GRETI,5,F,C+3,2,4,7,5,2006
R, T663013,ROBIN,5,M,B+3,2,1,7,5,2006
N,  AXL399,TREEC,5,M,B+3,2,1,7,5,2006
N,  AXL460,WREN,3J,,C+3,2,3,23,7,2006
N,  AXL461,WREN,3J,,E+4,2,9,23,7,2006
N,  AXL462,WREN,3J,,E+4,2,9,23,7,2006
R, CT84267,BLABI,3J,,D+3,2,5,23,7,2006
N, R558580,BLACA,5,M,C+3,2,3,23,7,2006
N, R558586,BLUTI,3J,,B+3,2,1,23,7,2006
N, R558588,BLUTI,3J,,B+3,2,1,23,7,2006
N, R558589,BLUTI,3J,,B+3,2,1,23,7,2006
N, R558590,BLUTI,3J,,B+3,2,1,23,7,2006
N, R558592,BLUTI,3J,,B+3,2,1,23,7,2006
N, R558593,BLUTI,3J,,B+3,2,1,23,7,2006
N, R558594,BLUTI,3J,,B+3,2,1,23,7,2006
R, R558694,BLUTI,3J,,B+3,2,1,23,7,2006
N, R558587,CHAFF,3J,,B+3,2,1,23,7,2006
N, R558591,COATI,3J,,B+3,2,1,23,7,2006
N, R558595,COATI,3J,,B+3,2,1,23,7,2006
N, R558577,DUNNO,4,M,C+3,2,3,23,7,2006
N, R558578,DUNNO,4,,C+3,2,4,23,7,2006
N, R558582,DUNNO,5,M,C+3,2,3,23,7,2006
N,  AXL467,GOLDC,3J,,B+3,2,1,23,7,2006
R, R558569,GRETI,3J,,B+3,2,1,23,7,2006
R, T663180,GRETI,4,M,B+3,2,1,23,7,2006
R, TC61196,GRETI,3J,,C+3,2,3,23,7,2006
R, TC61414,GRETI,3J,,D+3,2,6,23,7,2006
R,  AXL375,LOTTI,4,,B+3,2,1,23,7,2006
N,  AXL465,LOTTI,3J,,C+3,2,2,23,7,2006
N,  AXL468,LOTTI,3J,,B+3,2,1,23,7,2006
N,  AXL469,LOTTI,3J,,B+3,2,1,23,7,2006
N,  AXL470,LOTTI,3J,,B+3,2,1,23,7,2006
N,  AXL472,LOTTI,3J,,B+3,2,1,23,7,2006
N,  AXL474,LOTTI,3J,,B+3,2,1,23,7,2006
N, R558584,MARTI,3J,,D+3,2,7,23,7,2006
N, BA36698,NUTHA,3,,D+4,2,8,23,7,2006
N, R558576,ROBIN,3J,,D+3,2,6,23,7,2006
N, R558579,ROBIN,3,,D+3,2,7,23,7,2006
R, T663367,ROBIN,3J,,E+4,2,10,23,7,2006
R,  AXL417,TREEC,3J,,B+3,2,1,23,7,2006
R,  AXL447,TREEC,3J,,B+3,2,1,23,7,2006
N,  AXL466,TREEC,3J,,D+3,2,7,23,7,2006
N,  AXL471,TREEC,3J,,B+3,2,1,23,7,2006
N,  AXL475,TREEC,3J,,B+3,2,1,23,7,2006
N, V053967,BLUTI,3,,B+3,2,1,1,10,2006
N, V053968,BLUTI,3J,,B+3,2,1,1,10,2006
N, V053963,BULLF,3,,E+4,2,9,1,10,2006
N, V053964,BULLF,4,M,E+4,2,10,1,10,2006
N, V053965,BULLF,3,,E+4,2,9,1,10,2006
N, V053970,CHAFF,3,F,E+4,2,10,1,10,2006
R,  AXL246,CHIFF,4,,E+4,2,10,1,10,2006
N,  2U4120,GOLDC,3,M,D+3,2,5,1,10,2006
N,  2U4121,GOLDC,3,M,D+3,2,6,1,10,2006
N,  2U4126,GOLDC,4,F,D+4,2,8,1,10,2006
R, T663208,GRETI,4,M,B+3,2,1,1,10,2006
N, V053969,GRETI,3,F,E+4,2,10,1,10,2006
N,  2U4122,LOTTI,2,,E+4,2,10,1,10,2006
R, R558824,MARTI,3,,E+4,2,9,1,10,2006
R, R558457,ROBIN,3,,E+4,2,10,1,10,2006
R, V053932,ROBIN,3,,E+4,2,10,1,10,2006
N, V053966,ROBIN,3,,B+3,2,1,1,10,2006
N,  2U4123,TREEC,3,,E+4,2,10,1,10,2006
R,  AXL350,TREEC,4,,C+3,2,3,1,10,2006
R,  AXL484,TREEC,3,,B+3,2,1,1,10,2006
N,  BYP550,WREN,3,,E+4,2,10,17,12,2006
N, CT84286,BLABI,3,M,E+4,2,10,17,12,2006
N, R558926,BLUTI,3,,D+3,2,6,17,12,2006
N, R558925,DUNNO,3,,C+3,2,3,17,12,2006
R,  2U4145,GOLDC,3,M,E+4,2,10,17,12,2006
N,  BYP551,GOLDC,3,F,B+3,2,1,17,12,2006
R, T663174,GRETI,4,F,D+3,2,6,17,12,2006
R,  AXL266,LOTTI,2,,E+4,2,9,17,12,2006
R,  AXL348,LOTTI,2,,E+4,2,10,17,12,2006
R,  AXL366,LOTTI,2,,E+4,2,10,17,12,2006
R,  AXL380,LOTTI,2,,E+4,2,9,17,12,2006
N,  BYP549,LOTTI,2,,E+4,2,10,17,12,2006
N, RX57809,SONTH,3,,D+3,2,6,17,12,2006
R,  AJD224,TREEC,4,,D+3,2,6,17,12,2006
N, CT84291,BLABI,5,F,D+3,2,5,28,1,2007
N, R558967,BLUTI,5,F,D+3,2,7,28,1,2007
N, R558974,CHAFF,5,M,D+3,2,7,28,1,2007
R, R558925,DUNNO,5,,C+3,2,4,28,1,2007
R, R558824,MARTI,5,,D+3,2,7,28,1,2007
N, RX57810,REDWI,6,,B+3,2,1,28,1,2007
N, RX57811,REDWI,5,,B+3,2,1,28,1,2007
N, RX57812,SONTH,5,,E+4,2,9,28,1,2007
N,  BYP562,TREEC,5,,D+4,2,8,28,1,2007
R,  AXL443,WREN,4,F,D+3,2,5,6,5,2007
N,  BYP620,WREN,5,,C+3,2,4,6,5,2007
N,  BYP623,WREN,5,F,E+4,2,10,6,5,2007
R, CT84054,BLABI,6,M,C+3,2,4,6,5,2007
N, CT84308,BLABI,5,M,D+3,2,5,6,5,2007
R, T663086,BLACA,4,F,E+4,2,9,6,5,2007
R, T663432,BLACA,4,M,D+3,2,6,6,5,2007
R, V475103,BLACA,4,M,E+4,2,10,6,5,2007
N, V475130,BLACA,4,F,D+3,2,7,6,5,2007
N, V475131,BLACA,5,M,E+4,2,10,6,5,2007
R, R353793,BLUTI,6,M,D+3,2,5,6,5,2007
R, V053968,BLUTI,5,M,D+4,2,8,6,5,2007
R, V475032,BLUTI,5,M,D+3,2,6,6,5,2007
N, V475132,BLUTI,5,M,B+3,2,1,6,5,2007
R, R353927,CHAFF,6,F,D+3,2,5,6,5,2007
R,  AXL223,CHIFF,4,F,C+3,2,2,6,5,2007
R,  AXL489,CHIFF,4,F,E+4,2,10,6,5,2007
N,  BYP622,CHIFF,6,F,D+3,2,6,6,5,2007
R, R558551,COATI,5,M,D+3,2,6,6,5,2007
R, T663283,GRETI,6,F,D+3,2,5,6,5,2007
R,  AXL338,LOTTI,4,,E+4,2,9,6,5,2007
R,  AXL346,LOTTI,4,,D+4,2,8,6,5,2007
R,  AXL366,LOTTI,4,F,D+4,2,8,6,5,2007
R, R353196,MARTI,6,F,D+3,2,7,6,5,2007
N, V475129,ROBIN,5,F,D+3,2,7,6,5,2007
R, RX57662,SONTH,4,M,D+3,2,7,6,5,2007
N, RX57820,SONTH,6,F,D+3,2,6,6,5,2007
N, RX57821,SONTH,5,F,D+4,2,8,6,5,2007
N, RX57822,SONTH,4,M,C+3,2,4,6,5,2007
R,  AJD224,TREEC,6,M,C+3,2,2,6,5,2007
R,  BYP573,TREEC,6,F,C+3,2,3,6,5,2007
N,  BYP621,TREEC,6,F,C+3,2,2,6,5,2007
N,  BYP665,WREN,5,F,D+3,2,6,24,6,2007
N, CT84325,BLABI,3J,,D+3,2,7,24,6,2007
N, CT84326,BLABI,3J,,D+4,2,8,24,6,2007
N, CT84327,BLABI,3J,,D+3,2,5,24,6,2007
R, T663317,BLACA,4,M,D+4,2,8,24,6,2007
N, V475219,BLACA,4,M,E+4,2,10,24,6,2007
N, V475220,BLACA,3J,,D+3,2,6,24,6,2007
N, V475222,BLACA,3J,,D+4,2,8,24,6,2007
N, V475223,BLACA,4,F,E+4,2,10,24,6,2007
N, V475224,BLACA,4,F,C+3,2,4,24,6,2007
N, V475227,CHAFF,5,M,B+3,2,1,24,6,2007
N, V475226,MARTI,3J,,C+3,2,3,24,6,2007
N, V475221,ROBIN,3J,,D+4,2,8,24,6,2007
N,  BYP726,WREN,3J,,B+3,2,1,16,9,2007
N,  BYP728,WREN,3,,D+3,2,6,16,9,2007
N,  BYP729,WREN,3,,E+4,2,9,16,9,2007
N, CT84343,BLABI,3J,M,D+3,2,7,16,9,2007
N, V475363,BLUTI,3J,,E+4,2,10,16,9,2007
N, V475367,BLUTI,3J,,D+4,2,8,16,9,2007
N, V475360,BULLF,3,M,C+3,2,4,16,9,2007
N, V475361,BULLF,3,M,C+3,2,4,16,9,2007
R,  BYP607,CHIFF,4,,C+3,2,4,16,9,2007
N,  BYP727,GOLDC,4,M,C+3,2,4,16,9,2007
R, T663174,GRETI,2,F,C+3,2,4,16,9,2007
N, V475362,GRETI,4,M,C+3,2,3,16,9,2007
R,  AXL266,LOTTI,2,,D+3,2,5,16,9,2007
R,  AXL356,LOTTI,2,,E+4,2,10,16,9,2007
R, T663198,ROBIN,4,,C+3,2,2,16,9,2007
R, V475285,ROBIN,3J,,C+3,2,3,16,9,2007
N, V475359,ROBIN,3,,E+4,2,9,16,9,2007
N, V475366,ROBIN,3,,B+3,2,1,16,9,2007
N,  BYP791,WREN,4,,D+4,2,8,22,12,2007
R, CT84247,BLABI,4,M,B+3,2,1,22,12,2007
N, CT84365,BLABI,4,F,C+3,2,3,22,12,2007
N, CT84366,BLABI,3,F,D+3,2,6,22,12,2007
R, R353929,BLUTI,4,,C+3,2,3,22,12,2007
R, V475447,BLUTI,3,,D+3,2,6,22,12,2007
R, T663062,COATI,4,,D+4,2,8,22,12,2007
R, T663465,GRETI,4,M,E+4,2,10,22,12,2007
N, V475452,GRETI,3,F,D+3,2,6,22,12,2007
R, V475350,MARTI,3,,E+4,2,9,22,12,2007
N, TC61400,NUTHA,2,M,D+3,2,6,22,12,2007
N, CT84378,BLABI,6,F,C+3,2,3,10,2,2008
N, CT84379,BLABI,5,M,C+3,2,4,10,2,2008
R, R502705,BLUTI,6,,B+3,2,1,10,2,2008
R, V475447,BLUTI,5,,D+3,2,6,10,2,2008
N, V475525,BULLF,5,F,D+3,2,6,10,2,2008
N, V475517,CHAFF,6,F,D+3,2,6,10,2,2008
R, V475436,DUNNO,6,,B+3,2,1,10,2,2008
R,  BYP748,GOLDC,5,F,D+4,2,8,10,2,2008
N,  BYP808,GOLDC,5,M,D+4,2,8,10,2,2008
N,  BYP809,GOLDC,5,M,D+4,2,8,10,2,2008
R, R558929,GRETI,6,M,E+4,2,10,10,2,2008
R, V475205,GRETI,5,M,B+3,2,1,10,2,2008
R, V475354,GRETI,5,M,B+3,2,1,10,2,2008
R, V475508,GRETI,5,F,D+3,2,7,10,2,2008
N, V475520,GRETI,6,M,D+3,2,7,10,2,2008
R, VS50984,GRETI,6,M,D+3,2,5,10,2,2008
R,  AXL273,LOTTI,4,,C+3,2,2,10,2,2008
R,  BYP718,LOTTI,4,,D+3,2,6,10,2,2008
R,  BYP756,LOTTI,4,,D+3,2,6,10,2,2008
R,  BYP787,LOTTI,4,,B+3,2,1,10,2,2008
R,  BYP789,LOTTI,4,,B+3,2,1,10,2,2008
N,  BYP807,LOTTI,4,,D+3,2,6,10,2,2008
R, R558934,ROBIN,6,,B+3,2,1,10,2,2008
N, V475519,ROBIN,6,,B+3,2,1,10,2,2008
R,  AJD224,TREEC,6,,D+3,2,5,10,2,2008
N,  BYP810,TREEC,6,,C+3,2,3,10,2,2008
R,  BYP550,WREN,6,F,C+3,2,4,11,5,2008
R,  BYP575,WREN,6,M,D+4,2,8,11,5,2008
R,  BYP726,WREN,5,M,D+3,2,6,11,5,2008
N,  BYP832,WREN,4,F,E+4,2,10,11,5,2008
N,  BYP833,WREN,5,,D+3,2,7,11,5,2008
N,  BYP834,WREN,5,M,D+3,2,6,11,5,2008
N, CT84394,BLABI,5,M,C+3,2,4,11,5,2008
R, T663424,BLACA,6,M,C+3,2,3,11,5,2008
N, V475628,BLACA,6,F,B+3,2,1,11,5,2008
N, V475631,BLACA,6,M,C+3,2,3,11,5,2008
N, V475630,BULLF,6,F,D+4,2,8,11,5,2008
R, V475515,DUNNO,6,M,B+3,2,1,11,5,2008
N, V475627,GRETI,5,F,C+3,2,3,11,5,2008
R, V475350,MARTI,4,M,C+3,2,4,11,5,2008
N, CT84392,MISTH,4,F,C+3,2,3,11,5,2008
N, CT84393,MISTH,4,M,C+3,2,3,11,5,2008
N, RX57836,SONTH,5,F,D+3,2,7,11,5,2008
N, RX57837,SONTH,5,F,B+3,2,1,11,5,2008
R,  BYP763,WREN,4,,D+3,2,7,13,7,2008
N,  BYP881,WREN,3J,,D+3,2,7,13,7,2008
R, CT84053,BLABI,6,M,B+3,2,1,13,7,2008
N, CT84139,BLABI,5,F,D+4,2,8,13,7,2008
N, CT84140,BLABI,5,M,D+4,2,8,13,7,2008
R, V475130,BLACA,4,F,D+3,2,6,13,7,2008
N, V475758,BULLF,5,F,B+3,2,1,13,7,2008
N, V475748,DUNNO,5,F,C+3,2,4,13,7,2008
N, V475754,MARTI,3J,,D+3,2,6,13,7,2008
R, V475730,ROBIN,3J,,C+3,2,4,13,7,2008
N, V475747,ROBIN,3J,,B+3,2,1,13,7,2008
N, V475749,ROBIN,3J,,C+3,2,2,13,7,2008
N, V475750,ROBIN,3J,,D+3,2,6,13,7,2008
N, V475756,ROBIN,3J,,C+3,2,4,13,7,2008
N, V475757,ROBIN,3J,,D+3,2,6,13,7,2008
N, CT84147,BLABI,3J,M,B+3,2,1,7,9,2008
N, CT84148,BLABI,3J,M,D+4,2,8,7,9,2008
N, V475831,BLACA,4,M,D+4,2,8,7,9,2008
R, V475488,BLUTI,4,,D+3,2,6,7,9,2008
R, V475813,BULLF,3J,F,D+3,2,7,7,9,2008
N, V475830,BULLF,3J,F,D+3,2,7,7,9,2008
R, V475608,CHAFF,4,F,D+3,2,7,7,9,2008
N,  BYP918,GOLDC,4,M,E+4,2,9,7,9,2008
N,  BYP972,WREN,3,,B+3,2,1,4,11,2008
R, CT84141,BLABI,3,M,D+4,2,8,4,11,2008
N,  BYP973,GOLDC,2,F,E+4,2,10,4,11,2008
N,  BYP988,GOLDC,3,M,B+3,2,1,4,11,2008
N,  AVL389,WREN,5,,E+4,2,9,1,2,2009
N, CT84152,BLABI,6,M,E+4,2,9,1,2,2009
N, V475929,BLUTI,5,,D+3,2,6,1,2,2009
R, V475730,ROBIN,5,,E+4,2,10,1,2,2009
N,  AVL400,WREN,5,F,C+3,2,4,10,5,2009
R, CT84054,BLABI,6,M,B+3,2,1,10,5,2009
N, CT84171,BLABI,5,M,C+3,2,2,10,5,2009
R, CT84378,BLABI,4,F,D+4,2,8,10,5,2009
R, T663424,BLACA,4,M,C+3,2,2,10,5,2009
R, V475130,BLACA,4,F,D+3,2,6,10,5,2009
R, V475831,BLACA,4,M,E+4,2,9,10,5,2009
N, X649043,BLACA,5,M,C+3,2,3,10,5,2009
N, X649045,BLACA,5,F,E+4,2,10,10,5,2009
N, X649047,BLACA,4,M,C+3,2,2,10,5,2009
R, V475960,BLUTI,5,M,B+3,2,1,10,5,2009
R, X649001,BLUTI,5,F,B+3,2,1,10,5,2009
R, V475610,CHAFF,6,M,C+3,2,3,10,5,2009
N, X649036,CHAFF,5,F,B+3,2,1,10,5,2009
N,  AVL399,CHIFF,5,M,C+3,2,2,10,5,2009
N,  CXN025,CHIFF,5,F,D+3,2,6,10,5,2009
R, V475324,COATI,6,M,B+3,2,1,10,5,2009
R, V475958,COATI,5,F,B+3,2,1,10,5,2009
N, X649046,DUNNO,4,M,E+4,2,10,10,5,2009
R, R353237,GRETI,6,M,C+3,2,2,10,5,2009
R, V475509,GRETI,6,M,D+3,2,5,10,5,2009
R,  AVL390,LOTTI,4,F,D+3,2,5,10,5,2009
R,  BXA416,LOTTI,4,,D+3,2,5,10,5,2009
R, V475350,MARTI,6,M,B+3,2,1,10,5,2009
N, CT84172,MISTH,3J,,B+3,2,1,10,5,2009
N, CT84173,MISTH,3J,,B+3,2,1,10,5,2009
R, CT84393,MISTH,6,M,B+3,2,1,10,5,2009
N, X649034,ROBIN,5,M,B+3,2,1,10,5,2009
N, X649035,ROBIN,5,M,C+3,2,2,10,5,2009
N, X649040,ROBIN,5,F,B+3,2,1,10,5,2009
N, RX57848,SONTH,5,F,D+3,2,6,10,5,2009
R,  BYP726,WREN,4,M,D+3,2,7,5,7,2009
N,  CXN046,WREN,3J,,C+3,2,4,5,7,2009
R, CT84080,BLABI,6,M,C+3,2,2,5,7,2009
N, CT84192,BLABI,3J,,D+4,2,8,5,7,2009
R, CT84308,BLABI,6,M,E+4,2,9,5,7,2009
R, X649033,BLACA,4,F,C+3,2,4,5,7,2009
R, X649044,BLACA,4,M,D+3,2,5,5,7,2009
N, X649144,BLACA,3J,,B+3,2,1,5,7,2009
N, X649145,BLACA,4,F,E+4,2,10,5,7,2009
N, X649149,BLACA,3J,,E+4,2,9,5,7,2009
R, X649042,BULLF,6,M,D+3,2,5,5,7,2009
R, X649056,DUNNO,4,M,E+4,2,10,5,7,2009
R, X649090,MARTI,3J,,D+3,2,7,5,7,2009
R, T663366,ROBIN,4,F,C+3,2,4,5,7,2009
R, X649104,ROBIN,3J,,C+3,2,4,5,7,2009
N, X649143,ROBIN,5,M,C+3,2,4,5,7,2009
N, X649146,ROBIN,3J,,C+3,2,4,5,7,2009
N, X649147,ROBIN,3J,,C+3,2,3,5,7,2009
N, X649148,ROBIN,3J,,D+3,2,6,5,7,2009
N, RS46099,SONTH,5,M,D+3,2,5,5,7,2009
R,  BYP833,WREN,4,,E+4,2,10,13,9,2009
R, CT84139,BLABI,4,F,D+3,2,5,13,9,2009
N, X649265,BLUTI,3,,B+3,2,1,13,9,2009
R, V475944,GRETI,4,M,C+3,2,3,13,9,2009
R, X359435,GRETI,4,F,C+3,2,3,13,9,2009
N, TJ49874,NUTHA,3,F,C+3,2,3,13,9,2009
N, X649259,ROBIN,3,,D+3,2,5,13,9,2009
N, X649260,ROBIN,3,,E+4,2,9,13,9,2009
R, CT84190,BLABI,3,M,E+4,2,9,22,11,2009
R, V666764,BLUTI,3,,E+4,2,9,22,11,2009
R, X649165,BLUTI,3,,E+4,2,9,22,11,2009
N, X649352,BLUTI,3,,D+4,2,8,22,11,2009
N, X649353,BLUTI,3,,D+4,2,8,22,11,2009
N, X649354,BLUTI,3,,D+4,2,8,22,11,2009
N, X649355,BLUTI,3,,E+4,2,9,22,11,2009
R, X649340,COATI,3,,D+3,2,6,22,11,2009
R, X649197,GRETI,3,F,E+4,2,9,22,11,2009
C,  ARB150,LOTTI,2,,D+3,2,6,22,11,2009
C,  ARB151,LOTTI,2,,D+4,2,8,22,11,2009
R,  ARB152,LOTTI,2,,B+3,2,1,22,11,2009
R,  BXA432,LOTTI,2,,E+4,2,9,22,11,2009
R,  CXN113,LOTTI,2,,D+3,2,6,22,11,2009
R,  CXN114,LOTTI,2,,D+4,2,8,22,11,2009
R,  CXN126,LOTTI,2,,D+3,2,6,22,11,2009
R,  CXN127,LOTTI,2,,D+4,2,8,22,11,2009
N, X649350,ROBIN,3,,D+3,2,6,22,11,2009
N, X649351,ROBIN,3,,E+4,2,10,22,11,2009
N, RS46089,SONTH,3,,C+3,2,4,22,11,2009
N,  CXN169,TREEC,3,,D+4,2,8,22,11,2009
R,  BYP522,WREN,6,,E+4,2,10,31,1,2010
N, CT95936,BLABI,5,M,B+3,2,1,31,1,2010
N, CT95937,BLABI,6,F,C+3,2,3,31,1,2010
R, X649354,BLUTI,5,,C+3,2,3,31,1,2010
R, X649359,BLUTI,5,,B+3,2,1,31,1,2010
N, X649387,DUNNO,5,,C+3,2,4,31,1,2010
R, TJ49829,GRETI,5,F,D+3,2,5,31,1,2010
R, TJ49837,GRETI,5,M,B+3,2,1,31,1,2010
R, TJ49856,GRETI,5,M,C+3,2,4,31,1,2010
R, V666899,GRETI,5,F,D+3,2,5,31,1,2010
R, X649153,GRETI,5,M,D+3,2,6,31,1,2010
R,  ARB152,LOTTI,4,,C+3,2,3,31,1,2010
R,  AVL390,LOTTI,4,,B+3,2,1,31,1,2010
R,  CXN127,LOTTI,4,,D+3,2,5,31,1,2010
R,  CXN171,LOTTI,4,,B+3,2,1,31,1,2010
N, X649377,ROBIN,5,,E+4,2,9,31,1,2010
N,  CXN176,TREEC,5,,C+3,2,3,31,1,2010
N,  CXN198,WREN,5,M,E+4,2,10,9,5,2010
N, CT95953,BLABI,6,M,B+3,2,1,9,5,2010
N, CT95954,BLABI,6,F,C+3,2,2,9,5,2010
R, V475161,BLACA,6,M,D+3,2,5,9,5,2010
R, X649033,BLACA,6,F,B+3,2,1,9,5,2010
N, X649520,BLACA,5,F,B+3,2,1,9,5,2010
N, X649521,BLACA,4,F,D+4,2,8,9,5,2010
N, X649525,BLACA,5,M,D+3,2,7,9,5,2010
R, X649500,BLUTI,5,F,B+3,2,1,9,5,2010
R, V475609,CHAFF,6,M,B+3,2,1,9,5,2010
N, X649524,CHAFF,4,F,C+3,2,4,9,5,2010
N,  CXN200,CHIFF,4,,D+3,2,6,9,5,2010
N, X649523,ROBIN,5,M,D+3,2,6,9,5,2010
R, RS46091,SONTH,5,M,E+4,2,10,9,5,2010
N,  CXN199,TREEC,5,M,C+3,2,3,9,5,2010
N, X649519,WHITE,4,M,B+3,2,1,9,5,2010
R, CT84394,BLABI,6,M,D+3,2,5,4,7,2010
N, CT95974,BLABI,3J,,C+3,2,3,4,7,2010
N, CT95978,BLABI,3J,,D+3,2,6,4,7,2010
N, X649633,BLACA,4,F,E+4,2,9,4,7,2010
R, V666675,BLUTI,3J,,E+4,2,9,4,7,2010
R, R353167,BULLF,6,F,D+4,2,8,4,7,2010
R, V475252,BULLF,6,M,D+4,2,8,4,7,2010
R,  BYP668,CHIFF,4,M,C+3,2,4,4,7,2010
N, X649632,DUNNO,3J,,E+4,2,9,4,7,2010
N, X649638,DUNNO,3J,,C+3,2,4,4,7,2010
N, X649636,MARTI,3J,,E+4,2,10,4,7,2010
R, X649541,ROBIN,3J,,D+3,2,6,4,7,2010
N, X649631,ROBIN,3J,,C+3,2,2,4,7,2010
N, X649634,ROBIN,3J,,C+3,2,2,4,7,2010
N, RS78268,SONTH,3J,,D+4,2,8,4,7,2010
N,  CXN236,TREEC,3J,,E+4,2,10,4,7,2010
N, X649789,COATI,3,,D+3,2,7,26,9,2010
N, X649797,COATI,3,,E+4,2,10,26,9,2010
N,  CXN323,GOLDC,2,M,D+3,2,7,26,9,2010
R, TJ49695,GRETI,3,,D+3,2,5,26,9,2010
N,  CXN325,TREEC,3,,C+3,2,2,26,9,2010
N, CT84426,BLABI,4,F,D+4,2,8,26,12,2010
R, X649777,COATI,2,,D+4,2,8,26,12,2010
N,  CXN441,GOLDC,3,M,D+3,2,6,26,12,2010
N, CT84434,BLABI,6,M,C+3,2,3,30,1,2011
N, CT84435,BLABI,5,F,D+3,2,7,30,1,2011
R, V475056,BLUTI,6,,D+3,2,7,30,1,2011
R, X649585,BLUTI,5,,D+3,2,5,30,1,2011
R, X649880,BLUTI,5,,D+3,2,7,30,1,2011
N, X649931,BLUTI,5,,D+3,2,6,30,1,2011
N, X649933,BLUTI,5,,B+3,2,1,30,1,2011
N, X649935,BLUTI,5,,D+3,2,7,30,1,2011
R, TJ49667,GRETI,5,M,D+3,2,7,30,1,2011
C, TJ49984,GRETI,5,F,D+3,2,6,30,1,2011
R, X649153,GRETI,6,M,D+3,2,6,30,1,2011
R, X649877,GRETI,5,F,D+3,2,6,30,1,2011
N, X649934,GRETI,5,M,D+3,2,6,30,1,2011
N, X649936,GRETI,5,F,B+3,2,1,30,1,2011
N,  CXN446,TREEC,4,,D+3,2,5,30,1,2011
N,  CXN447,TREEC,5,,C+3,2,2,30,1,2011
N, DA51898,JAY,6,M,C+3,2,2,9,5,2011
N,  CXN478,WREN,5,F,C+3,2,4,9,5,2011
N,  CXN480,WREN,5,M,D+3,2,6,9,5,2011
N,  CXN481,WREN,5,M,D+3,2,6,9,5,2011
N,  CXN483,WREN,5,M,E+4,2,10,9,5,2011
R, CT84171,BLABI,6,M,D+3,2,5,9,5,2011
N, CT84442,BLABI,6,F,B+3,2,1,9,5,2011
N, CT84443,BLABI,5,M,D+3,2,7,9,5,2011
N, L731095,BLACA,5,F,D+3,2,6,9,5,2011
N, L731096,BLACA,4,F,E+4,2,10,9,5,2011
N, L731097,BLACA,5,M,E+4,2,9,9,5,2011
N, L731099,BLACA,4,M,E+4,2,9,9,5,2011
R, V475161,BLACA,6,M,D+3,2,6,9,5,2011
R, L327612,BLUTI,5,M,D+3,2,6,9,5,2011
N, L731098,BLUTI,5,F,D+3,2,6,9,5,2011
R,  CXN459,CHIFF,4,M,E+4,2,9,9,5,2011
N,  CXN482,LOTTI,4,F,D+3,2,6,9,5,2011
R, X649952,ROBIN,4,M,B+3,2,1,9,5,2011
R, RS78255,SONTH,4,M,D+4,2,8,9,5,2011
R,  CXN199,TREEC,6,M,C+3,2,2,9,5,2011
N,  CXN522,WREN,2,,E+4,2,10,3,7,2011
N, CT84408,BLABI,3J,M,D+3,2,6,3,7,2011
N, L731204,BLACA,5,M,D+3,2,5,3,7,2011
N, L731205,BLACA,4,M,E+4,2,10,3,7,2011
N, L731207,BLACA,5,F,D+3,2,6,3,7,2011
R, L731070,BLUTI,2,,B+3,2,1,3,7,2011
N, L731202,DUNNO,5,F,D+3,2,6,3,7,2011
N, L731200,MARTI,3J,,D+3,2,6,3,7,2011
N, L731201,MARTI,3J,,D+3,2,6,3,7,2011
R, R353196,MARTI,4,F,C+3,2,4,3,7,2011
R, X649679,MARTI,4,M,C+3,2,4,3,7,2011
R,  CXN571,WREN,2,,E+4,2,9,25,9,2011
N,  CXN618,WREN,3J,,E+4,2,10,25,9,2011
N,  CXN619,WREN,3,,E+4,2,10,25,9,2011
R, L731235,BLUTI,3,,B+3,2,1,25,9,2011
N, L731342,BLUTI,3,M,E+4,2,9,25,9,2011
R, V475960,BLUTI,4,,E+4,2,10,25,9,2011
N, L731341,BULLF,3J,,D+4,2,8,25,9,2011
N, L731345,BULLF,3J,,E+4,2,9,25,9,2011
N, L731348,BULLF,4,M,E+4,2,9,25,9,2011
