Record.type,Ring,Species,Age,Sex,Grid,Site,Net,Day,Month,Year
N, L731343,COATI,3,,E+4,2,9,25,9,2011
N, L731346,DUNNO,3,,D+3,2,6,25,9,2011
R,  CXN568,LOTTI,2,,E+4,2,9,25,9,2011
N,  CXN606,LOTTI,2,,E+4,2,9,25,9,2011
N,  CXN607,LOTTI,2,,E+4,2,9,25,9,2011
N,  CXN608,LOTTI,2,,E+4,2,9,25,9,2011
N,  CXN609,LOTTI,2,,E+4,2,9,25,9,2011
N,  CXN610,LOTTI,2,,E+4,2,9,25,9,2011
N,  CXN611,LOTTI,2,,E+4,2,9,25,9,2011
N,  CXN612,LOTTI,2,,E+4,2,10,25,9,2011
N,  CXN613,LOTTI,2,,E+4,2,10,25,9,2011
N,  CXN614,LOTTI,2,,E+4,2,10,25,9,2011
N,  CXN615,LOTTI,2,,E+4,2,10,25,9,2011
N,  CXN616,LOTTI,2,,E+4,2,10,25,9,2011
N,  CXN617,LOTTI,2,,E+4,2,10,25,9,2011
R, TJ49878,NUTHA,2,M,E+4,2,9,25,9,2011
N, TR47555,NUTHA,3,,E+4,2,10,25,9,2011
N, DK98423,SPARR,3,M,D+3,2,6,25,9,2011
N, GR24205,TAWOW,3,M,E+4,2,9,25,9,2011
N,  CXN620,TREEC,3,,E+4,2,10,25,9,2011
N,  CXN630,TREEC,3,,E+4,2,10,25,9,2011
R,  CXN449,WREN,4,,E+4,2,9,20,11,2011
R,  CXN665,WREN,3,,D+3,2,5,20,11,2011
N, CT84458,BLABI,3,F,D+3,2,5,20,11,2011
N, L731401,BULLF,3,F,D+3,2,6,20,11,2011
R, L731283,COATI,3,,C+3,2,4,20,11,2011
R, L731354,COATI,2,,D+4,2,8,20,11,2011
R,  CXN672,GOLDC,3,M,B+3,2,1,20,11,2011
R, TR47919,GRETI,3,M,D+3,2,6,20,11,2011
R,  BXA416,LOTTI,2,,D+3,2,5,20,11,2011
R,  CXN662,LOTTI,2,,E+4,2,9,20,11,2011
R,  CXN663,LOTTI,2,,B+3,2,1,20,11,2011
R, L731190,MARTI,3,,D+4,2,8,20,11,2011
R,  CXN622,TREEC,3,,C+3,2,2,20,11,2011
N,  CXN678,TREEC,3,,E+4,2,9,20,11,2011
N, CT84462,BLABI,5,M,D+4,2,8,29,1,2012
R, L327514,BLUTI,6,,E+4,2,9,29,1,2012
R, L731418,BLUTI,5,,D+3,2,5,29,1,2012
R, L731437,BLUTI,5,,D+3,2,5,29,1,2012
N, L731441,BLUTI,5,,E+4,2,10,29,1,2012
R, X649585,BLUTI,6,,E+4,2,10,29,1,2012
R, TR47919,GRETI,5,M,D+3,2,6,29,1,2012
N, RS78294,SONTH,6,,D+3,2,5,29,1,2012
R, DA51898,JAY,6,M,B+3,2,1,6,5,2012
N,  CXN724,WREN,6,,E+4,2,9,6,5,2012
R, CT84442,BLABI,4,F,B+3,2,1,6,5,2012
N, CT84474,BLABI,6,M,D+3,2,5,6,5,2012
N, CT84475,BLABI,6,M,C+3,2,2,6,5,2012
N, L731606,BLACA,5,F,D+3,2,5,6,5,2012
N, L731607,BLACA,6,M,D+3,2,6,6,5,2012
N, L731608,BLACA,4,F,E+4,2,9,6,5,2012
N, L731609,BLACA,4,M,E+4,2,9,6,5,2012
N, L731610,BLUTI,5,F,B+3,2,1,6,5,2012
R, V475447,BLUTI,6,M,B+3,2,1,6,5,2012
N, L731605,BULLF,6,F,B+3,2,1,6,5,2012
R, X649591,BULLF,6,M,D+3,2,7,6,5,2012
R,  CXN233,CHIFF,4,M,C+3,2,2,6,5,2012
N,  CXN719,CHIFF,4,M,C+3,2,3,6,5,2012
N,  CXN720,CHIFF,4,,C+3,2,3,6,5,2012
N,  CXN721,CHIFF,4,,C+3,2,4,6,5,2012
N,  CXN722,CHIFF,4,M,B+3,2,1,6,5,2012
N,  CXN723,CHIFF,4,M,B+3,2,1,6,5,2012
R, L731332,COATI,5,M,D+3,2,5,6,5,2012
R, L731168,GRETI,5,F,D+3,2,7,6,5,2012
R, L731536,GRETI,5,M,D+3,2,7,6,5,2012
R, V666899,GRETI,6,F,B+3,2,1,6,5,2012
N, L731604,ROBIN,5,F,B+3,2,1,6,5,2012
R,  CXN665,WREN,5,,D+3,2,7,1,7,2012
N,  CXN739,WREN,3J,,D+3,2,5,1,7,2012
N, CT84488,BLABI,6,M,D+4,2,8,1,7,2012
N, CT84489,BLABI,6,M,D+3,2,6,1,7,2012
N, L731683,BLACA,5,F,C+3,2,4,1,7,2012
N, L731684,BULLF,5,M,E+4,2,10,1,7,2012
N, L731682,ROBIN,3J,,B+3,2,1,1,7,2012
N, RS78296,SONTH,3J,,C+3,2,2,1,7,2012
N,  CXN740,TREEC,3J,,D+3,2,7,1,7,2012
N,  CXN741,TREEC,3J,,B+3,2,1,1,7,2012
N, CT84497,BLABI,3,M,D+3,2,5,23,9,2012
N,  CXN816,GOLDC,3,F,B+3,2,1,23,9,2012
N, L731775,ROBIN,3,,D+3,2,7,23,9,2012
R,  CXN199,TREEC,4,,D+4,2,8,23,9,2012
R,  CXN800,WREN,3,,E+4,2,10,2,12,2012
R, L731398,BLUTI,4,,D+3,2,6,2,12,2012
N,  CXN972,GOLDC,3,M,B+3,2,1,2,12,2012
N,  CXN974,GOLDC,3,F,B+3,2,1,2,12,2012
R, L731520,GRETI,4,M,D+3,2,7,2,12,2012
R,  CXN434,LOTTI,2,,D+3,2,7,2,12,2012
N,  CXN975,LOTTI,2,,D+3,2,7,2,12,2012
R, CT84480,BLABI,5,F,B+3,2,1,17,2,2013
N, LE35019,BLABI,6,F,D+3,2,7,17,2,2013
N, LE35020,BLABI,5,F,D+3,2,7,17,2,2013
N, LE35021,BLABI,6,F,E+4,2,10,17,2,2013
R, L731446,BLUTI,6,,B+3,2,1,17,2,2013
R, L731752,BLUTI,5,,D+4,2,8,17,2,2013
N, L731868,BLUTI,5,,B+3,2,1,17,2,2013
R, L731580,CHAFF,6,M,D+3,2,5,17,2,2013
N, L731871,CHAFF,5,M,C+3,2,3,17,2,2013
R, L731536,GRETI,6,M,B+3,2,1,17,2,2013
R, TR47847,GRETI,5,F,B+3,2,1,17,2,2013
R, V666899,GRETI,4,F,B+3,2,1,17,2,2013
R,  CXN663,LOTTI,4,,B+3,2,1,17,2,2013
R,  CXN726,LOTTI,4,,B+3,2,1,17,2,2013
R, L731190,MARTI,4,,D+3,2,6,17,2,2013
R,  CXN741,TREEC,5,,B+3,2,1,17,2,2013
N,  CXN845,WREN,5,M,E+4,2,10,5,5,2013
N, LE35030,BLABI,5,F,E+4,2,9,5,5,2013
R, L731920,BLUTI,5,F,D+3,2,6,5,5,2013
R, L731749,COATI,5,M,C+3,2,4,5,5,2013
R, L731520,GRETI,6,M,D+3,2,5,5,5,2013
R,  CXN010,LOTTI,4,F,B+3,2,1,5,5,2013
N,  CXN843,LOTTI,4,,B+3,2,1,5,5,2013
N, L731958,ROBIN,5,,C+3,2,3,5,5,2013
R, X649987,ROBIN,6,M,D+4,2,8,5,5,2013
R,  CXN449,WREN,6,F,E+4,2,10,30,6,2013
N,  CXN873,WREN,5,F,E+4,2,10,30,6,2013
N,  CXN874,WREN,5,F,D+3,2,7,30,6,2013
N, LE35057,BLABI,3J,,D+3,2,6,30,6,2013
N, LE35058,BLABI,3J,,D+3,2,6,30,6,2013
N, D309019,BLACA,4,F,E+4,2,10,30,6,2013
R, L731609,BLACA,4,M,E+4,2,9,30,6,2013
N, D309020,DUNNO,3J,,C+3,2,3,30,6,2013
N, D309025,ROBIN,3J,,B+3,2,1,30,6,2013
N, RW58255,SONTH,5,F,D+3,2,5,30,6,2013
N,  EYD057,WREN,3J,,D+3,2,6,22,9,2013
N,  EYD059,WREN,3J,,D+3,2,5,22,9,2013
R, D309093,BULLF,3J,M,E+4,2,9,22,9,2013
N, D309171,BULLF,3J,M,E+4,2,9,22,9,2013
N,  EYD058,TREEC,3,,C+3,2,3,22,9,2013
N,  EYD111,WREN,3,,B+3,2,1,24,11,2013
R, TR47790,GRETI,4,M,B+3,2,1,24,11,2013
R,  EYD108,LOTTI,2,,E+4,2,10,24,11,2013
R,  EYD109,LOTTI,2,,E+4,2,10,24,11,2013
R, CT84152,BLABI,6,M,C+3,2,3,16,2,2014
R, LE35030,BLABI,6,F,D+3,2,5,16,2,2014
R, D309132,BLUTI,5,,D+3,2,6,16,2,2014
N, D309317,BLUTI,5,,D+3,2,5,16,2,2014
R, L327701,BLUTI,6,,D+3,2,5,16,2,2014
R, L731068,BLUTI,6,,D+3,2,6,16,2,2014
R, L731449,BLUTI,6,,D+3,2,6,16,2,2014
R, L803144,BLUTI,5,,C+3,2,4,16,2,2014
R, TR47577,DUNNO,5,,C+3,2,4,16,2,2014
R, D309299,GRETI,5,,B+3,2,1,16,2,2014
N, D309316,GRETI,5,F,B+3,2,1,16,2,2014
R, TR47919,GRETI,6,M,C+3,2,2,16,2,2014
R, TT49069,GRETI,5,M,B+3,2,1,16,2,2014
R,  EYD110,LOTTI,4,,C+3,2,3,16,2,2014
R,  EYD117,TREEC,5,,C+3,2,4,16,2,2014
R,  EYD119,TREEC,6,,C+3,2,3,16,2,2014
R,  EYD057,WREN,5,M,D+3,2,7,27,4,2014
R,  EYD133,WREN,5,M,D+3,2,6,27,4,2014
R, CT84491,BLABI,6,F,D+3,2,6,27,4,2014
N, D309381,BLACA,4,F,D+3,2,6,27,4,2014
N, D309383,BLACA,5,M,D+3,2,6,27,4,2014
N, D309385,BLUTI,5,F,D+3,2,6,27,4,2014
R, L731490,BLUTI,6,F,E+4,2,10,27,4,2014
N,  EYD161,CHIFF,4,F,E+4,2,10,27,4,2014
R, D309065,GRETI,5,M,D+3,2,6,27,4,2014
N, D309382,GRETI,5,F,D+3,2,7,27,4,2014
R, L731919,GRETI,6,F,B+3,2,1,27,4,2014
N, D309380,ROBIN,5,M,D+4,2,8,27,4,2014
N, D309384,ROBIN,6,F,D+3,2,6,27,4,2014
R, X649987,ROBIN,6,M,D+3,2,6,27,4,2014
R,  CXN199,TREEC,6,M,D+3,2,5,27,4,2014
N,  EYD195,WREN,3J,,C+3,2,2,29,6,2014
R, CT84486,BLABI,6,M,E+4,2,10,29,6,2014
R, LE35124,BLABI,5,F,C+3,2,3,29,6,2014
N, LE35136,BLABI,5,M,C+3,2,4,29,6,2014
N, LE35137,BLABI,3J,M,E+4,2,9,29,6,2014
N, LE35138,BLABI,3J,M,E+4,2,9,29,6,2014
N, LE35139,BLABI,6,M,E+4,2,9,29,6,2014
N, LE35140,BLABI,3J,M,E+4,2,10,29,6,2014
N, LE35141,BLABI,5,M,D+4,2,8,29,6,2014
N, D309465,BLACA,3J,,E+4,2,10,29,6,2014
N, D309467,BLACA,4,M,D+3,2,5,29,6,2014
N, D309468,BLACA,4,F,C+3,2,4,29,6,2014
N, D309466,CHAFF,4,F,B+3,2,1,29,6,2014
R, L731871,CHAFF,6,M,B+3,2,1,29,6,2014
N, TT49472,DUNNO,5,F,D+3,2,6,29,6,2014
N, TT49473,DUNNO,5,M,D+3,2,6,29,6,2014
N, TT49474,DUNNO,5,F,B+3,2,1,29,6,2014
N, TT49475,DUNNO,3J,,C+3,2,2,29,6,2014
N, D309464,ROBIN,3J,,D+3,2,6,29,6,2014
C, D904029,ROBIN,4,,B+3,2,1,29,6,2014
R, RS78300,SONTH,6,M,D+3,2,6,29,6,2014
N,  EYD250,WREN,3J,,B+3,2,1,31,8,2014
N,  EYD251,WREN,3J,,D+4,2,8,31,8,2014
N, D309533,ROBIN,3J,,C+3,2,2,31,8,2014
N, D309534,ROBIN,3,,B+3,2,1,31,8,2014
N, D309535,ROBIN,3,,D+4,2,8,31,8,2014
N, D309536,ROBIN,3,,D+3,2,6,31,8,2014
N, D309537,ROBIN,3J,,D+3,2,6,31,8,2014
N, FH22059,WOODP,4,,C+3,2,4,31,8,2014
N, DK98431,JAY,4,,D+3,2,6,30,11,2014
N, LE35174,BLABI,3,M,B+3,2,1,30,11,2014
N, L327983,BLUTI,3,,B+3,2,1,30,11,2014
N, L327989,BLUTI,3,,B+3,2,1,30,11,2014
N, L327990,BLUTI,3,,B+3,2,1,30,11,2014
N, L327992,BLUTI,3,,B+3,2,1,30,11,2014
R, L731522,BLUTI,4,,D+3,2,6,30,11,2014
R, L731868,BLUTI,4,,D+3,2,6,30,11,2014
R,  EYD289,GOLDC,3,M,D+3,2,6,30,11,2014
R,  EYD359,GOLDC,3,M,E+4,2,10,30,11,2014
N,  EYD364,GOLDC,3,M,D+3,2,6,30,11,2014
N, L327991,GRETI,3,F,B+3,2,1,30,11,2014
N, L327993,GRETI,3,M,B+3,2,1,30,11,2014
R,  CXN010,LOTTI,2,,C+3,2,3,30,11,2014
R, L731200,MARTI,4,,D+3,2,6,30,11,2014
N,  EYD366,TREEC,4,,C+3,2,3,30,11,2014
R, L731338,BLUTI,6,,D+4,2,18,8,2,2015
R, D309074,COATI,4,,D+3,2,17,8,2,2015
R, X649604,COATI,6,,D+3,2,17,8,2,2015
N, D309637,GRETI,5,F,E+4,2,19,8,2,2015
N, D309639,GRETI,5,F,E+4,2,19,8,2,2015
N,  EYD377,LOTTI,4,,B+3,2,11,8,2,2015
N,  EYD404,WREN,5,,E+4,2,10,26,4,2015
N,  EYD405,WREN,5,,E+4,2,9,26,4,2015
R, LE35133,BLABI,5,F,D+3,2,5,26,4,2015
N, D309774,BLACA,5,F,B+3,2,1,26,4,2015
N, D309775,BLACA,4,M,D+3,2,6,26,4,2015
N, D309777,BLACA,5,M,B+3,2,1,26,4,2015
R, D309702,BLUTI,5,F,B+3,2,1,26,4,2015
R, D309746,BLUTI,5,,E+4,2,9,26,4,2015
R, L327891,BLUTI,5,,C+3,2,3,26,4,2015
N, D309780,BULLF,5,F,D+3,2,6,26,4,2015
N,  EYD407,CHIFF,4,F,D+3,2,6,26,4,2015
N,  EYD408,CHIFF,6,,C+3,2,4,26,4,2015
R, D309576,GRETI,5,F,D+3,2,7,26,4,2015
R, TT49461,GRETI,6,M,D+3,2,7,26,4,2015
R, D309537,ROBIN,5,M,D+3,2,7,26,4,2015
N, D309776,ROBIN,6,F,B+3,2,1,26,4,2015
N, D309778,ROBIN,5,F,D+3,2,6,26,4,2015
R, EL87470,STODO,4,,D+3,2,5,26,4,2015
N,  EYD403,TREEC,6,M,D+3,2,6,26,4,2015
N,  EYD441,WREN,3J,,D+3,2,6,5,7,2015
N,  EYD442,WREN,2,,D+3,2,5,5,7,2015
R, LE35031,BLABI,6,M,C+3,2,3,5,7,2015
N, LE35219,BLABI,6,F,C+3,2,2,5,7,2015
N, D309866,BLACA,4,F,E+4,2,9,5,7,2015
N, D309867,BLACA,5,M,D+3,2,6,5,7,2015
N, D309865,ROBIN,3J,,C+3,2,4,5,7,2015
N,  EYD481,WREN,3,,B+3,2,1,30,8,2015
N,  EYD483,WREN,3,,E+4,2,9,30,8,2015
N,  EYD485,WREN,3J,,E+4,2,10,30,8,2015
R, D309580,BLUTI,4,,B+3,2,1,30,8,2015
R, D309433,BULLF,6,M,E+4,2,9,30,8,2015
N, D309956,BULLF,3J,F,E+4,2,9,30,8,2015
N, D309957,BULLF,3J,,E+4,2,9,30,8,2015
N, D309960,BULLF,3J,,E+4,2,9,30,8,2015
N, D309961,BULLF,3J,,E+4,2,9,30,8,2015
N, D309962,BULLF,3J,,E+4,2,9,30,8,2015
N, TT49190,DUNNO,3J,,C+3,2,4,30,8,2015
R, D309870,MARTI,3J,,B+3,2,1,30,8,2015
R, L731190,MARTI,4,,B+3,2,1,30,8,2015
N, D309951,ROBIN,3J,,B+3,2,1,30,8,2015
R, RW58267,SONTH,4,,E+4,2,9,30,8,2015
N, RW58293,SONTH,3J,,D+3,2,7,30,8,2015
N, RW58294,SONTH,3J,,D+4,2,8,30,8,2015
R, GR24214,TAWOW,10,,C+3,2,4,30,8,2015
R, LE35124,BLABI,4,F,E+4,2,9,13,12,2015
R, D309635,BLUTI,4,,D+3,2,5,13,12,2015
R,  EYD553,GOLDC,3,M,C+3,2,4,13,12,2015
R, D904472,GRETI,4,M,D+3,2,5,13,12,2015
N,  EYD559,LOTTI,2,,E+4,2,10,13,12,2015
N,  EYD560,LOTTI,2,,E+4,2,10,13,12,2015
R, D309971,MARTI,3,,E+4,2,10,13,12,2015
R, D309911,ROBIN,3,,C+3,2,3,13,12,2015
R, D904029,ROBIN,2,,B+3,2,1,13,12,2015
R, LE35008,BLABI,6,M,C+3,2,4,14,2,2016
R, LE35073,BLABI,6,M,E+4,2,10,14,2,2016
N, LE35262,BLABI,6,M,D+3,2,7,14,2,2016
N, LE35263,BLABI,6,M,C+3,2,4,14,2,2016
R, D309635,BLUTI,6,,D+3,2,7,14,2,2016
N, Z782127,BLUTI,5,,B+3,2,1,14,2,2016
R,  EYD561,GOLDC,4,M,D+3,2,6,14,2,2016
R, D309335,GRETI,6,F,D+3,2,7,14,2,2016
R, D309819,GRETI,6,F,B+3,2,1,14,2,2016
R,  CXN833,LOTTI,4,,B+3,2,1,14,2,2016
R,  CXN834,LOTTI,4,,B+3,2,1,14,2,2016
R,  EYD565,LOTTI,4,,D+3,2,7,14,2,2016
N,  EYD575,LOTTI,4,,D+3,2,7,14,2,2016
N,  EYD576,LOTTI,4,,D+3,2,7,14,2,2016
N,  EYD577,LOTTI,4,,D+3,2,7,14,2,2016
N, RT55902,REDWI,5,,B+3,2,1,14,2,2016
N,  EYD574,TREEC,5,,D+3,2,7,14,2,2016
R,  EYD189,WREN,6,,E+4,2,10,17,4,2016
R,  EYD442,WREN,6,,D+3,2,6,17,4,2016
N,  EYD600,WREN,5,,B+3,2,1,17,4,2016
N,  EYD702,WREN,5,,E+4,2,10,17,4,2016
R, LE35201,BLABI,6,M,C+3,2,4,17,4,2016
N, Z782344,BLACA,4,M,D+3,2,5,17,4,2016
C, Z496144,BLUTI,5,,E+4,2,9,17,4,2016
R, Z782072,BLUTI,5,,E+4,2,9,17,4,2016
N, Z782341,CHAFF,5,F,C+3,2,3,17,4,2016
N, Z782342,CHAFF,5,F,B+3,2,1,17,4,2016
N,  EYD705,CHIFF,4,,B+3,2,1,17,4,2016
N,  EYD706,CHIFF,4,,E+4,2,9,17,4,2016
R, Z782020,GRETI,5,F,B+3,2,1,17,4,2016
R, D904029,ROBIN,4,M,B+3,2,1,17,4,2016
R, Z782019,ROBIN,5,F,E+4,2,10,17,4,2016
R,  EYD581,TREEC,5,M,B+3,2,1,17,4,2016
N,  EYD703,TREEC,5,M,E+4,2,9,17,4,2016
N,  EYD763,WREN,5,F,D+3,2,7,19,6,2016
N,  EYD764,WREN,5,F,C+3,2,2,19,6,2016
N,  EYD767,WREN,5,M,C+3,2,4,19,6,2016
N, LE35290,BLABI,3J,,D+3,2,7,19,6,2016
N, LE35291,BLABI,3J,M,B+3,2,1,19,6,2016
R, L731984,BLACA,4,F,D+3,2,6,19,6,2016
N, Z782248,BLACA,5,M,E+4,2,10,19,6,2016
R, Z782336,BLACA,5,M,D+3,2,7,19,6,2016
R, D808314,MARTI,3J,,D+3,2,7,19,6,2016
R, D309778,ROBIN,6,F,C+3,2,3,19,6,2016
R, D309951,ROBIN,5,,B+3,2,1,19,6,2016
R, RS78300,SONTH,4,M,D+3,2,7,19,6,2016
N, RT55912,SONTH,4,M,D+3,2,7,19,6,2016
N,  EYD768,TREEC,3J,,D+3,2,7,19,6,2016
R,  EYD156,WREN,4,,D+3,2,7,11,9,2016
R, Z782410,GRETI,3,M,C+3,2,2,11,9,2016
N, Z782510,GRETI,3J,,C+3,2,2,11,9,2016
R, TT49255,NUTHA,2,M,D+3,2,7,11,9,2016
R, Z782404,ROBIN,3,,D+3,2,6,11,9,2016
N, Z782504,ROBIN,4,,E+4,2,10,11,9,2016
N, Z782505,ROBIN,3J,,E+4,2,10,11,9,2016
N, RT55917,SONTH,4,,C+3,2,3,11,9,2016
N, EL01989,SPARR,3,F,E+4,2,9,11,9,2016
R,  AVL427,WREN,3,,E+4,2,9,19,11,2016
R, LE35293,BLABI,3,M,B+3,2,1,19,11,2016
N, LE35319,BLABI,3,F,B+3,2,1,19,11,2016
N, LE35320,BLABI,4,M,E+4,2,10,19,11,2016
N, LE35321,BLABI,4,F,D+3,2,6,19,11,2016
N, LE35323,BLABI,4,F,D+3,2,6,19,11,2016
R, D808478,BLUTI,3,,E+4,2,10,19,11,2016
R, L327989,BLUTI,4,,B+3,2,1,19,11,2016
R, Z782132,BLUTI,4,,D+3,2,6,19,11,2016
N,  EYD811,GOLDC,3,M,C+3,2,4,19,11,2016
N,  EYD812,GOLDC,3,M,B+3,2,1,19,11,2016
R, Z496089,GRETI,4,M,D+3,2,6,19,11,2016
R,  CXN848,LOTTI,2,,B+3,2,1,19,11,2016
R,  EYD549,LOTTI,2,,D+3,2,5,19,11,2016
R,  EYD550,LOTTI,2,,B+3,2,1,19,11,2016
R,  EYD559,LOTTI,2,,B+3,2,1,19,11,2016
R,  EYD562,LOTTI,2,,B+3,2,1,19,11,2016
R,  EYD699,LOTTI,2,,D+3,2,5,19,11,2016
R,  EYD700,LOTTI,2,,B+3,2,1,19,11,2016
N, Z782574,ROBIN,3,,C+3,2,3,19,11,2016
N, Z782575,ROBIN,3,,C+3,2,2,19,11,2016
N, RT55926,SONTH,3,,D+4,2,8,19,11,2016
N, DK98433,SPARR,3,M,D+3,2,7,19,11,2016
R,  EYD639,WREN,5,,E+4,2,9,19,2,2017
N, TT49296,DUNNO,5,,C+3,2,2,19,2,2017
R,  EYD834,GOLDC,4,M,B+3,2,1,19,2,2017
R, D309764,GRETI,6,M,B+3,2,1,19,2,2017
R, Z782579,GRETI,5,F,B+3,2,1,19,2,2017
R,  EYD559,LOTTI,4,,B+3,2,1,19,2,2017
N, Z782671,ROBIN,5,,D+3,2,5,19,2,2017
N,  EYD841,TREEC,6,,C+3,2,2,19,2,2017
R,  EYD189,WREN,6,,E+4,2,10,26,3,2017
N,  EYD856,WREN,5,,E+4,2,10,26,3,2017
N,  EYD857,WREN,5,,E+4,2,10,26,3,2017
N,  EYD861,WREN,5,,C+3,2,4,26,3,2017
R, D808324,BLUTI,5,,D+3,2,6,26,3,2017
R, L327986,BLUTI,6,,E+4,2,10,26,3,2017
R, L731522,BLUTI,6,,D+3,2,6,26,3,2017
R, Z782485,BLUTI,5,,E+4,2,10,26,3,2017
R, Z782591,BLUTI,5,,D+3,2,7,26,3,2017
N, Z782724,BLUTI,5,,D+3,2,6,26,3,2017
N, Z782725,BLUTI,5,,D+3,2,5,26,3,2017
N, Z782729,BLUTI,5,,C+3,2,4,26,3,2017
N, Z782730,BLUTI,5,,C+3,2,4,26,3,2017
N,  EYD852,CHIFF,4,,D+3,2,6,26,3,2017
N,  EYD858,CHIFF,4,,C+3,2,2,26,3,2017
N,  EYD859,CHIFF,5,,E+4,2,9,26,3,2017
N,  EYD860,CHIFF,5,,E+4,2,10,26,3,2017
R, Z782060,COATI,6,,D+3,2,7,26,3,2017
R, Z782627,COATI,5,,E+4,2,10,26,3,2017
N, TT49299,DUNNO,5,,C+3,2,4,26,3,2017
N, TT49300,DUNNO,6,M,C+3,2,4,26,3,2017
N,  EYD854,GOLDC,4,F,E+4,2,10,26,3,2017
R, Z782642,GRETI,5,F,D+3,2,7,26,3,2017
R, L731190,MARTI,6,,D+4,2,8,26,3,2017
R, D309778,ROBIN,6,,E+4,2,10,26,3,2017
N, Z782726,ROBIN,4,F,D+3,2,6,26,3,2017
N, RT55937,SONTH,5,,D+3,2,6,26,3,2017
N, RT55938,SONTH,5,,D+3,2,6,26,3,2017
N,  JTE207,WREN,5,F,E+4,2,10,18,6,2017
N,  JTE208,WREN,5,F,E+4,2,10,18,6,2017
N,  JTE210,WREN,6,F,B+3,2,1,18,6,2017
N,  JTE211,WREN,5,M,C+3,2,3,18,6,2017
N, LE35369,BLABI,6,M,D+3,2,5,18,6,2017
N, LE35370,BLABI,6,F,B+3,2,1,18,6,2017
N, Z782822,BULLF,5,M,D+3,2,6,18,6,2017
N,  JTE213,CHIFF,3J,,E+4,2,10,18,6,2017
R, D309951,ROBIN,4,M,B+3,2,1,18,6,2017
N, Z782816,ROBIN,5,F,D+3,2,5,18,6,2017
N, Z782817,ROBIN,5,M,D+4,2,8,18,6,2017
N, Z782821,ROBIN,3J,,D+4,2,8,18,6,2017
R, GR24214,TAWOW,8,,D+3,2,6,18,6,2017
N,  JTE022,WREN,3,,D+3,2,6,8,10,2017
N,  JTE023,WREN,3,,D+3,2,6,8,10,2017
N,  JTE025,WREN,3,,D+3,2,6,8,10,2017
N, LE35390,BLABI,3,F,B+3,2,1,8,10,2017
R, ANA7021,BLUTI,3,,E+4,2,10,8,10,2017
N, ANA7032,BLUTI,3,,E+4,2,10,8,10,2017
N, ANA7040,BLUTI,3,,B+3,2,1,8,10,2017
N, ANA7043,BLUTI,3,,B+3,2,1,8,10,2017
N, ANA7044,BLUTI,3,,B+3,2,1,8,10,2017
N, ANA7045,BLUTI,3,,B+3,2,1,8,10,2017
N, ANA7046,BLUTI,3,,B+3,2,1,8,10,2017
N, ANA7047,BLUTI,3,,C+3,2,2,8,10,2017
R, D309718,BLUTI,4,,B+3,2,1,8,10,2017
R, S078708,BLUTI,3,,B+3,2,1,8,10,2017
R, Z782798,BLUTI,3,,E+4,2,10,8,10,2017
N, ANA7031,COATI,3,,E+4,2,10,8,10,2017
N,  JTE026,GOLDC,4,F,E+4,2,10,8,10,2017
N,  JTE027,GOLDC,3,M,E+4,2,10,8,10,2017
N, ANA7037,GRETI,3,F,E+4,2,10,8,10,2017
R, TV35990,GRETI,3,M,E+4,2,10,8,10,2017
R, Z782876,GRETI,3,F,E+4,2,10,8,10,2017
R,  EYD649,LOTTI,2,,B+3,2,1,8,10,2017
N,  JTE031,LOTTI,2,,B+3,2,1,8,10,2017
N,  JTE032,LOTTI,2,,B+3,2,1,8,10,2017
N,  JTE033,LOTTI,2,,B+3,2,1,8,10,2017
N,  JTE034,LOTTI,2,,B+3,2,1,8,10,2017
R, Z782978,MARTI,3,,E+4,2,10,8,10,2017
R, Z782982,MARTI,3,,E+4,2,10,8,10,2017
N, ANA7028,ROBIN,3,,C+3,2,4,8,10,2017
N, ANA7030,ROBIN,3,,D+3,2,6,8,10,2017
R, Z782803,ROBIN,3,,D+3,2,6,8,10,2017
N, RT55953,SONTH,3,,B+3,2,1,8,10,2017
N,  JTE024,TREEC,4,,C+3,2,2,8,10,2017
N, ANA7098,BLUTI,3,,B+3,2,1,26,11,2017
R, Z782681,BLUTI,4,,C+3,2,2,26,11,2017
R, Z782934,BLUTI,3,,D+3,2,6,26,11,2017
N,  JTE080,GOLDC,3,M,D+3,2,6,26,11,2017
N,  JTE081,GOLDC,2,M,C+3,2,3,26,11,2017
R, Z782985,GRETI,3,M,B+3,2,1,26,11,2017
N,  JTE082,LOTTI,2,,C+3,2,3,26,11,2017
N,  JTE083,LOTTI,2,,C+3,2,3,26,11,2017
R, Z782247,MARTI,4,,D+3,2,6,26,11,2017
R, Z782582,MARTI,4,,C+3,2,4,26,11,2017
R, Z782979,MARTI,3,,D+3,2,6,26,11,2017
R,  EYD569,TREEC,2,,C+3,2,3,26,11,2017
N,  JTE079,TREEC,3,,D+3,2,6,26,11,2017
R, LE35008,BLABI,6,M,E+4,2,9,4,2,2018
R, LE35124,BLABI,6,F,D+3,2,7,4,2,2018
R, LE35349,BLABI,6,M,D+4,2,8,4,2,2018
N, ANA7131,BLUTI,5,,D+3,2,6,4,2,2018
N, ANA7133,BLUTI,5,,D+3,2,6,4,2,2018
R, Z782823,BLUTI,5,,B+3,2,1,4,2,2018
R,  JTE081,GOLDC,5,M,B+3,2,1,4,2,2018
R, TV35693,GRETI,5,F,E+4,2,10,4,2,2018
R, TV35970,GRETI,5,F,B+3,2,1,4,2,2018
