Record type,Ring,Species,Age,Sex,Grid,Site,Net,Day,Month,Year
N, RR11843,BLABI,3,F,Q+1,3,9,20,10,1996
R, K463675,BULLF,3J,M,R-2,3,1,20,10,1996
N, K463693,BULLF,3,M,R-1,3,3,20,10,1996
N, K463694,BULLF,3,F,R-1,3,3,20,10,1996
N, K463697,BULLF,3J,F,R-2,3,1,20,10,1996
N, K463698,BULLF,3J,F,R-2,3,1,20,10,1996
R, J522463,DUNNO,4,,Q+1,3,10,20,10,1996
N, K463691,ROBIN,3,,R-2,3,1,20,10,1996
N, K463692,ROBIN,3,,R+0,3,6,20,10,1996
N, K463696,ROBIN,3,,R-1,3,4,20,10,1996
R, DA20223,SPARR,5,M,R-2,3,1,20,10,1996
R,  5F5180,TREEC,4,,Q+1,3,10,20,10,1996
R, J522587,WILTI,4,,Q+1,3,9,20,10,1996
R, RR11841,BLABI,5,M,R+0,3,6,12,1,1997
N, RR11855,BLABI,5,M,R+0,3,6,12,1,1997
N, RR11856,BLABI,5,M,R+0,3,7,12,1,1997
N,  8Y3136,WREN,5,,R-1,3,3,23,3,1997
N,  8Y3137,WREN,4,,Q+1,3,9,23,3,1997
R, RH94593,BLABI,6,M,R-1,3,4,23,3,1997
R, RR11841,BLABI,5,M,R-1,3,4,23,3,1997
N, RR11859,BLABI,6,F,R+0,3,7,23,3,1997
R, K463501,BULLF,5,M,Q+1,3,10,23,3,1997
N, K463726,DUNNO,5,M,R-1,3,3,23,3,1997
N, K463728,DUNNO,5,F,R-1,3,4,23,3,1997
N, K463729,DUNNO,6,M,R-1,3,3,23,3,1997
R, K463702,GRETI,5,F,R-1,3,3,23,3,1997
R, K463705,GRETI,5,M,Q+1,3,10,23,3,1997
R,  5F5421,LOTTI,4,,Q+1,3,9,23,3,1997
R, K463696,ROBIN,5,,R-1,3,3,23,3,1997
N, K463727,ROBIN,5,,R+0,3,5,23,3,1997
R, RX57591,SONTH,4,,Q+1,3,10,23,3,1997
N, RX57613,SONTH,5,,R-1,3,3,23,3,1997
R,  5F5180,TREEC,6,,R+0,3,5,23,3,1997
R,  8Y3102,TREEC,4,,R+0,3,5,23,3,1997
R,  8Y3089,WREN,4,F,R-1,3,2,25,5,1997
R,  8Y3136,WREN,4,F,R+0,3,7,25,5,1997
N,  8Y3163,WREN,4,M,R+0,3,6,25,5,1997
N,  8Y3166,WREN,5,M,R+0,3,8,25,5,1997
R, RH94593,BLABI,6,M,R-1,3,2,25,5,1997
N, RR11863,BLABI,4,F,R-1,3,3,25,5,1997
R, K463412,BLACA,4,M,R-1,3,3,25,5,1997
N, K463806,BLACA,4,M,R-2,3,1,25,5,1997
N, K463807,BLACA,5,F,R-1,3,3,25,5,1997
N, K463808,BLACA,5,M,R+0,3,8,25,5,1997
N, K463810,BLACA,4,F,Q+1,3,9,25,5,1997
R, K463557,BLUTI,5,,Q+1,3,10,25,5,1997
R, K463570,BLUTI,5,,R-1,3,2,25,5,1997
R, K463501,BULLF,5,M,R-1,3,3,25,5,1997
R, K463698,BULLF,5,F,R+0,3,5,25,5,1997
R, K463087,CHAFF,6,F,R-1,3,4,25,5,1997
N,  8Y3167,CHIFF,4,F,R+0,3,8,25,5,1997
R, J522603,DUNNO,6,M,Q+1,3,10,25,5,1997
N, K463805,DUNNO,5,M,R-1,3,4,25,5,1997
N, K463812,DUNNO,5,M,R-1,3,3,25,5,1997
N, K463809,GARWA,4,M,Q+1,3,10,25,5,1997
R, J522386,GRETI,6,F,Q+1,3,10,25,5,1997
R, RH94571,GRSWO,4,M,Q+1,3,9,25,5,1997
R, K463696,ROBIN,5,M,R-2,3,1,25,5,1997
R, RX57613,SONTH,5,M,R-1,3,3,25,5,1997
N, RX57616,SONTH,6,M,R+0,3,7,25,5,1997
N, RX57617,SONTH,5,M,R-1,3,4,25,5,1997
N,  8Y3165,WILWA,4,M,R+0,3,8,25,5,1997
N,  8Y3168,WILWA,4,M,R-1,3,4,25,5,1997
N,  8Y3219,WREN,3J,,R+0,3,7,7,9,1997
N,  8Y3220,WREN,3J,,R+0,3,8,7,9,1997
N, K463964,BLACA,3,F,R-1,3,4,7,9,1997
N, K463965,BLACA,3J,,R-1,3,4,7,9,1997
N, K463972,BLUTI,3J,,R-1,3,2,7,9,1997
N, K463973,BLUTI,3J,F,R-1,3,3,7,9,1997
R, K720415,BLUTI,3J,,R-1,3,2,7,9,1997
R, K720515,BLUTI,3J,M,R+0,3,5,7,9,1997
R, K463732,DUNNO,4,F,R+0,3,6,7,9,1997
N,  8Y3222,GOLDC,3,F,R-1,3,4,7,9,1997
N,  8Y3223,GOLDC,3,M,R+0,3,5,7,9,1997
N,  8Y3224,GOLDC,3,F,R+0,3,5,7,9,1997
N,  8Y3233,LOTTI,2,,R-1,3,3,7,9,1997
R,  5F5180,TREEC,4,,R-1,3,3,7,9,1997
N,  8Y3234,TREEC,3,,R-1,3,3,7,9,1997
R,  0Y5980,WREN,3J,,R-1,3,2,26,10,1997
R,  0Y5982,WREN,2,,R+0,3,7,26,10,1997
N,  8Y3281,WREN,3,,R+0,3,6,26,10,1997
N,  8Y3283,WREN,2,,R+0,3,6,26,10,1997
R, K463081,BLUTI,4,F,R-1,3,4,26,10,1997
N, N305540,BLUTI,3,,R-2,3,1,26,10,1997
N,  8Y3277,GOLDC,2,M,R+0,3,5,26,10,1997
N,  8Y3278,GOLDC,3,F,R-1,3,2,26,10,1997
N,  8Y3279,GOLDC,3,M,Q+1,3,10,26,10,1997
N,  8Y3280,GOLDC,3,M,Q+1,3,10,26,10,1997
N,  8Y3284,GOLDC,3,F,R+0,3,7,26,10,1997
R, J522464,GRETI,4,F,R+0,3,7,26,10,1997
R,  8Y3139,LOTTI,2,,R+0,3,8,26,10,1997
R,  8Y3160,LOTTI,2,,Q+1,3,9,26,10,1997
N,  8Y3282,LOTTI,2,,R+0,3,8,26,10,1997
R, K463774,MARTI,4,,R+0,3,6,26,10,1997
R, RX57613,SONTH,4,,R-1,3,2,26,10,1997
R,  5F5180,TREEC,4,,Q+1,3,10,26,10,1997
R,  8Y3056,TREEC,4,,R+0,3,7,26,10,1997
R,  8Y3172,TREEC,3,,Q+1,3,9,26,10,1997
R,  8Y3254,TREEC,3,,Q+1,3,9,26,10,1997
R, J522587,WILTI,4,,Q+1,3,9,26,10,1997
R,  8Y3219,WREN,5,,Q+1,3,10,1,2,1998
N,  9G4028,WREN,5,,R-1,3,2,1,2,1998
R, RR11841,BLABI,6,M,Q+1,3,10,1,2,1998
R, RR11866,BLABI,6,M,R-2,3,1,1,2,1998
N, RR11897,BLABI,5,F,R-2,3,1,1,2,1998
N, RR11898,BLABI,6,M,R-1,3,4,1,2,1998
N,  9G4026,GOLDC,5,M,R-1,3,2,1,2,1998
N,  9G4027,GOLDC,5,F,R-1,3,2,1,2,1998
R, H623765,GRETI,6,F,R-1,3,2,1,2,1998
N, N305581,ROBIN,5,,R+0,3,6,1,2,1998
R,  8Y3219,WREN,5,,R+0,3,7,22,3,1998
N,  9G4044,WREN,5,M,R-1,3,4,22,3,1998
N,  9G4046,WREN,5,,Q+1,3,10,22,3,1998
N,  9G4048,WREN,5,,R+0,3,5,22,3,1998
N,  9G4051,WREN,5,,R+0,3,5,22,3,1998
R, RR11841,BLABI,6,M,R+0,3,6,22,3,1998
R, RR11866,BLABI,6,M,R-2,3,1,22,3,1998
R, RR11898,BLABI,6,M,R-1,3,2,22,3,1998
N, N305648,CHAFF,6,F,R+0,3,5,22,3,1998
N, N305647,DUNNO,5,,R-2,3,1,22,3,1998
N, N305649,DUNNO,5,M,R-1,3,2,22,3,1998
N,  9G4043,GOLDC,5,M,R+0,3,5,22,3,1998
N,  9G4047,GOLDC,5,M,R-2,3,1,22,3,1998
R, K463217,GRETI,6,F,R-1,3,2,22,3,1998
R,  9G4035,LOTTI,4,,R-1,3,2,22,3,1998
N, N305646,ROBIN,5,,R-1,3,4,22,3,1998
N, N305650,ROBIN,5,M,Q+1,3,10,22,3,1998
R,  8Y3056,TREEC,6,,R-1,3,4,22,3,1998
R,  8Y3219,WREN,4,M,R+0,3,5,24,5,1998
N,  9G4075,WREN,6,,R+0,3,5,24,5,1998
N,  9G4076,WREN,5,F,R-2,3,1,24,5,1998
R, RR11841,BLABI,6,M,R-2,3,1,24,5,1998
N, RR11910,BLABI,6,M,R+0,3,8,24,5,1998
R, K463808,BLACA,4,M,Q+1,3,9,24,5,1998
N, N305689,BLACA,4,M,R-2,3,1,24,5,1998
N, N305690,BLACA,5,M,R-2,3,1,24,5,1998
N, N305691,BLACA,4,F,R-2,3,1,24,5,1998
N, N305692,BLACA,4,F,Q+1,3,10,24,5,1998
N, N305693,BLACA,5,F,R+0,3,5,24,5,1998
R, K463148,CHAFF,6,F,R-1,3,4,24,5,1998
R,  8Y3167,CHIFF,4,F,Q+1,3,9,24,5,1998
N, N305694,ROBIN,3J,,Q+1,3,9,24,5,1998
R,  8Y3056,TREEC,6,M,R+0,3,6,24,5,1998
R,  8Y3254,TREEC,5,F,R+0,3,6,24,5,1998
N, DA20225,JAY,4,,R-2,3,1,20,9,1998
N,  8Y3376,WREN,3,,R+0,3,7,20,9,1998
N,  8Y3377,WREN,3,,R-1,3,2,20,9,1998
N, RR11925,BLABI,3J,,R-1,3,4,20,9,1998
N, RR11926,BLABI,3,,R-1,3,2,20,9,1998
N, N305800,BLUTI,3,,R-1,3,2,20,9,1998
N,  8Y3374,GOLDC,2,M,R-1,3,2,20,9,1998
N,  8Y3375,GOLDC,3,F,R-1,3,2,20,9,1998
N, N305797,ROBIN,3,,R+0,3,5,20,9,1998
N, N305798,ROBIN,3,,Q+1,3,9,20,9,1998
N,  8Y3419,WREN,3,,R-1,3,2,1,11,1998
N,  8Y3427,WREN,3,,R+0,3,5,1,11,1998
N,  8Y3428,WREN,2,,R-1,3,4,1,11,1998
N,  8Y3429,WREN,3,,R+0,3,5,1,11,1998
N, RR11934,BLABI,3,F,Q+1,3,10,1,11,1998
N, RR11935,BLABI,4,F,R+0,3,8,1,11,1998
N, N305851,BLACA,3,M,R-1,3,2,1,11,1998
N, N305849,BLUTI,3,,R-2,3,1,1,11,1998
N, N305850,BLUTI,3,,R-2,3,1,1,11,1998
N, N305856,BLUTI,3,,Q+1,3,10,1,11,1998
R, K463019,DUNNO,4,,R-1,3,4,1,11,1998
R,  8Y3374,GOLDC,2,M,R+0,3,7,1,11,1998
R,  8Y3375,GOLDC,3,F,R+0,3,7,1,11,1998
N,  8Y3417,GOLDC,2,M,R-2,3,1,1,11,1998
N,  8Y3418,GOLDC,2,M,R-1,3,2,1,11,1998
N,  8Y3420,GOLDC,3,M,R+0,3,7,1,11,1998
N,  8Y3421,GOLDC,4,F,R-2,3,1,1,11,1998
N,  8Y3422,GOLDC,4,M,R+0,3,5,1,11,1998
N,  8Y3423,GOLDC,3,M,R+0,3,7,1,11,1998
N,  8Y3424,GOLDC,3,F,R-1,3,4,1,11,1998
N,  8Y3425,GOLDC,3,M,R+0,3,7,1,11,1998
N,  8Y3426,GOLDC,3,F,R+0,3,7,1,11,1998
N,  8Y3430,GOLDC,3,F,R-1,3,4,1,11,1998
R, K463862,GRETI,4,M,R+0,3,6,1,11,1998
R, VV34015,GRETI,4,M,R-1,3,4,1,11,1998
R, N305747,MARTI,3,,R-2,3,1,1,11,1998
R, N305916,MARTI,3,,R-2,3,1,1,11,1998
R,  8Y3395,TREEC,3,,R-2,3,1,1,11,1998
R,  8Y3428,WREN,5,,R+0,3,5,2,1,1999
N,  8Y3481,WREN,4,,R-1,3,4,2,1,1999
N, RR11947,BLABI,5,F,R-1,3,4,2,1,1999
R, N305726,BLUTI,5,,R+0,3,5,2,1,1999
N, K720613,BULLF,5,F,R-1,3,2,2,1,1999
N,  8Y3482,CHIFF,4,,R-1,3,4,2,1,1999
N, K720611,COATI,4,,R-1,3,4,2,1,1999
R,  8Y3469,GOLDC,5,M,R-1,3,4,2,1,1999
N,  8Y3483,GOLDC,5,F,R+0,3,5,2,1,1999
N,  8Y3484,GOLDC,5,F,R+0,3,5,2,1,1999
R, N305712,WILTI,4,,Q+1,3,10,2,1,1999
N,  9G4111,WREN,5,,R-1,3,2,28,3,1999
N,  9G4112,WREN,5,,R-1,3,4,28,3,1999
N,  9G4114,WREN,5,,R-1,3,2,28,3,1999
N,  9G4116,WREN,4,,R-1,3,2,28,3,1999
R, RR11898,BLABI,6,M,R-1,3,2,28,3,1999
R, K463216,DUNNO,4,,R-1,3,2,28,3,1999
N, K720671,DUNNO,5,,R-1,3,3,28,3,1999
N, K720672,DUNNO,5,M,R-1,3,3,28,3,1999
N, K720673,DUNNO,5,M,R-1,3,4,28,3,1999
R, N305649,DUNNO,4,M,R-2,3,1,28,3,1999
N,  9G4115,GOLDC,4,F,R+0,3,5,28,3,1999
N, K720675,ROBIN,5,F,R+0,3,8,28,3,1999
R, J522587,WILTI,4,,R-2,3,1,28,3,1999
N,  1M5518,WREN,4,M,R-2,3,1,5,6,1999
R,  9G4114,WREN,5,M,R-1,3,3,5,6,1999
N, RH94715,BLABI,5,M,R-2,3,1,5,6,1999
N, RH94716,BLABI,3J,,Q+1,3,10,5,6,1999
N, RH94717,BLABI,5,M,Q+1,3,9,5,6,1999
N, RH94718,BLABI,6,F,R+0,3,5,5,6,1999
N, RH94719,BLABI,5,F,R-1,3,4,5,6,1999
R, RR11898,BLABI,6,M,R-2,3,1,5,6,1999
N, N275058,BLACA,4,F,R-1,3,2,5,6,1999
N, N275063,BLACA,5,M,R-1,3,3,5,6,1999
N, N275064,BLACA,4,M,R-1,3,2,5,6,1999
N, N275067,BLACA,4,F,R+0,3,7,5,6,1999
N, N275073,BLACA,3J,,Q+1,3,10,5,6,1999
N, N275074,BLACA,4,F,Q+1,3,10,5,6,1999
R, N305746,BLACA,4,M,Q+1,3,9,5,6,1999
N, N275057,BULLF,5,M,R-2,3,1,5,6,1999
N, N275060,BULLF,5,M,Q+1,3,10,5,6,1999
N, N275065,BULLF,6,M,R-1,3,3,5,6,1999
N,  1M5520,CHIFF,4,M,R+0,3,6,5,6,1999
R, K720672,DUNNO,4,M,R-2,3,1,5,6,1999
N, N275066,DUNNO,3J,,Q+1,3,10,5,6,1999
N, N275068,DUNNO,6,F,R+0,3,7,5,6,1999
R, N305846,DUNNO,5,M,Q+1,3,10,5,6,1999
R, K720636,GRETI,5,F,R-1,3,3,5,6,1999
R, VS51063,GRETI,3J,,R-1,3,3,5,6,1999
R, VS51064,GRETI,3J,,R-1,3,3,5,6,1999
R, VS51065,GRETI,3J,,R-1,3,3,5,6,1999
R, VS51067,GRETI,3J,,Q+1,3,10,5,6,1999
R, N305747,MARTI,4,,R+0,3,8,5,6,1999
N, N275059,ROBIN,3J,,R-2,3,1,5,6,1999
N, RX57639,SONTH,3J,,Q+1,3,10,5,6,1999
R,  8Y3344,TREEC,5,,Q+1,3,10,5,6,1999
N, N275061,WILTI,3J,,R-1,3,4,5,6,1999
N, N275062,WILTI,3J,,R-1,3,4,5,6,1999
N,  1M5519,WILWA,4,M,R+0,3,5,5,6,1999
C,  5G2976,WILWA,4,F,R-1,3,4,5,6,1999
N, N275256,DUNNO,3J,,R+0,3,6,5,9,1999
N,  1M5581,GOLDC,3J,M,R+0,3,5,5,9,1999
N, N275257,ROBIN,4,,Q+1,3,9,5,9,1999
N, N275258,ROBIN,3,,Q+1,3,9,5,9,1999
N, N275259,ROBIN,3J,,R+0,3,5,5,9,1999
R,  9G4114,WREN,4,,R-1,3,3,31,10,1999
R, RR11866,BLABI,4,M,R-1,3,3,31,10,1999
R, N275205,BLUTI,3,,R+0,3,5,31,10,1999
R, N275060,BULLF,4,M,R+0,3,5,31,10,1999
N, N275332,BULLF,3,F,R+0,3,5,31,10,1999
N, N275335,DUNNO,3,,R-1,3,3,31,10,1999
R, N305846,DUNNO,4,,Q+1,3,9,31,10,1999
R,  1M5595,GOLDC,3,M,R-1,3,3,31,10,1999
N,  5Z1042,GOLDC,3,M,R-1,3,2,31,10,1999
N,  5Z1043,GOLDC,3,M,R-1,3,3,31,10,1999
N,  5Z1044,GOLDC,3,F,R-1,3,3,31,10,1999
N,  5Z1045,GOLDC,3,M,Q+1,3,9,31,10,1999
N,  5Z1046,GOLDC,3,F,R+0,3,5,31,10,1999
N,  5Z1047,GOLDC,3,F,R+0,3,6,31,10,1999
N,  5Z1048,GOLDC,3,F,R+0,3,6,31,10,1999
N,  5Z1049,GOLDC,3,M,R-1,3,3,31,10,1999
N,  5Z1050,GOLDC,2,F,R-1,3,4,31,10,1999
N,  5Z1051,GOLDC,3,M,R-1,3,4,31,10,1999
N,  5Z1052,GOLDC,3,F,R-1,3,2,31,10,1999
R, K720653,GRETI,4,F,Q+1,3,9,31,10,1999
R, VS51039,GRETI,3,M,R-1,3,3,31,10,1999
R, N305747,MARTI,4,,R+0,3,5,31,10,1999
R, N275198,ROBIN,3,,R-1,3,3,31,10,1999
R, RH94719,BLABI,6,F,R+0,3,6,2,1,2000
N, RH94750,BLABI,6,M,Q+1,3,10,2,1,2000
R, K720642,BLUTI,6,,Q+1,3,9,2,1,2000
R, K463342,CHAFF,6,M,R-2,3,1,2,1,2000
R, N275258,ROBIN,5,,Q+1,3,9,2,1,2000
R,  1M5559,WREN,5,,R-2,3,1,19,3,2000
N,  5Z1139,WREN,5,,R+0,3,7,19,3,2000
R,  8Y3481,WREN,6,,R+0,3,5,19,3,2000
R,  9G4048,WREN,6,,R-2,3,1,19,3,2000
R,  9G4114,WREN,6,,R-1,3,3,19,3,2000
R, RR11898,BLABI,6,M,R-2,3,1,19,3,2000
R, N645376,BLUTI,5,F,R+0,3,6,19,3,2000
R, N645301,COATI,6,,R+0,3,5,19,3,2000
R, K463419,DUNNO,6,,Q+1,3,9,19,3,2000
R, N275441,DUNNO,4,,R+0,3,7,19,3,2000
R, N305846,DUNNO,6,,R+0,3,8,19,3,2000
R,  5Z1044,GOLDC,5,F,R+0,3,6,19,3,2000
R, N305747,MARTI,6,,R-1,3,3,19,3,2000
R, K720677,ROBIN,6,,R+0,3,7,19,3,2000
N, N275467,ROBIN,5,,R+0,3,5,19,3,2000
N, N275468,ROBIN,6,,R-1,3,3,19,3,2000
N, N275469,ROBIN,5,,R-1,3,3,19,3,2000
N, N275470,ROBIN,6,,R-1,3,2,19,3,2000
N, N275471,ROBIN,4,,R+0,3,5,19,3,2000
R,  1M5594,TREEC,6,,R+0,3,5,19,3,2000
R,  8Y3254,TREEC,6,,R+0,3,5,19,3,2000
R, N305750,WILTI,6,,R+0,3,5,19,3,2000
R, N305751,WILTI,6,,R+0,3,6,19,3,2000
N,  5Z1163,WREN,5,F,R-1,3,3,11,6,2000
N,  5Z1164,WREN,5,M,Q+1,3,9,11,6,2000
N,  5Z1168,WREN,3J,,R+0,3,5,11,6,2000
R, RH94706,BLABI,6,M,R-2,3,1,11,6,2000
N, RH94772,BLABI,5,M,R+0,3,7,11,6,2000
R, N305746,BLACA,4,M,Q+1,3,10,11,6,2000
N, P400043,BLACA,4,M,R+0,3,7,11,6,2000
N, P400049,BLACA,4,F,R-1,3,3,11,6,2000
N, P400053,BLACA,3J,,Q+1,3,9,11,6,2000
R, N459726,COATI,3J,,R-1,3,4,11,6,2000
R, K720673,DUNNO,4,M,R-1,3,4,11,6,2000
R, N275335,DUNNO,4,M,Q+1,3,9,11,6,2000
N, P400041,DUNNO,3J,,Q+1,3,9,11,6,2000
N,  5Z1167,LOTTI,3J,,R+0,3,5,11,6,2000
R, K720677,ROBIN,4,M,R-1,3,3,11,6,2000
R, N275469,ROBIN,5,M,R-1,3,2,11,6,2000
R, N275471,ROBIN,5,F,R+0,3,8,11,6,2000
N, P400039,ROBIN,5,M,Q+1,3,9,11,6,2000
N, P400040,ROBIN,5,F,Q+1,3,9,11,6,2000
N, P400042,ROBIN,3J,,R-1,3,3,11,6,2000
N, P400044,ROBIN,3J,,R+0,3,8,11,6,2000
N, P400045,ROBIN,3J,,R+0,3,5,11,6,2000
N, P400046,ROBIN,3J,,R+0,3,7,11,6,2000
N, P400050,ROBIN,3J,,R+0,3,6,11,6,2000
N, P400052,ROBIN,3J,,R-2,3,1,11,6,2000
N, P400054,ROBIN,3J,,R-1,3,3,11,6,2000
N, P400056,ROBIN,3J,,Q+1,3,10,11,6,2000
N, RS78203,SONTH,6,M,R-1,3,2,11,6,2000
N, RS78204,SONTH,5,M,R-1,3,2,11,6,2000
N, RS78205,SONTH,5,F,R+0,3,7,11,6,2000
N, RS78206,SONTH,3J,,Q+1,3,9,11,6,2000
R, RX57644,SONTH,6,M,Q+1,3,10,11,6,2000
N,  5Z1166,TREEC,3J,,R+0,3,5,11,6,2000
R,  5Z1193,WREN,3,,R-1,3,4,3,9,2000
N,  5Z1208,WREN,3J,,R-1,3,3,3,9,2000
N,  5Z1210,WREN,3J,,R-1,3,2,3,9,2000
N,  5Z1211,WREN,3,,R-1,3,2,3,9,2000
N, P400190,BLACA,3J,,R-1,3,2,3,9,2000
R, N459826,BLUTI,3J,,R-1,3,2,3,9,2000
N, P400188,BLUTI,3J,,R-1,3,2,3,9,2000
N, P400195,BLUTI,3J,,R-1,3,3,3,9,2000
R, N275057,BULLF,6,M,R-1,3,4,3,9,2000
N, P400196,CHAFF,3J,,R-1,3,3,3,9,2000
N, P400202,CHAFF,3J,M,R+0,3,6,3,9,2000
N, P400191,COATI,3,,R-1,3,2,3,9,2000
N, P400199,DUNNO,3,,R+0,3,5,3,9,2000
R, N275473,GRETI,5,,R-1,3,2,3,9,2000
N, P400189,GRETI,3J,F,R-1,3,2,3,9,2000
R, VS51079,GRETI,4,F,R-1,3,3,3,9,2000
N, P400184,ROBIN,3,,R-2,3,1,3,9,2000
N, P400185,ROBIN,3,,R-1,3,3,3,9,2000
N, P400192,ROBIN,3,,R+0,3,6,3,9,2000
N, RS78213,SONTH,3J,,Q+1,3,10,3,9,2000
N,  5Z1209,TREEC,3J,,R-1,3,3,3,9,2000
N,  5Z1214,TREEC,3J,,R+0,3,5,3,9,2000
R, P400097,WILTI,3J,,Q+1,3,10,3,9,2000
R, P400151,WILTI,3J,,R+0,3,6,3,9,2000
R,  5Z1187,WREN,3J,,Q+1,3,9,15,10,2000
R,  5Z1193,WREN,3J,,R+0,3,5,15,10,2000
N,  5Z1278,WREN,3,,R-1,3,3,15,10,2000
N,  5Z1279,WREN,4,,R+0,3,5,15,10,2000
N,  5Z1282,WREN,3,,R-2,3,1,15,10,2000
N, RH94784,BLABI,4,M,R-2,3,1,15,10,2000
N, RH94785,BLABI,3J,M,R-1,3,2,15,10,2000
R, N459866,BLUTI,3,M,Q+1,3,9,15,10,2000
R, P400167,COATI,3J,M,R-2,3,1,15,10,2000
R, P400191,COATI,3,F,R-2,3,1,15,10,2000
R,  5Z1220,GOLDC,3,M,R-1,3,3,15,10,2000
N,  5Z1280,GOLDC,3,F,R-1,3,3,15,10,2000
N,  5Z1281,GOLDC,3,F,R-2,3,1,15,10,2000
N,  5Z1283,GOLDC,3,F,R-2,3,1,15,10,2000
N,  5Z1284,GOLDC,3,F,R-2,3,1,15,10,2000
N,  5Z1285,GOLDC,3,M,R-2,3,1,15,10,2000
R,  5Z1077,LOTTI,2,,Q+1,3,10,15,10,2000
R,  5Z1132,LOTTI,2,,R-2,3,1,15,10,2000
R,  5Z1144,LOTTI,2,,R-2,3,1,15,10,2000
R,  8Y3500,LOTTI,2,,R-2,3,1,15,10,2000
R, N459769,MARTI,3,,R-2,3,1,15,10,2000
R, N275469,ROBIN,4,,R-1,3,2,15,10,2000
R, P400130,ROBIN,3,,Q+1,3,10,15,10,2000
R, P400185,ROBIN,3,,R-2,3,1,15,10,2000
R,  5Z1214,TREEC,3,,R-1,3,2,15,10,2000
N,  5Z1367,WREN,4,M,R-1,3,3,27,5,2001
R, RH94708,BLABI,6,M,Q+1,3,10,27,5,2001
N, RH94796,BLABI,5,M,R+0,3,6,27,5,2001
R, P400088,BLACA,5,M,R-1,3,3,27,5,2001
N, P400384,BLACA,5,M,Q+1,3,10,27,5,2001
N, P400385,BLACA,4,F,Q+1,3,10,27,5,2001
N, P400386,BLACA,5,M,R+0,3,6,27,5,2001
N, P400389,BLACA,5,F,R+0,3,6,27,5,2001
R, N305728,CHAFF,6,F,Q+1,3,9,27,5,2001
R, P400198,CHAFF,5,F,R+0,3,6,27,5,2001
N, P400382,CHAFF,5,M,R-1,3,4,27,5,2001
N, P400390,DUNNO,5,F,R-1,3,2,27,5,2001
R, P400184,ROBIN,5,M,R-1,3,3,27,5,2001
N, P400383,ROBIN,3J,,R-1,3,4,27,5,2001
N, P400388,SPOFL,4,M,R+0,3,7,27,5,2001
R,  5Z1367,WREN,5,,R-1,3,3,22,7,2001
N,  5Z1396,WREN,3J,,R-1,3,4,22,7,2001
N,  5Z1398,WREN,3J,,R-1,3,4,22,7,2001
N,  5Z1399,WREN,3J,,R+0,3,5,22,7,2001
R, RR11935,BLABI,6,F,R-1,3,4,22,7,2001
R, P400385,BLACA,6,F,Q+1,3,9,22,7,2001
N, P400988,BLACA,3J,,R+0,3,8,22,7,2001
N, P400991,DUNNO,3J,,R-2,3,1,22,7,2001
N, P400984,ROBIN,3J,,R-1,3,2,22,7,2001
N, P400987,ROBIN,3J,,R-1,3,4,22,7,2001
N, P400994,ROBIN,3J,,R-1,3,3,22,7,2001
N,  9Z3056,WREN,2,,R-1,3,2,14,10,2001
N,  9Z3057,WREN,4,,R-1,3,2,14,10,2001
N, P400546,COATI,3,,Q+1,3,9,14,10,2001
R, K720653,GRETI,4,F,R+0,3,8,14,10,2001
R, VV92943,GRETI,4,M,Q+1,3,9,14,10,2001
R,  5Z1132,LOTTI,2,,Q+1,3,9,14,10,2001
R, N459769,MARTI,2,,Q+1,3,9,14,10,2001
N, P400544,ROBIN,3,,R-1,3,4,14,10,2001
N, P400545,ROBIN,3,,R-2,3,1,14,10,2001
R,  9Z3034,TREEC,3,,Q+1,3,9,14,10,2001
N,  9Z3058,TREEC,3,,R-1,3,3,14,10,2001
R,  9Z3056,WREN,3,,R-1,3,4,25,11,2001
R, P400514,ROBIN,3,,R+0,3,6,25,11,2001
N, P400584,ROBIN,3,,R-2,3,1,25,11,2001
R,  1M1237,WREN,5,,R+0,3,8,13,1,2002
N, RR11988,BLABI,5,F,R+0,3,7,13,1,2002
R, P400546,COATI,5,M,Q+1,3,10,13,1,2002
N,  9Z3092,GOLDC,5,F,R+0,3,6,13,1,2002
R, K720677,ROBIN,6,,R+0,3,6,13,1,2002
N,  5Z1407,WREN,5,,R-1,3,2,17,3,2002
N,  5Z1408,WREN,5,,R-1,3,2,17,3,2002
N,  5Z1409,WREN,5,,R-2,3,1,17,3,2002
N, RR11990,BLABI,5,M,Q+1,3,10,17,3,2002
R, P400506,COATI,5,,R+0,3,7,17,3,2002
R, K720673,DUNNO,6,,R-1,3,3,17,3,2002
R, N275199,DUNNO,6,,R-1,3,3,17,3,2002
N, P400710,DUNNO,5,,R-2,3,1,17,3,2002
N, P400711,DUNNO,5,,R-1,3,3,17,3,2002
N,  5Z1406,GOLDC,5,M,R-2,3,1,17,3,2002
R,  8Y3392,LOTTI,4,,R-2,3,1,17,3,2002
R, P400130,ROBIN,4,,Q+1,3,10,17,3,2002
R, P400185,ROBIN,6,,R+0,3,6,17,3,2002
N, P400712,ROBIN,5,,Q+1,3,10,17,3,2002
R,  5Z1409,WREN,2,,R-1,3,2,2,6,2002
R,  5Z1431,WREN,5,M,R+0,3,8,2,6,2002
N,  5Z1435,WREN,3J,,R-1,3,3,2,6,2002
N, CF40622,BLABI,5,M,R-2,3,1,2,6,2002
N, CF40623,BLABI,5,M,R+0,3,8,2,6,2002
N, CF40624,BLABI,5,M,R-1,3,2,2,6,2002
N, CF40625,BLABI,3J,,R-1,3,4,2,6,2002
