Record type,Ring,Species,Age,Sex,Grid,Site,Net,Day,Month,Year
R,  1M5534,LOTTI,2,,M+0,4,2,8,12,2002
R,  5Z1450,LOTTI,2,,K+0,4,7,8,12,2002
R,  5Z1462,LOTTI,2,,L+1,4,6,8,12,2002
R,  9Z3017,LOTTI,2,,K+0,4,10,8,12,2002
R,  AJD023,LOTTI,2,,L+1,4,6,8,12,2002
N,  AJD093,LOTTI,2,,L+1,4,6,8,12,2002
N,  AJD094,LOTTI,2,,L+1,4,6,8,12,2002
N,  AJD095,LOTTI,2,,L+1,4,6,8,12,2002
N,  AJD097,LOTTI,2,,L+1,4,6,8,12,2002
N,  AJD100,LOTTI,2,,M+0,4,1,8,12,2002
N,  AJD106,LOTTI,2,,K+0,4,8,8,12,2002
N, R123887,MARTI,4,,L+1,4,6,8,12,2002
N, R123890,ROBIN,3,,L+1,4,5,8,12,2002
N,  AJD109,TREEC,3,,M+0,4,1,8,12,2002
R,  5Z1481,WREN,5,,L+1,4,6,2,2,2003
N,  AJD137,WREN,5,,K+0,4,7,2,2,2003
N, CF40657,BLABI,5,F,K+0,4,9,2,2,2003
N, R353044,DUNNO,5,,K+0,4,8,2,2,2003
N, R353045,DUNNO,5,,K+0,4,8,2,2,2003
R,  AJD096,GOLDC,5,F,K+0,4,8,2,2,2003
R,  AJD127,GOLDC,5,F,M+0,4,1,2,2,2003
R, N305804,GRETI,6,M,M+0,4,2,2,2,2003
R, P400681,GRETI,6,F,K+0,4,8,2,2,2003
R, R123994,GRETI,5,F,M+0,4,2,2,2,2003
R, R353038,GRETI,4,F,M+0,4,2,2,2,2003
R,  5Z1262,LOTTI,4,,K+0,4,7,2,2,2003
R,  AJD093,LOTTI,4,,K+0,4,7,2,2,2003
R, R123890,ROBIN,5,,K+0,4,7,2,2,2003
N, R353043,ROBIN,5,,L+1,4,6,2,2,2003
R, P400887,WILTI,5,,L+0,4,3,2,2,2003
R, P400985,WILTI,6,,K+0,4,10,2,2,2003
R, R123840,WILTI,5,,M+0,4,2,2,2,2003
R,  5Z1442,WREN,6,,M+0,4,2,30,3,2003
N, R502551,BLACA,6,M,K+0,4,8,30,3,2003
R, N275450,BLUTI,6,M,L+0,4,3,30,3,2003
R,  5Z1427,CHIFF,4,,K+0,4,9,30,3,2003
N,  AJD153,CHIFF,4,,K+0,4,8,30,3,2003
N,  AJD155,CHIFF,4,,L+1,4,6,30,3,2003
N,  AJD156,CHIFF,5,M,K+0,4,7,30,3,2003
N,  AJD157,CHIFF,5,,K+0,4,7,30,3,2003
N,  AJD158,CHIFF,5,,L+1,4,6,30,3,2003
N,  AJD159,CHIFF,5,,K+0,4,9,30,3,2003
N,  AJD160,CHIFF,4,,K+0,4,9,30,3,2003
N,  AJD161,CHIFF,5,,L+1,4,6,30,3,2003
R, R123871,DUNNO,5,M,L+1,4,6,30,3,2003
R, R353045,DUNNO,5,M,M+0,4,2,30,3,2003
N,  AJD154,LOTTI,4,,L+1,4,6,30,3,2003
R, P400877,MARTI,5,,L+1,4,5,30,3,2003
R,  9Z3011,TREEC,6,,K+0,4,10,30,3,2003
R,  AJD109,TREEC,5,,L+1,4,5,30,3,2003
R, P400887,WILTI,5,,M+0,4,2,30,3,2003
R,  AJD129,WREN,5,M,K+0,4,7,15,6,2003
R, CF40657,BLABI,5,F,K+0,4,7,15,6,2003
N, CF40673,BLABI,6,F,L+1,4,5,15,6,2003
N, CF40674,BLABI,3J,,K+0,4,9,15,6,2003
N, CF40675,BLABI,5,M,K+0,4,10,15,6,2003
N, CF40676,BLABI,6,F,K+0,4,9,15,6,2003
N, CF40677,BLABI,3J,M,M+0,4,2,15,6,2003
R, R123919,BLACA,5,M,L+1,4,5,15,6,2003
R, R502583,BLACA,5,F,M+0,4,1,15,6,2003
N, R502638,BLACA,5,F,L+1,4,6,15,6,2003
N, R502642,BLACA,5,M,L+0,4,3,15,6,2003
N, R502643,BLACA,5,M,L+0,4,3,15,6,2003
R, R558054,BLUTI,3J,,L+1,4,6,15,6,2003
R, R123975,BULLF,5,M,M+0,4,2,15,6,2003
N, R502637,BULLF,5,M,L+1,4,5,15,6,2003
N, R502640,BULLF,5,F,L+1,4,5,15,6,2003
N,  AJD182,CHIFF,5,M,L+1,4,5,15,6,2003
N,  AJD183,CHIFF,3J,,K+0,4,7,15,6,2003
N,  AJD184,CHIFF,5,F,L+0,4,3,15,6,2003
N,  AJD185,CHIFF,5,F,L+1,4,5,15,6,2003
R, R123871,DUNNO,4,M,L+1,4,6,15,6,2003
R, R123923,DUNNO,4,F,L+0,4,4,15,6,2003
R, R353044,DUNNO,5,F,M+0,4,1,15,6,2003
N, R502646,DUNNO,5,M,K+0,4,7,15,6,2003
N, R502648,DUNNO,4,M,K+0,4,10,15,6,2003
N, R502639,ROBIN,3J,,L+1,4,5,15,6,2003
N, R502641,ROBIN,3J,,L+1,4,6,15,6,2003
N, R502644,ROBIN,3J,,L+1,4,5,15,6,2003
N, R502645,ROBIN,3J,,K+0,4,7,15,6,2003
N, R502647,ROBIN,3J,,L+0,4,3,15,6,2003
N,  AJD243,WREN,3J,,L+0,4,3,24,8,2003
N,  AJD244,WREN,3J,,L+1,4,6,24,8,2003
N,  AJD247,WREN,3J,,K+0,4,8,24,8,2003
N,  AJD248,WREN,3J,,L+0,4,4,24,8,2003
N,  AJD249,WREN,4,,L+1,4,6,24,8,2003
N, CF40688,BLABI,3J,,L+1,4,6,24,8,2003
N, CF40690,BLABI,3J,M,K+0,4,7,24,8,2003
R, P400750,BLACA,4,M,L+1,4,6,24,8,2003
N, R502784,BLACA,3,,K+0,4,7,24,8,2003
N, R502785,BLACA,4,F,K+0,4,8,24,8,2003
N, R502787,BLACA,3J,M,K+0,4,9,24,8,2003
N, R502788,BLACA,3J,M,K+0,4,9,24,8,2003
N, R502794,BLACA,3J,,K+0,4,7,24,8,2003
N, R502805,BLACA,3J,,K+0,4,7,24,8,2003
R, P400684,BLUTI,4,M,K+0,4,7,24,8,2003
N, R502791,BLUTI,3J,,K+0,4,7,24,8,2003
N, R502793,BULLF,5,F,K+0,4,8,24,8,2003
N, R502806,CHAFF,3J,M,K+0,4,10,24,8,2003
N,  AJD246,CHIFF,3J,,M+0,4,2,24,8,2003
N, R502790,DUNNO,3J,,K+0,4,9,24,8,2003
N, R502783,GARWA,3,,K+0,4,7,24,8,2003
N, R502792,GRETI,3,M,K+0,4,7,24,8,2003
R, R502776,ROBIN,3,,L+1,4,6,24,8,2003
N, R502786,ROBIN,3J,,M+0,4,1,24,8,2003
N, R502789,ROBIN,3J,,M+0,4,2,24,8,2003
N, R502817,ROBIN,3J,,K+0,4,8,24,8,2003
N,  AJD245,TREEC,3J,,K+0,4,8,24,8,2003
N, R502796,WILTI,3J,,M+0,4,2,24,8,2003
N,  AJD327,WREN,3,,M+0,4,2,19,10,2003
N,  AJD328,WREN,4,,K+0,4,7,19,10,2003
N,  AJD330,WREN,3,,K+0,4,7,19,10,2003
R, CF40642,BLABI,4,F,K+0,4,7,19,10,2003
R, R123791,BLUTI,4,,K+0,4,7,19,10,2003
R, R502791,BLUTI,3,,K+0,4,7,19,10,2003
R, R558180,BLUTI,3,,K+0,4,8,19,10,2003
R, R502779,BULLF,3,F,M+0,4,2,19,10,2003
N, R502902,BULLF,3,F,L+1,4,6,19,10,2003
R, N305817,COATI,4,M,M+0,4,2,19,10,2003
R, R502756,COATI,3,,L+1,4,5,19,10,2003
N,  AJD329,GOLDC,3,F,L+0,4,4,19,10,2003
N,  AJD331,GOLDC,3,M,K+0,4,8,19,10,2003
N,  AJD332,GOLDC,3,F,K+0,4,8,19,10,2003
N,  AJD335,GOLDC,3,F,K+0,4,7,19,10,2003
R, R123901,GRETI,4,M,K+0,4,7,19,10,2003
N, R502901,GRETI,3,,K+0,4,9,19,10,2003
R,  1M5534,LOTTI,2,,K+0,4,10,19,10,2003
R,  8Y3392,LOTTI,2,,K+0,4,8,19,10,2003
R, R123890,ROBIN,4,,L+1,4,5,19,10,2003
R, R123930,ROBIN,4,,K+0,4,7,19,10,2003
R, R502771,ROBIN,3,,L+0,4,3,19,10,2003
N, R502905,ROBIN,4,,M+0,4,2,19,10,2003
R, RS78222,SONTH,4,,M+0,4,2,19,10,2003
N, RS78240,SONTH,4,,L+0,4,4,19,10,2003
N, DA87119,SPARR,3,M,K+0,4,8,19,10,2003
R,  9Z3011,TREEC,4,,K+0,4,9,19,10,2003
R, P400887,WILTI,4,,L+0,4,3,19,10,2003
R, CF40648,BLABI,6,F,L+1,4,5,18,1,2004
R, R123791,BLUTI,6,,L+0,4,3,18,1,2004
R, R502927,COATI,5,,K+0,4,10,18,1,2004
R, R558013,COATI,5,,K+0,4,10,18,1,2004
R,  AJD127,GOLDC,6,F,K+0,4,9,18,1,2004
R,  AJD332,GOLDC,5,F,K+0,4,9,18,1,2004
R, R502516,GRETI,6,F,M+0,4,2,18,1,2004
R, R502920,GRETI,4,F,L+0,4,3,18,1,2004
R,  5Z1462,LOTTI,4,,K+0,4,8,18,1,2004
R,  AJD150,LOTTI,4,,K+0,4,9,18,1,2004
N,  AJD378,LOTTI,4,,K+0,4,7,18,1,2004
N,  AJD379,LOTTI,4,,K+0,4,9,18,1,2004
R, P400877,MARTI,6,,K+0,4,8,18,1,2004
R, R123887,MARTI,6,,K+0,4,10,18,1,2004
N, RS78250,REDWI,6,,K+0,4,10,18,1,2004
R, R502771,ROBIN,5,,L+0,4,3,18,1,2004
R,  AJD242,TREEC,4,,L+0,4,3,18,1,2004
R,  5Z1482,WREN,6,,K+0,4,9,25,4,2004
R,  AJD330,WREN,4,M,K+0,4,7,25,4,2004
N,  AJD410,WREN,5,F,L+1,4,6,25,4,2004
R, CF40657,BLABI,6,F,K+0,4,7,25,4,2004
N, CT84021,BLABI,5,M,L+1,4,6,25,4,2004
R, CT84099,BLABI,6,M,K+0,4,8,25,4,2004
R, P400750,BLACA,6,M,L+1,4,6,25,4,2004
R, R353306,BLACA,5,M,L+1,4,6,25,4,2004
N, R353315,BLACA,6,M,K+0,4,8,25,4,2004
N, R353316,BLACA,5,F,K+0,4,8,25,4,2004
N, R353324,BLACA,5,F,L+1,4,6,25,4,2004
R, R353059,BLUTI,6,,L+0,4,4,25,4,2004
R, R353218,BLUTI,5,F,K+0,4,7,25,4,2004
N, R353317,BULLF,6,M,L+0,4,3,25,4,2004
R, R502793,BULLF,6,F,L+0,4,3,25,4,2004
N, R353318,CHAFF,5,F,L+0,4,3,25,4,2004
N, R353319,CHAFF,6,F,K+0,4,10,25,4,2004
N, R353320,CHAFF,5,M,L+0,4,3,25,4,2004
R,  AJD160,CHIFF,6,F,K+0,4,7,25,4,2004
R,  AJD165,CHIFF,6,,K+0,4,7,25,4,2004
N,  AJD409,CHIFF,4,M,L+0,4,4,25,4,2004
R, P400350,DUNNO,4,M,K+0,4,9,25,4,2004
R, R123871,DUNNO,4,M,L+1,4,6,25,4,2004
R, R123923,DUNNO,6,F,K+0,4,7,25,4,2004
N, R353314,DUNNO,6,M,L+1,4,6,25,4,2004
R, R502970,GRETI,5,M,K+0,4,9,25,4,2004
R, VV92981,GRETI,6,F,K+0,4,8,25,4,2004
N, RX57660,SONTH,4,F,L+0,4,4,25,4,2004
R,  5Z1442,WREN,6,,L+1,4,5,13,6,2004
R,  AJD406,WREN,6,F,L+1,4,5,13,6,2004
R,  AJD410,WREN,5,F,K+0,4,7,13,6,2004
R, CF40635,BLABI,6,M,K+0,4,9,13,6,2004
R, CF40648,BLABI,6,F,M+0,4,1,13,6,2004
R, CF40657,BLABI,6,F,K+0,4,10,13,6,2004
R, CT84021,BLABI,5,M,K+0,4,10,13,6,2004
N, R353406,BLACA,6,F,L+0,4,4,13,6,2004
N, R353409,BLACA,5,F,L+0,4,4,13,6,2004
R, R558300,BLUTI,6,F,K+0,4,7,13,6,2004
N, R353407,BULLF,6,M,K+0,4,8,13,6,2004
N, R353408,BULLF,5,F,K+0,4,8,13,6,2004
R,  2U4041,CHIFF,5,M,K+0,4,7,13,6,2004
R,  AJD181,CHIFF,4,M,K+0,4,10,13,6,2004
N,  AJD439,CHIFF,6,M,K+0,4,7,13,6,2004
N,  AJD440,CHIFF,4,F,K+0,4,7,13,6,2004
R, R353208,DUNNO,5,M,L+0,4,4,13,6,2004
R, R353314,DUNNO,4,M,K+0,4,8,13,6,2004
N, R353412,DUNNO,6,M,L+1,4,6,13,6,2004
N, R353421,DUNNO,3J,,K+0,4,7,13,6,2004
R, P400460,ROBIN,6,M,M+0,4,2,13,6,2004
N, R353410,ROBIN,3J,,L+1,4,5,13,6,2004
N, R353411,ROBIN,3J,,L+1,4,6,13,6,2004
R, R123840,WILTI,6,M,L+0,4,3,13,6,2004
N,  AJD483,WREN,3J,,L+0,4,4,22,8,2004
R, CF40687,BLABI,4,F,K+0,4,8,22,8,2004
R, RR11930,BLABI,6,M,M+0,4,2,22,8,2004
N, R353546,BLACA,4,M,L+1,4,6,22,8,2004
N, R353547,BLACA,3J,F,K+0,4,8,22,8,2004
N, R353549,BLACA,3,M,K+0,4,8,22,8,2004
N, R353550,BLACA,3J,M,K+0,4,9,22,8,2004
N, R353551,BLACA,3J,,K+0,4,9,22,8,2004
N, R353552,BLACA,3J,,K+0,4,9,22,8,2004
N, R353553,BLACA,4,M,K+0,4,10,22,8,2004
N, R353554,BLACA,3J,,K+0,4,10,22,8,2004
N, R353555,BLACA,3J,,K+0,4,10,22,8,2004
N, R353556,BLACA,3J,,L+0,4,4,22,8,2004
N, R353558,BLACA,3J,M,K+0,4,10,22,8,2004
N, R353561,BLACA,3J,F,K+0,4,7,22,8,2004
N, R353564,BLACA,3J,M,K+0,4,9,22,8,2004
N, R353565,BLACA,3J,,L+0,4,4,22,8,2004
N, R353566,BLACA,4,M,K+0,4,8,22,8,2004
R, R502777,BLACA,4,M,K+0,4,7,22,8,2004
N, R353548,BULLF,3J,,K+0,4,8,22,8,2004
N, R353557,BULLF,3J,,K+0,4,10,22,8,2004
N, R353563,BULLF,3J,M,L+0,4,3,22,8,2004
R, R502665,BULLF,6,M,L+1,4,6,22,8,2004
R, R502902,BULLF,5,F,L+1,4,6,22,8,2004
R, R502782,CHAFF,6,F,K+0,4,8,22,8,2004
R,  AJD455,CHIFF,4,F,K+0,4,9,22,8,2004
N,  AJD485,CHIFF,4,F,K+0,4,8,22,8,2004
N, R353545,GRETI,3J,,L+0,4,3,22,8,2004
R, TC61003,GRETI,3J,,K+0,4,9,22,8,2004
R, VS50872,GRETI,3J,,K+0,4,8,22,8,2004
R,  9Z3013,LOTTI,2,,M+0,4,2,22,8,2004
N,  AJD484,LOTTI,3J,,M+0,4,2,22,8,2004
N, R353560,ROBIN,3J,,L+1,4,6,22,8,2004
N, R353588,ROBIN,3J,,M+0,4,1,22,8,2004
N,  AJD486,TREEC,3J,,M+0,4,1,22,8,2004
R,  AJD330,WREN,4,,K+0,4,7,14,11,2004
R,  AJD454,WREN,3,,L+0,4,4,14,11,2004
R,  AJD483,WREN,2,,L+1,4,6,14,11,2004
N,  AXL072,WREN,3,,L+0,4,4,14,11,2004
N,  AXL075,WREN,3,,K+0,4,8,14,11,2004
N,  AXL079,WREN,3,,K+0,4,8,14,11,2004
N,  AXL080,WREN,3,,K+0,4,8,14,11,2004
R, CF40657,BLABI,4,F,K+0,4,8,14,11,2004
R, CT84052,BLABI,3,F,L+0,4,3,14,11,2004
N, CT84055,BLABI,4,F,K+0,4,7,14,11,2004
R, RR11930,BLABI,4,M,M+0,4,1,14,11,2004
R, R123746,BLUTI,4,,L+0,4,3,14,11,2004
R, R502968,BLUTI,4,,L+0,4,3,14,11,2004
N, R353658,BULLF,3,M,L+0,4,3,14,11,2004
R, R558185,COATI,4,,L+0,4,3,14,11,2004
R, R558226,COATI,3,,K+0,4,8,14,11,2004
R, R353636,DUNNO,3,,K+0,4,8,14,11,2004
N, R353660,DUNNO,3,,L+0,4,4,14,11,2004
R,  AXL017,GOLDC,3,M,M+0,4,1,14,11,2004
N,  AXL073,GOLDC,3,M,L+0,4,3,14,11,2004
N,  AXL076,GOLDC,4,M,K+0,4,8,14,11,2004
N,  AXL077,GOLDC,3,F,K+0,4,8,14,11,2004
N,  AXL081,GOLDC,3,F,K+0,4,7,14,11,2004
N,  AXL082,GOLDC,4,M,M+0,4,1,14,11,2004
N,  AXL083,GOLDC,4,M,M+0,4,2,14,11,2004
R, R558196,GRETI,4,F,K+0,4,8,14,11,2004
R,  9Z3080,LOTTI,2,,L+1,4,5,14,11,2004
R,  AJD387,LOTTI,2,,L+1,4,5,14,11,2004
N,  AXL074,LOTTI,2,,L+1,4,5,14,11,2004
R, R353617,MARTI,3,,K+0,4,10,14,11,2004
N, R353661,ROBIN,3,,M+0,4,2,14,11,2004
R, R502771,ROBIN,4,,L+1,4,6,14,11,2004
R,  AJD109,TREEC,4,,M+0,4,2,14,11,2004
R,  AXL075,WREN,5,,L+1,4,5,30,1,2005
R, CF40687,BLABI,4,F,L+1,4,5,30,1,2005
R, CT84021,BLABI,6,M,L+0,4,4,30,1,2005
R, CT84062,BLABI,5,M,L+0,4,3,30,1,2005
R, CT84064,BLABI,5,F,L+0,4,3,30,1,2005
N, CT84070,BLABI,5,M,M+0,4,2,30,1,2005
N, R353706,BLUTI,6,F,K+0,4,7,30,1,2005
R, R558329,BLUTI,5,,K+0,4,8,30,1,2005
N, R353699,DUNNO,5,,L+1,4,5,30,1,2005
R, VV92981,GRETI,6,F,K+0,4,7,30,1,2005
R,  9Z3013,LOTTI,4,,L+0,4,3,30,1,2005
R,  9Z3016,LOTTI,4,,L+0,4,3,30,1,2005
R,  AJD378,LOTTI,4,,L+0,4,3,30,1,2005
R,  AXL118,LOTTI,4,,K+0,4,10,30,1,2005
R, R353661,ROBIN,5,,M+0,4,1,30,1,2005
N, R353700,ROBIN,5,,L+1,4,5,30,1,2005
R, R502771,ROBIN,6,,L+0,4,4,30,1,2005
N, RX57670,SONTH,5,,K+0,4,8,30,1,2005
R,  AXL080,WREN,5,,K+0,4,10,27,3,2005
N, R353867,BLUTI,5,,K+0,4,10,27,3,2005
R, R502976,BLUTI,6,,K+0,4,7,27,3,2005
R, R558329,BLUTI,5,,K+0,4,9,27,3,2005
N,  AXL129,CHIFF,4,,K+0,4,7,27,3,2005
R, R123871,DUNNO,4,,K+0,4,7,27,3,2005
R, R353721,GRETI,5,F,K+0,4,7,27,3,2005
R, R353748,GRETI,5,F,K+0,4,9,27,3,2005
N, R353865,GRETI,5,F,L+1,4,5,27,3,2005
N, R353866,GRETI,5,F,L+1,4,5,27,3,2005
R, R502576,GRETI,6,M,K+0,4,7,27,3,2005
R, R502835,GRETI,6,M,M+0,4,2,27,3,2005
R,  AJD093,LOTTI,4,,K+0,4,7,27,3,2005
R, R353661,ROBIN,5,,M+0,4,2,27,3,2005
N, R353868,ROBIN,6,,M+0,4,1,27,3,2005
R, RS78235,SONTH,6,,K+0,4,7,27,3,2005
R,  AJD209,TREEC,6,,M+0,4,1,27,3,2005
R,  AJD242,TREEC,6,,K+0,4,8,27,3,2005
R,  AJD495,TREEC,5,,K+0,4,8,27,3,2005
R, CF40642,BLABI,4,F,K+0,4,9,5,6,2005
R, CF40687,BLABI,4,F,K+0,4,8,5,6,2005
R, CT84070,BLABI,5,M,K+0,4,10,5,6,2005
N, R353987,BLACA,4,F,K+0,4,7,5,6,2005
N, R353996,BLACA,4,M,M+0,4,2,5,6,2005
R, R353218,BLUTI,6,F,M+0,4,2,5,6,2005
R, R353935,BULLF,5,M,M+0,4,1,5,6,2005
N, R353997,BULLF,6,M,K+0,4,9,5,6,2005
R, R353319,CHAFF,4,F,K+0,4,8,5,6,2005
N, R353988,CHAFF,3J,,K+0,4,9,5,6,2005
N, R353989,CHAFF,3J,,K+0,4,8,5,6,2005
R, R353748,GRETI,5,F,M+0,4,2,5,6,2005
R, TC61049,GRETI,5,M,L+0,4,4,5,6,2005
R,  AJD399,LOTTI,4,,L+1,4,6,5,6,2005
R,  AJD400,LOTTI,4,F,K+0,4,9,5,6,2005
R,  AJD402,LOTTI,4,M,K+0,4,9,5,6,2005
R,  AXL138,LOTTI,4,,K+0,4,9,5,6,2005
N,  AXL170,LOTTI,3J,,K+0,4,9,5,6,2005
N,  AXL171,LOTTI,3J,,K+0,4,9,5,6,2005
N,  AXL172,LOTTI,3J,,K+0,4,8,5,6,2005
R, R353661,ROBIN,5,M,L+0,4,4,5,6,2005
R, R353700,ROBIN,5,F,L+1,4,6,5,6,2005
R, R502771,ROBIN,6,M,L+1,4,5,5,6,2005
N,  AXL224,WREN,3J,,M+0,4,1,21,8,2005
N,  AXL225,WREN,4,,L+1,4,6,21,8,2005
N,  AXL226,WREN,3J,,K+0,4,8,21,8,2005
N,  AXL227,WREN,3J,,K+0,4,9,21,8,2005
N,  AXL229,WREN,3J,,K+0,4,7,21,8,2005
N,  AXL233,WREN,3J,,L+1,4,5,21,8,2005
R, CT84021,BLABI,4,M,K+0,4,10,21,8,2005
R, R353128,BLACA,3J,,K+0,4,8,21,8,2005
R, R353131,BLACA,3J,,K+0,4,10,21,8,2005
R, T663088,BLACA,3J,,K+0,4,8,21,8,2005
N, R353136,BULLF,3J,,K+0,4,7,21,8,2005
N, R353138,BULLF,3J,,K+0,4,9,21,8,2005
N, R353139,BULLF,3J,,K+0,4,7,21,8,2005
N, R353135,COATI,3J,,K+0,4,8,21,8,2005
R, R123923,DUNNO,4,,K+0,4,7,21,8,2005
N, R353137,DUNNO,3J,,L+1,4,5,21,8,2005
N, R353134,ROBIN,3J,,K+0,4,8,21,8,2005
R,  AJD495,TREEC,4,,K+0,4,8,21,8,2005
N,  AXL228,WILWA,3J,,K+0,4,9,21,8,2005
R,  AXL075,WREN,4,,M+0,4,2,30,10,2005
R, CT84021,BLABI,4,M,K+0,4,10,30,10,2005
N, CT84214,BLABI,3,F,K+0,4,7,30,10,2005
R, RR11930,BLABI,4,M,L+0,4,3,30,10,2005
R, R353111,BLUTI,3,,K+0,4,9,30,10,2005
R, R558785,BLUTI,3,,K+0,4,8,30,10,2005
N, T663122,BLUTI,3,,K+0,4,8,30,10,2005
N, T663123,BLUTI,3,F,K+0,4,7,30,10,2005
R, R353637,BULLF,4,M,L+1,4,5,30,10,2005
N, T663127,BULLF,3,M,L+0,4,4,30,10,2005
N, T663124,COATI,3,F,K+0,4,8,30,10,2005
N,  AXL301,GOLDC,3,F,K+0,4,9,30,10,2005
N,  AXL302,GOLDC,3,M,K+0,4,9,30,10,2005
N,  AXL303,GOLDC,3,M,K+0,4,9,30,10,2005
N,  AXL306,GOLDC,3,M,K+0,4,7,30,10,2005
N,  AXL307,GOLDC,3,M,K+0,4,7,30,10,2005
R,  AJD400,LOTTI,2,,K+0,4,7,30,10,2005
R,  AJD402,LOTTI,2,,K+0,4,9,30,10,2005
R,  AXL003,LOTTI,2,,K+0,4,7,30,10,2005
R,  AXL136,LOTTI,2,,K+0,4,7,30,10,2005
R,  AXL172,LOTTI,2,,K+0,4,7,30,10,2005
R, R353196,MARTI,3,,K+0,4,9,30,10,2005
R, R353617,MARTI,4,,K+0,4,8,30,10,2005
N, T663125,ROBIN,3,,K+0,4,8,30,10,2005
R,  AJD495,TREEC,4,,K+0,4,7,30,10,2005
R,  AXL257,TREEC,3,,K+0,4,7,30,10,2005
R,  AXL281,TREEC,2,,M+0,4,2,30,10,2005
R, CF40687,BLABI,6,F,K+0,4,7,15,1,2006
R, CT84065,BLABI,6,F,M+0,4,2,15,1,2006
N, CT84228,BLABI,5,M,L+1,4,5,15,1,2006
R, R353138,BULLF,4,M,L+1,4,6,15,1,2006
R, R353199,BULLF,5,M,L+1,4,5,15,1,2006
R,  AXL282,GOLDC,5,F,L+0,4,3,15,1,2006
R,  AXL286,GOLDC,5,M,K+0,4,8,15,1,2006
R,  AXL290,GOLDC,5,M,L+1,4,5,15,1,2006
R,  AXL323,GOLDC,5,M,K+0,4,8,15,1,2006
N,  AXL365,GOLDC,5,F,K+0,4,8,15,1,2006
R,  AXL259,LOTTI,4,,K+0,4,9,15,1,2006
R, R353196,MARTI,4,,K+0,4,8,15,1,2006
R, R353134,ROBIN,5,,L+1,4,5,15,1,2006
N, T663163,ROBIN,5,,K+0,4,9,15,1,2006
N, RX57687,SONTH,5,,K+0,4,7,15,1,2006
R,  AJD109,TREEC,6,,K+0,4,8,15,1,2006
R,  AXL134,TREEC,4,,K+0,4,7,15,1,2006
N,  AXL363,TREEC,5,,L+0,4,3,15,1,2006
N,  AXL368,TREEC,6,,K+0,4,10,15,1,2006
R, R353145,WILTI,5,,K+0,4,9,15,1,2006
R,  AJD197,WREN,6,,K+0,4,8,26,3,2006
R,  AXL130,WREN,6,,K+0,4,8,26,3,2006
R,  AXL227,WREN,5,,K+0,4,8,26,3,2006
N, CT84241,BLABI,5,F,L+0,4,4,26,3,2006
R, R353637,BULLF,6,M,L+0,4,4,26,3,2006
R, R123550,COATI,6,,L+1,4,5,26,3,2006
R, R558226,COATI,6,,L+1,4,5,26,3,2006
C, T100537,COATI,5,,L+0,4,4,26,3,2006
R, R123871,DUNNO,6,,K+0,4,8,26,3,2006
R,  AXL290,GOLDC,5,M,M+0,4,2,26,3,2006
N,  AXL382,GOLDC,5,F,K+0,4,9,26,3,2006
R, T663216,GRETI,5,F,L+1,4,5,26,3,2006
N, T663236,GRETI,5,F,K+0,4,7,26,3,2006
N, T663238,GRETI,5,M,K+0,4,7,26,3,2006
R,  AJD402,LOTTI,4,,M+0,4,1,26,3,2006
R,  AXL136,LOTTI,4,,L+1,4,6,26,3,2006
R, R353661,ROBIN,6,,M+0,4,1,26,3,2006
N, T663235,ROBIN,4,,M+0,4,2,26,3,2006
N, T663239,ROBIN,6,,L+1,4,6,26,3,2006
R, RS78235,SONTH,4,,L+1,4,5,26,3,2006
R,  AXL297,TREEC,5,,M+0,4,1,26,3,2006
R,  AJD197,WREN,6,M,K+0,4,9,4,6,2006
N,  AXL413,WREN,5,M,L+0,4,4,4,6,2006
N,  AXL414,WREN,4,F,M+0,4,1,4,6,2006
N,  AXL415,WREN,4,F,K+0,4,7,4,6,2006
R, CT84021,BLABI,6,M,L+1,4,5,4,6,2006
N, T663323,BLACA,5,F,L+0,4,4,4,6,2006
N, T663324,BLACA,5,M,L+0,4,4,4,6,2006
N, T663330,BLACA,5,M,K+0,4,9,4,6,2006
N, T663331,BLACA,6,F,K+0,4,10,4,6,2006
R, T663138,BULLF,5,M,M+0,4,1,4,6,2006
N, T663328,BULLF,5,F,M+0,4,1,4,6,2006
N, T663332,BULLF,5,M,K+0,4,10,4,6,2006
R, R353319,CHAFF,4,F,M+0,4,1,4,6,2006
N,  AXL418,CHIFF,4,M,L+1,4,6,4,6,2006
R, R123874,DUNNO,4,M,K+0,4,9,4,6,2006
R, R353130,DUNNO,6,M,K+0,4,10,4,6,2006
R, R353660,DUNNO,6,M,K+0,4,7,4,6,2006
R, T663040,DUNNO,4,,K+0,4,8,4,6,2006
N, T663326,DUNNO,3J,,K+0,4,8,4,6,2006
N, T663327,DUNNO,3J,,K+0,4,8,4,6,2006
N, T663329,DUNNO,3J,,K+0,4,8,4,6,2006
N,  AXL419,LOTTI,3J,,M+0,4,1,4,6,2006
N,  AXL420,LOTTI,3J,,M+0,4,2,4,6,2006
R, T663235,ROBIN,5,,L+0,4,3,4,6,2006
N, T663325,ROBIN,3J,,K+0,4,7,4,6,2006
R, RX57691,SONTH,4,,K+0,4,10,4,6,2006
R,  AJD242,TREEC,6,M,K+0,4,10,4,6,2006
R,  AJD495,TREEC,4,F,K+0,4,9,4,6,2006
N,  AXL416,TREEC,3J,,K+0,4,10,4,6,2006
N,  AXL417,TREEC,3J,,K+0,4,10,4,6,2006
N,  AXL498,WREN,3J,,M+0,4,2,27,8,2006
