Record type,Ring,Species,Age,Sex,Grid,Site,Net,Day,Month,Year
N,  AXL499,WREN,3J,,L+0,4,3,27,8,2006
N, R558867,BLACA,3,M,K+0,4,7,27,8,2006
N, R558868,BLACA,4,M,K+0,4,7,27,8,2006
N, R558874,BLACA,4,F,K+0,4,7,27,8,2006
N, R558870,BLUTI,3J,,M+0,4,2,27,8,2006
N, R558871,BLUTI,3J,,M+0,4,2,27,8,2006
R, T663494,BLUTI,3J,,L+0,4,3,27,8,2006
N, R558864,BULLF,3J,F,K+0,4,8,27,8,2006
N, R558866,BULLF,3J,,L+1,4,6,27,8,2006
R, T663138,BULLF,4,M,L+0,4,4,27,8,2006
R, T663286,BULLF,4,M,K+0,4,7,27,8,2006
N, R558872,CHAFF,3J,M,L+0,4,3,27,8,2006
R,  AXL223,CHIFF,4,,K+0,4,7,27,8,2006
R, R558838,COATI,3,,M+0,4,2,27,8,2006
R, R353660,DUNNO,6,,L+0,4,3,27,8,2006
R,  AXL168,LOTTI,2,,M+0,4,2,27,8,2006
N,  AXL500,LOTTI,2,,M+0,4,2,27,8,2006
N, BA36700,NUTHA,2,F,K+0,4,7,27,8,2006
N, R558860,ROBIN,3J,,M+0,4,1,27,8,2006
N, R558862,ROBIN,3J,,K+0,4,8,27,8,2006
N, R558863,ROBIN,3J,,L+0,4,3,27,8,2006
N, R558873,ROBIN,3J,,L+1,4,6,27,8,2006
R, T663474,ROBIN,3,,K+0,4,7,27,8,2006
N, DA51866,SPARR,3,M,L+0,4,3,27,8,2006
R,  AXL257,TREEC,2,,L+0,4,4,27,8,2006
N, R558861,WILTI,3J,,L+0,4,4,27,8,2006
N,  2U4169,WREN,3,,K+0,4,9,29,10,2006
N,  2U4175,WREN,3,,K+0,4,9,29,10,2006
N,  2U4176,WREN,3,,L+0,4,4,29,10,2006
R, CF40687,BLABI,4,F,K+0,4,7,29,10,2006
N, CT84282,BLABI,3,F,L+1,4,6,29,10,2006
N, CT84283,BLABI,3,F,K+0,4,7,29,10,2006
N, CT84284,BLABI,3,M,K+0,4,7,29,10,2006
R, CT95901,BLABI,4,M,K+0,4,8,29,10,2006
N, V053985,BLUTI,3,,K+0,4,10,29,10,2006
N, V053988,BULLF,3J,M,L+1,4,6,29,10,2006
N, V053989,BULLF,3,M,K+0,4,7,29,10,2006
N, V053992,BULLF,3,M,L+0,4,3,29,10,2006
R, V053924,COATI,3,,K+0,4,10,29,10,2006
R, V053971,COATI,3,,K+0,4,10,29,10,2006
R, R123871,DUNNO,4,,K+0,4,9,29,10,2006
N, V053986,DUNNO,3,,K+0,4,8,29,10,2006
N, V053987,DUNNO,3,,K+0,4,8,29,10,2006
N, V053993,DUNNO,3,,K+0,4,7,29,10,2006
N,  2U4168,GOLDC,2,F,K+0,4,7,29,10,2006
N,  2U4177,GOLDC,3,M,L+1,4,6,29,10,2006
N,  2U4180,GOLDC,3,M,K+0,4,7,29,10,2006
N,  2U4181,GOLDC,3,M,K+0,4,9,29,10,2006
N, V053991,GRETI,3,F,K+0,4,10,29,10,2006
N,  2U4178,LOTTI,2,,K+0,4,8,29,10,2006
N,  2U4188,LOTTI,2,,M+0,4,1,29,10,2006
R,  AJD399,LOTTI,2,,K+0,4,10,29,10,2006
R,  AXL136,LOTTI,2,,K+0,4,10,29,10,2006
R,  AXL259,LOTTI,2,,K+0,4,8,29,10,2006
N, V053990,MARTI,3,,K+0,4,7,29,10,2006
R, R353661,ROBIN,4,,L+0,4,3,29,10,2006
N, RX57808,SONTH,3,,L+1,4,5,29,10,2006
R,  2U4176,WREN,5,,M+0,4,1,14,1,2007
R,  AXL130,WREN,6,,K+0,4,7,14,1,2007
R, CT84278,BLABI,5,F,L+1,4,6,14,1,2007
N, CT84289,BLABI,5,M,L+0,4,4,14,1,2007
R, CT95901,BLABI,6,M,K+0,4,8,14,1,2007
N, R558952,BLUTI,5,,L+0,4,4,14,1,2007
R, T663193,BLUTI,6,,M+0,4,2,14,1,2007
N, R558951,BULLF,4,M,K+0,4,8,14,1,2007
R, V053926,BULLF,4,F,L+0,4,3,14,1,2007
R, V053988,BULLF,5,M,K+0,4,7,14,1,2007
R, V053993,DUNNO,5,,L+1,4,6,14,1,2007
R,  BYP518,GOLDC,5,M,K+0,4,9,14,1,2007
R, R558855,GRETI,5,M,K+0,4,8,14,1,2007
R,  2U4178,LOTTI,4,,K+0,4,7,14,1,2007
R,  AJD399,LOTTI,4,,K+0,4,7,14,1,2007
R,  AJD402,LOTTI,4,,K+0,4,9,14,1,2007
R,  AXL168,LOTTI,4,,K+0,4,8,14,1,2007
R,  AXL321,LOTTI,4,,K+0,4,8,14,1,2007
R,  BBY544,LOTTI,4,,K+0,4,7,14,1,2007
R,  BYP553,LOTTI,4,,L+0,4,3,14,1,2007
N,  BYP560,LOTTI,4,,K+0,4,7,14,1,2007
R, R558876,MARTI,5,,M+0,4,2,14,1,2007
R, V053923,MARTI,5,,M+0,4,1,14,1,2007
R, V053990,MARTI,5,,L+0,4,3,14,1,2007
R, R353588,ROBIN,6,,M+0,4,2,14,1,2007
R, R502740,ROBIN,6,,L+1,4,6,14,1,2007
R,  AJD242,TREEC,6,,L+0,4,3,14,1,2007
R, R123840,WILTI,6,,L+0,4,3,14,1,2007
R, R353453,WILTI,6,,K+0,4,7,14,1,2007
R,  AXL130,WREN,6,M,K+0,4,9,1,4,2007
N,  BYP584,WREN,6,,K+0,4,7,1,4,2007
R, CT84289,BLABI,5,M,L+1,4,5,1,4,2007
R, R558119,BLUTI,6,,L+0,4,4,1,4,2007
R, R558545,BLUTI,5,,K+0,4,8,1,4,2007
R, T663496,BLUTI,5,,L+0,4,4,1,4,2007
R, V053956,BLUTI,5,,L+1,4,5,1,4,2007
N, V475098,BULLF,5,F,K+0,4,7,1,4,2007
R, R353122,CHAFF,4,F,K+0,4,9,1,4,2007
N,  BYP587,GOLDC,5,F,L+1,4,6,1,4,2007
R, R558876,MARTI,4,,K+0,4,9,1,4,2007
R, R353134,ROBIN,6,,L+0,4,3,1,4,2007
N, RX57818,SONTH,4,F,K+0,4,9,1,4,2007
R,  AXL257,TREEC,6,,M+0,4,1,1,4,2007
N,  BYP657,WREN,5,F,L+1,4,5,17,6,2007
N,  BYP659,WREN,5,F,K+0,4,7,17,6,2007
R, CT84289,BLABI,5,M,K+0,4,8,17,6,2007
N, CT84321,BLABI,3J,M,L+0,4,3,17,6,2007
N, CT84322,BLABI,3J,,L+0,4,4,17,6,2007
N, CT84323,BLABI,3J,,L+0,4,3,17,6,2007
R, V475161,BLACA,5,M,K+0,4,9,17,6,2007
N, V475210,BLACA,4,M,K+0,4,8,17,6,2007
N, V475217,BLUTI,3J,,K+0,4,7,17,6,2007
R, V666601,BLUTI,5,F,K+0,4,8,17,6,2007
R, T663286,BULLF,6,M,M+0,4,1,17,6,2007
N, V475214,BULLF,6,M,L+0,4,4,17,6,2007
R, R353122,CHAFF,6,F,K+0,4,7,17,6,2007
N, V475212,CHAFF,6,F,K+0,4,10,17,6,2007
N,  BYP663,LOTTI,3J,,L+1,4,6,17,6,2007
N, V475213,MARTI,3J,,L+1,4,6,17,6,2007
N, V475211,ROBIN,3J,,K+0,4,9,17,6,2007
N, V475215,ROBIN,5,M,L+0,4,3,17,6,2007
N, V475216,ROBIN,5,M,L+0,4,3,17,6,2007
N, RX57826,SONTH,5,M,K+0,4,9,17,6,2007
N,  BYP661,TREEC,2,,K+0,4,7,17,6,2007
N,  BYP705,WREN,3J,,K+0,4,9,19,8,2007
N,  BYP706,WREN,3J,,K+0,4,9,19,8,2007
R, T663361,BLACA,4,M,K+0,4,10,19,8,2007
N, V475308,BLACA,5,M,L+1,4,6,19,8,2007
N, V475305,BULLF,3J,,K+0,4,7,19,8,2007
N, V475307,BULLF,3J,,K+0,4,8,19,8,2007
N, V475306,DUNNO,3,,L+1,4,5,19,8,2007
R, V475213,MARTI,3,,L+0,4,3,19,8,2007
R, V475215,ROBIN,4,,M+0,4,2,19,8,2007
R, V475283,ROBIN,3,,L+0,4,4,19,8,2007
R,  BYP705,WREN,3,,K+0,4,9,4,11,2007
N,  BYP771,WREN,2,,L+1,4,6,4,11,2007
R, CT84116,BLABI,3,M,K+0,4,10,4,11,2007
R, CT84304,BLABI,4,F,L+0,4,4,4,11,2007
R, R123764,BLUTI,4,,L+0,4,3,4,11,2007
R, R502943,BLUTI,4,,M+0,4,2,4,11,2007
R, T663411,BLUTI,4,,K+0,4,9,4,11,2007
N,  BYP770,GOLDC,3,M,K+0,4,9,4,11,2007
N,  BYP772,GOLDC,2,M,K+0,4,9,4,11,2007
R, R558476,GRETI,4,M,L+1,4,6,4,11,2007
R, CT84287,GRSWO,2,M,L+1,4,6,4,11,2007
N, CT84353,GRSWO,3,F,L+1,4,5,4,11,2007
R,  AXL259,LOTTI,2,,L+0,4,3,4,11,2007
R, R353992,ROBIN,4,,K+0,4,10,4,11,2007
N, V475428,ROBIN,3,,M+0,4,1,4,11,2007
R,  BYP705,WREN,5,,K+0,4,8,12,1,2008
R,  BYP771,WREN,5,,K+0,4,7,12,1,2008
R, CT84307,BLABI,6,M,K+0,4,9,12,1,2008
R, CT84323,BLABI,5,M,L+0,4,3,12,1,2008
R, CT84334,BLABI,6,M,K+0,4,7,12,1,2008
N, CT84375,BLABI,6,M,L+1,4,5,12,1,2008
N, V475475,BLUTI,5,,K+0,4,8,12,1,2008
N, V475478,BULLF,5,M,K+0,4,9,12,1,2008
R,  BYP773,GOLDC,5,F,M+0,4,2,12,1,2008
N, V475474,GRETI,5,F,M+0,4,1,12,1,2008
R,  AJD400,LOTTI,4,,K+0,4,10,12,1,2008
R,  BYP616,LOTTI,4,,K+0,4,10,12,1,2008
R,  BYP767,LOTTI,4,,L+0,4,4,12,1,2008
R, R353700,ROBIN,6,,K+0,4,7,12,1,2008
R,  AXL257,TREEC,6,,L+1,4,5,12,1,2008
R,  BYP681,WREN,4,,L+0,4,4,30,3,2008
R, CF40687,BLABI,6,F,K+0,4,9,30,3,2008
R, CT84217,BLABI,6,M,K+0,4,9,30,3,2008
N, CT84388,BLABI,6,F,L+0,4,3,30,3,2008
R, R558986,BLUTI,6,,K+0,4,7,30,3,2008
R, V475476,BLUTI,5,,L+0,4,3,30,3,2008
R, V475556,BLUTI,5,,L+0,4,3,30,3,2008
R, T663312,CHAFF,6,M,L+1,4,5,30,3,2008
N,  BYP822,CHIFF,4,,K+0,4,8,30,3,2008
R, R558880,COATI,6,,M+0,4,2,30,3,2008
N, V475588,DUNNO,5,M,K+0,4,9,30,3,2008
R,  AJD402,LOTTI,4,,K+0,4,10,30,3,2008
R, V053948,ROBIN,6,M,K+0,4,8,30,3,2008
N, V475589,ROBIN,5,,L+0,4,3,30,3,2008
N, V475590,ROBIN,5,,L+1,4,6,30,3,2008
R,  2U4119,TREEC,4,,M+0,4,2,30,3,2008
N,  BYP851,WREN,5,F,M+0,4,1,8,6,2008
N,  BYP853,WREN,6,F,L+1,4,6,8,6,2008
N, CT84131,BLABI,6,M,K+0,4,10,8,6,2008
N, V475658,BULLF,6,M,K+0,4,9,8,6,2008
N, V475663,BULLF,5,M,M+0,4,2,8,6,2008
N, V475668,BULLF,5,M,K+0,4,7,8,6,2008
R, R353122,CHAFF,6,F,K+0,4,7,8,6,2008
R, V475170,CHAFF,4,F,K+0,4,10,8,6,2008
R,  BYP837,CHIFF,5,M,L+0,4,4,8,6,2008
N,  BYP852,CHIFF,5,M,L+0,4,4,8,6,2008
N,  BYP857,CHIFF,5,F,L+1,4,6,8,6,2008
N, V475670,DUNNO,4,M,K+0,4,10,8,6,2008
R, V475428,ROBIN,5,F,M+0,4,1,8,6,2008
R, V475589,ROBIN,5,M,M+0,4,1,8,6,2008
N, V475657,ROBIN,3J,,K+0,4,7,8,6,2008
N, V475659,ROBIN,5,M,M+0,4,2,8,6,2008
N, V475660,ROBIN,5,M,M+0,4,2,8,6,2008
N, V475662,ROBIN,5,M,M+0,4,1,8,6,2008
N, V475669,ROBIN,3J,,K+0,4,8,8,6,2008
N,  BYP855,TREEC,3J,,M+0,4,1,8,6,2008
N,  BYP856,TREEC,3J,,M+0,4,1,8,6,2008
N,  BYP903,WREN,3J,,L+1,4,5,17,8,2008
N,  BYP904,WREN,3J,,M+0,4,2,17,8,2008
N,  BYP908,WREN,3J,,K+0,4,8,17,8,2008
N, CT84145,BLABI,3J,,K+0,4,8,17,8,2008
R, CT84305,BLABI,6,M,K+0,4,8,17,8,2008
R, R353637,BULLF,6,M,K+0,4,7,17,8,2008
R, V475478,BULLF,5,M,K+0,4,8,17,8,2008
N, V475803,BULLF,3J,,K+0,4,9,17,8,2008
N,  BYP902,CHIFF,4,,K+0,4,8,17,8,2008
N,  BYP909,CHIFF,3J,,K+0,4,9,17,8,2008
R, V475692,DUNNO,3J,,L+1,4,6,17,8,2008
R, V475680,ROBIN,3J,,L+0,4,4,17,8,2008
N, V475799,ROBIN,3J,,L+1,4,6,17,8,2008
N, V475800,ROBIN,3J,,L+1,4,6,17,8,2008
N, V475802,ROBIN,3J,,M+0,4,2,17,8,2008
N, V475805,ROBIN,3J,,L+0,4,4,17,8,2008
N, V475806,ROBIN,3J,,K+0,4,9,17,8,2008
N,  BYP907,WILWA,4,,M+0,4,1,17,8,2008
R, DA51891,JAY,3,,K+0,4,10,26,10,2008
R,  BYP908,WREN,3,,L+1,4,6,26,10,2008
N, CT84118,BLABI,3,F,K+0,4,7,26,10,2008
R, CT84323,BLABI,4,M,K+0,4,8,26,10,2008
R, V475556,BLUTI,4,M,K+0,4,9,26,10,2008
N, V475875,BULLF,3,M,K+0,4,9,26,10,2008
R,  BYP947,GOLDC,3,M,L+0,4,3,26,10,2008
N,  BYP968,GOLDC,3,F,K+0,4,10,26,10,2008
N,  BYP969,GOLDC,3,M,L+1,4,6,26,10,2008
R,  AJD400,LOTTI,2,,K+0,4,10,26,10,2008
R, V475799,ROBIN,3,,M+0,4,2,26,10,2008
N, V475872,ROBIN,3,,L+1,4,5,26,10,2008
R, V666752,ROBIN,3,,K+0,4,9,26,10,2008
N,  AVL338,WREN,5,,K+0,4,8,11,1,2009
N, CT84151,BLABI,4,M,K+0,4,8,11,1,2009
R, T663158,BLUTI,6,F,L+0,4,4,11,1,2009
R, V475417,COATI,4,,L+0,4,3,11,1,2009
R,  BYP945,GOLDC,5,F,K+0,4,9,11,1,2009
R,  BYP969,GOLDC,4,M,L+1,4,6,11,1,2009
N,  AVL339,LOTTI,4,,K+0,4,8,11,1,2009
N,  AVL340,LOTTI,4,,K+0,4,8,11,1,2009
R,  BYP616,LOTTI,4,,K+0,4,8,11,1,2009
R, V475898,MARTI,4,,L+1,4,6,11,1,2009
R, V475799,ROBIN,5,,L+0,4,4,11,1,2009
R, T663083,WILTI,6,,L+0,4,4,11,1,2009
R,  BYP886,WREN,4,,K+0,4,9,22,3,2009
N,  CXN006,WREN,4,,K+0,4,9,22,3,2009
R, CT84151,BLABI,6,M,K+0,4,8,22,3,2009
N, CT84161,BLABI,5,M,K+0,4,8,22,3,2009
N, CT84162,BLABI,5,F,K+0,4,8,22,3,2009
R, V475772,BULLF,5,F,K+0,4,7,22,3,2009
N, V475996,BULLF,6,M,K+0,4,7,22,3,2009
R, R353314,DUNNO,6,,K+0,4,8,22,3,2009
N, V475989,DUNNO,5,,K+0,4,8,22,3,2009
N, V475990,DUNNO,5,,K+0,4,8,22,3,2009
N, V475991,DUNNO,5,,L+0,4,4,22,3,2009
R, V475936,GRETI,5,F,M+0,4,1,22,3,2009
N, V475992,ROBIN,5,,K+0,4,7,22,3,2009
R, V666752,ROBIN,5,,L+1,4,6,22,3,2009
R,  BYP999,TREEC,5,,K+0,4,8,22,3,2009
R,  BYP886,WREN,5,M,L+0,4,3,14,6,2009
R,  CXN006,WREN,4,F,K+0,4,9,14,6,2009
N,  CXN035,WREN,3J,,L+0,4,4,14,6,2009
N,  CXN036,WREN,5,F,K+0,4,8,14,6,2009
R, CT84276,BLABI,6,M,K+0,4,10,14,6,2009
R, T663290,BLACA,6,F,L+1,4,6,14,6,2009
R, V475210,BLACA,6,M,K+0,4,10,14,6,2009
N, X649093,BULLF,5,M,K+0,4,8,14,6,2009
N, X649096,CHAFF,3J,,L+1,4,5,14,6,2009
N,  CXN037,CHIFF,4,F,K+0,4,7,14,6,2009
R, V475989,DUNNO,5,M,K+0,4,9,14,6,2009
N, X649089,DUNNO,3J,,L+0,4,4,14,6,2009
R, R558475,GRETI,6,M,K+0,4,8,14,6,2009
R, TJ49521,GRETI,3J,,L+1,4,6,14,6,2009
R, TJ49523,GRETI,3J,,L+1,4,6,14,6,2009
R, TJ49525,GRETI,3J,,L+1,4,6,14,6,2009
R, TJ49526,GRETI,3J,,L+1,4,6,14,6,2009
R, TJ49541,GRETI,3J,,K+0,4,8,14,6,2009
R, V475936,GRETI,5,F,M+0,4,2,14,6,2009
N, X649090,MARTI,3J,,K+0,4,10,14,6,2009
N, X649091,ROBIN,3J,,K+0,4,9,14,6,2009
R, RX57834,SONTH,4,M,K+0,4,9,14,6,2009
N,  CXN093,WREN,3J,,K+0,4,8,23,8,2009
N,  CXN094,WREN,3J,,K+0,4,9,23,8,2009
R, CT84388,BLABI,6,F,L+1,4,6,23,8,2009
N, CT95902,BLABI,3J,,K+0,4,7,23,8,2009
N, CT95903,BLABI,3J,,K+0,4,9,23,8,2009
R, V475210,BLACA,4,M,L+0,4,4,23,8,2009
R, V475835,BULLF,5,M,K+0,4,8,23,8,2009
R, X649103,BULLF,5,F,K+0,4,8,23,8,2009
N, X649219,DUNNO,3J,,L+1,4,6,23,8,2009
R, CT84151,BLABI,4,M,K+0,4,8,31,10,2009
N, CT95916,BLABI,3,M,L+0,4,3,31,10,2009
R, X649223,BULLF,3,M,M+0,4,1,31,10,2009
N, X649333,BULLF,4,M,M+0,4,2,31,10,2009
R, V475936,GRETI,4,F,L+0,4,4,31,10,2009
R,  CXN149,LOTTI,2,,K+0,4,7,31,10,2009
R,  CXN151,LOTTI,2,,K+0,4,8,31,10,2009
R, X649306,MARTI,3,,K+0,4,7,31,10,2009
R, V666752,ROBIN,4,,L+1,4,6,31,10,2009
R, X649288,ROBIN,3,,L+0,4,3,31,10,2009
R, X649303,ROBIN,3,,K+0,4,8,31,10,2009
R,  CXN142,WREN,5,,K+0,4,7,24,1,2010
R, CT84169,BLABI,4,M,K+0,4,10,24,1,2010
R, CT95903,BLABI,5,F,L+1,4,5,24,1,2010
C, V666832,BLUTI,5,,K+0,4,9,24,1,2010
R, X649360,BLUTI,5,,K+0,4,9,24,1,2010
N, X649374,BLUTI,5,,M+0,4,1,24,1,2010
N, X649373,DUNNO,5,,K+0,4,9,24,1,2010
R, V475568,GRETI,6,M,M+0,4,2,24,1,2010
R, V475936,GRETI,4,F,L+0,4,3,24,1,2010
R, X649157,GRETI,5,M,L+1,4,5,24,1,2010
R, X649335,GRETI,5,F,L+1,4,5,24,1,2010
N, X649372,GRETI,5,M,M+0,4,2,24,1,2010
R,  CXN153,LOTTI,4,,L+1,4,6,24,1,2010
N,  CXN175,LOTTI,4,,L+1,4,6,24,1,2010
R, X649288,ROBIN,5,,L+1,4,5,24,1,2010
R,  CXN142,WREN,5,,L+1,4,6,21,3,2010
N,  CXN182,WREN,5,,M+0,4,1,21,3,2010
R, CT84169,BLABI,6,M,L+0,4,3,21,3,2010
R, CT95902,BLABI,5,F,L+1,4,6,21,3,2010
N, CT95942,BLABI,6,F,L+1,4,6,21,3,2010
N, CT95943,BLABI,5,M,K+0,4,7,21,3,2010
R, V666806,BLUTI,6,,L+0,4,3,21,3,2010
R, X649442,BLUTI,5,,K+0,4,10,21,3,2010
N, X649446,BLUTI,5,,K+0,4,10,21,3,2010
N, X649449,CHAFF,5,M,M+0,4,1,21,3,2010
R, X649373,DUNNO,5,,L+0,4,3,21,3,2010
R, V475090,GRETI,6,M,L+1,4,5,21,3,2010
R, V475936,GRETI,6,F,L+1,4,5,21,3,2010
R, X649194,GRETI,5,M,L+0,4,4,21,3,2010
N, X649450,GRETI,5,F,L+1,4,5,21,3,2010
R,  CXN175,LOTTI,4,,K+0,4,9,21,3,2010
R, X649288,ROBIN,5,,K+0,4,9,21,3,2010
N, X649445,ROBIN,5,,K+0,4,9,21,3,2010
N, DA51897,SPARR,7,M,M+0,4,2,21,3,2010
R,  CXN182,WREN,4,,M+0,4,1,30,5,2010
R, CT84151,BLABI,6,M,M+0,4,1,30,5,2010
R, CT84169,BLABI,6,M,M+0,4,1,30,5,2010
R, CT95902,BLABI,4,F,K+0,4,9,30,5,2010
R, CT95943,BLABI,4,M,M+0,4,1,30,5,2010
N, CT95959,BLABI,6,F,M+0,4,1,30,5,2010
N, X649555,BLACA,5,M,L+0,4,3,30,5,2010
C, X978817,BLACA,5,M,L+0,4,3,30,5,2010
R, X649284,BLUTI,5,F,L+1,4,5,30,5,2010
N, X649556,CHAFF,5,M,L+1,4,5,30,5,2010
R,  CXN071,CHIFF,6,M,L+0,4,3,30,5,2010
N,  CXN213,CHIFF,4,F,K+0,4,8,30,5,2010
R, V475090,GRETI,6,M,M+0,4,2,30,5,2010
R, X649194,GRETI,5,M,L+1,4,6,30,5,2010
R, X649432,GRETI,5,F,K+0,4,10,30,5,2010
N, X649543,ROBIN,5,F,M+0,4,2,30,5,2010
N, X649544,ROBIN,5,F,K+0,4,9,30,5,2010
N, X649546,ROBIN,4,M,K+0,4,9,30,5,2010
N, X649550,ROBIN,5,M,M+0,4,2,30,5,2010
R,  CXN122,TREEC,4,F,K+0,4,7,30,5,2010
R,  CXN142,WREN,5,,L+0,4,4,22,8,2010
N,  CXN290,WREN,3J,,M+0,4,2,22,8,2010
N,  CXN291,WREN,3J,,L+1,4,6,22,8,2010
N, CT95985,BLABI,3J,,K+0,4,7,22,8,2010
N, CT95986,BLABI,3J,M,K+0,4,7,22,8,2010
R, V475990,DUNNO,4,,L+1,4,6,22,8,2010
N, GC65287,TAWOW,5,,K+0,4,7,22,8,2010
N, DA51860,JAY,3,,K+0,4,10,24,10,2010
N,  CXN374,WREN,3,,K+0,4,8,24,10,2010
N,  CXN400,WREN,3,,K+0,4,8,24,10,2010
R, CT84169,BLABI,4,M,M+0,4,2,24,10,2010
R, CT84388,BLABI,4,F,M+0,4,1,24,10,2010
R, CT95902,BLABI,4,F,K+0,4,9,24,10,2010
R, CT95943,BLABI,4,M,K+0,4,9,24,10,2010
R, X649604,COATI,3,,K+0,4,7,24,10,2010
N,  CXN395,GOLDC,4,M,L+1,4,6,24,10,2010
N,  CXN396,GOLDC,2,M,L+1,4,6,24,10,2010
N,  CXN397,GOLDC,3,M,L+1,4,6,24,10,2010
N,  CXN398,GOLDC,3,M,L+1,4,6,24,10,2010
N,  CXN399,GOLDC,3,F,K+0,4,7,24,10,2010
R,  CXN148,LOTTI,2,,L+1,4,5,24,10,2010
R, X649685,ROBIN,3,,K+0,4,8,24,10,2010
N, X649862,ROBIN,4,,L+1,4,5,24,10,2010
R, CT84169,BLABI,6,M,K+0,4,8,23,1,2011
R, X497820,BLUTI,5,,K+0,4,8,23,1,2011
R,  CXN327,GOLDC,5,M,K+0,4,7,23,1,2011
N,  CXN445,GOLDC,5,M,L+0,4,4,23,1,2011
R,  CXN393,TREEC,5,,L+1,4,5,23,1,2011
N,  CXN462,WREN,5,,K+0,4,9,27,3,2011
R, CT95943,BLABI,6,M,K+0,4,9,27,3,2011
R, X649937,GRETI,5,F,L+0,4,3,27,3,2011
R, TJ49877,NUTHA,4,M,K+0,4,8,27,3,2011
R, X649127,ROBIN,6,,L+1,4,6,27,3,2011
R,  CXN007,TREEC,6,,K+0,4,8,27,3,2011
R,  CXN122,TREEC,4,,K+0,4,9,27,3,2011
N,  CXN496,WREN,5,F,K+0,4,7,5,6,2011
N, L731144,BLACA,4,F,M+0,4,1,5,6,2011
R, X649187,BLACA,4,M,M+0,4,1,5,6,2011
N, L731141,BULLF,5,M,M+0,4,2,5,6,2011
N, L731142,BULLF,5,F,M+0,4,2,5,6,2011
N, L731143,BULLF,3J,,M+0,4,2,5,6,2011
R, X649449,CHAFF,6,M,L+0,4,4,5,6,2011
R, V053991,GRETI,6,F,K+0,4,7,5,6,2011
R, X649522,ROBIN,4,F,L+1,4,5,5,6,2011
N, GC65290,TAWOW,5,,K+0,4,10,5,6,2011
N,  CXN555,WREN,3J,,L+1,4,6,21,8,2011
N,  CXN558,WREN,3,,K+0,4,8,21,8,2011
N, L731259,BLACA,3J,,K+0,4,7,21,8,2011
R, TJ49853,GRETI,4,M,L+1,4,6,21,8,2011
N, L731258,ROBIN,3,,K+0,4,9,21,8,2011
R,  CXN120,TREEC,4,,L+1,4,6,21,8,2011
N,  CXN650,WREN,3,,K+0,4,7,23,10,2011
N,  CXN649,GOLDC,3,F,M+0,4,1,23,10,2011
N, RS78293,SONTH,3,,K+0,4,7,23,10,2011
R, RX57838,SONTH,2,,K+0,4,8,23,10,2011
R, X649748,BLUTI,6,,K+0,4,8,8,1,2012
R,  CXN651,GOLDC,5,M,K+0,4,10,8,1,2012
R, TJ49525,GRETI,6,F,K+0,4,8,8,1,2012
R, TJ49562,GRETI,6,F,K+0,4,9,8,1,2012
R, TJ49758,GRETI,6,M,K+0,4,8,8,1,2012
R, TJ49879,GRETI,6,,K+0,4,8,8,1,2012
R, TR47942,GRETI,4,M,K+0,4,8,8,1,2012
R, X649153,GRETI,6,M,K+0,4,8,8,1,2012
R, X649319,GRETI,6,F,K+0,4,8,8,1,2012
R,  ARB137,LOTTI,4,,K+0,4,8,8,1,2012
R,  CXN151,LOTTI,4,,K+0,4,8,8,1,2012
R,  CXN503,LOTTI,4,,K+0,4,8,8,1,2012
R,  CXN648,LOTTI,4,,K+0,4,8,8,1,2012
R,  CXN120,TREEC,6,,K+0,4,10,8,1,2012
N,  CXN701,WREN,5,,L+1,4,6,1,4,2012
R, X649801,BLUTI,6,,L+0,4,4,1,4,2012
N, L731564,CHAFF,5,F,K+0,4,7,1,4,2012
R, L731454,GRETI,5,F,M+0,4,1,1,4,2012
R, L731531,GRETI,6,F,L+1,4,5,1,4,2012
R, TJ49941,GRETI,6,M,K+0,4,10,1,4,2012
R, TR47942,GRETI,5,M,L+1,4,5,1,4,2012
R, TR47552,NUTHA,4,F,K+0,4,10,1,4,2012
N, L731563,ROBIN,5,,L+1,4,6,1,4,2012
N, DK98424,JAY,5,M,K+0,4,8,27,5,2012
R,  CXN681,WREN,5,M,L+1,4,6,27,5,2012
N,  CXN731,WREN,5,F,K+0,4,7,27,5,2012
R, CT95902,BLABI,6,F,K+0,4,10,27,5,2012
R, L731481,CHAFF,5,M,M+0,4,1,27,5,2012
R, L731564,CHAFF,5,F,M+0,4,2,27,5,2012
R, CT95960,GRSWO,4,F,L+0,4,3,27,5,2012
R, L731216,ROBIN,6,F,L+1,4,5,27,5,2012
R, L731217,ROBIN,6,M,L+0,4,3,27,5,2012
N, L731636,ROBIN,3J,,L+0,4,4,27,5,2012
N, L731637,ROBIN,3J,,L+0,4,4,27,5,2012
N, L731638,ROBIN,3J,,L+0,4,4,27,5,2012
R, RS78259,SONTH,6,M,K+0,4,9,27,5,2012
R,  AXL483,TREEC,6,M,M+0,4,1,27,5,2012
R,  CXN546,TREEC,5,M,M+0,4,1,27,5,2012
R,  CXN664,TREEC,5,F,M+0,4,1,27,5,2012
R,  CXN750,WREN,3J,,K+0,4,8,19,8,2012
N,  CXN775,WREN,3J,,L+1,4,5,19,8,2012
N,  CXN776,WREN,3J,,L+1,4,5,19,8,2012
N,  CXN781,WREN,3J,,L+1,4,5,19,8,2012
N,  CXN782,WREN,3J,,L+1,4,5,19,8,2012
R,  CXN954,WREN,3,,L+1,4,5,19,8,2012
N, L731743,BLACA,3J,,L+1,4,6,19,8,2012
