Year,Site,BLABI,BLACA,BLUTI,BRAMB,BULLF,BUZZA,CHAFF,CHIFF,COATI,DUNNO,GARWA,GOLDC,GOLDF,GREFI,GRETI,GREWO,GRSWO,HOUSP,JAY,KESTR,LESWH,LESWO,LOEOW,LOTTI,MAGPI,MARTI,MISTH,NUTHA,PIEWA,REDPO,REDWI,REEBU,ROBIN,SKYLA,SONTH,SPARR,SPOFL,STARL,STODO,TAWOW,TREEC,TREPI,TRESP,TURDO,WHITE,WILTI,WILWA,WOODC,WOODP,WREN,YELHA
1999,4,0.25,1,1.25,0,0.75,0,0.25,0,1.125,1.125,0,1.5,0,0,1,0,0,0,0,0.125,0,0,0,3.5,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.375,0,0,0,0,0.125,0.125,0,0.25,0.75,0
2000,4,0.375,1.25,0.5,0,1.25,0,0.25,0,1.125,0.25,0,1.75,0,0,0.75,0,0,0,0,0.125,0,0,0,0.5,0,0,0,0,0,0,0,0,0.625,0,0.125,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,2.25,0
2001,4,0.5,2.333333333,1.166666667,0,0.333333333,0,0,1.666666667,0.833333333,0.666666667,0.666666667,0.333333333,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0.666666667,0,0.5,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0.166666667,0,0,0,1.833333333,0
2002,4,1.666666667,2.833333333,4.166666667,0,0.166666667,0,0,0.5,1.333333333,1.166666667,0.166666667,4.333333333,0,0,0.833333333,0,0,0,0,0,0,0,0,5.166666667,0,0.333333333,0,0,0,0,0,0,2.166666667,0,0.666666667,0,0,0,0,0,0.666666667,0,0,0,0,0.166666667,0.333333333,0,0,1.5,0
2003,4,1.125,1.75,1.125,0,1,0,0.125,2.875,0.5,1,0.125,1.5,0,0,1.625,0,0,0,0,0,0,0,0,1.25,0,0.25,0,0,0,0,0,0,2.125,0,0.5,0.25,0,0,0,0,0.625,0,0,0,0,0.625,0,0,0,2.25,0
2004,4,1.25,3.5,1.375,0,1.625,0,0.875,1.5,1,1.625,0,2.25,0,0,1.625,0,0,0,0,0,0,0,0,2,0,0.75,0,0,0,0,0.25,0,0.625,0,0.25,0,0,0,0,0,0.625,0,0,0,0,0.125,0,0,0,2.375,0
2005,4,1.375,0.625,2.125,0,1.125,0,0.375,0.25,0.375,0.5,0,1.25,0,0,1.875,0,0,0,0,0,0,0,0,2.5,0,0.5,0,0,0,0,0,0,0.875,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0.125,0,0,1.25,0
2006,4,1.75,0.875,0.625,0,2.25,0,0.25,0.25,1.375,1.625,0,2.5,0,0,1,0,0,0,0,0,0,0,0,2,0,0.5,0,0.125,0,0,0,0,1.75,0,0.875,0.125,0,0,0,0,1.75,0,0,0,0,0.375,0,0,0,2.125,0
2007,4,2.375,0.5,3.75,0,2.25,0,0.375,0,0,0.625,0,1.75,0,0,1,0,1,0,0,0,0,0,0,4.625,0,1.625,0,0,0,0,0,0,2.75,0,0.375,0,0,0,0,0,0.875,0,0,0,0,1,0,0,0,2.25,0
2008,4,2.125,0,1,0,1.125,0,0.5,0.875,0.25,0.5,0,1,0,0,0.25,0,0,0,0.25,0,0,0,0,0.75,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0.125,0,0,1.375,0
2009,4,1.125,0.25,0.25,0,1.375,0,0.125,0.125,0.25,1.25,0,0.5,0,0,0.75,0,0,0,0,0,0,0,0,1.25,0,0.625,0,0,0,0,0,0,1.375,0,0.125,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,1.25,0
2010,4,1.25,0.25,1.25,0,0,0,0.25,0.25,0.25,0.5,0,1.25,0,0,1.5,0,0,0,0.25,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1.375,0,0,0.125,0,0,0,0.25,0.125,0,0,0,0,0,0,0,0,1.125,0
2011,4,0.5,0.375,0.25,0,0.375,0,0.125,0,0,0,0,0.75,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0.5,0,0,0,0,0.125,0.875,0,0,0,0,0,0,0,0,0.875,0
2012,4,0,0.25,0.625,0,0,0,0.25,0,0,0.25,0,1,0,0,2.375,0,0.125,0,0.125,0,0,0,0,1.25,0,0,0,0.125,0,0,0,0,1,0,0.125,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,1.875,0
2013,4,0,0.25,1.125,0,0.25,0,0.75,0,0.125,0.25,0,0.5,0,0,0.75,0,0,0,0.25,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,0.875,0,0.125,0.125,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1,0
2014,4,1.125,0.5,0.5,0,1.75,0,0,0.625,0.25,1,0,1.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.625,0
2015,4,0.75,0.25,0,0,1.125,0,0,0.625,0.25,0.25,0,2,0.25,0,0.25,0,0,0,0,0,0,0,0,4.5,0,0,0,0.25,0,0,0,0,1.125,0,0,0,0,0,0,0.25,1.375,0,0,0,0,0,0,0,0.125,0.75,0
2016,4,0.875,0.625,0.25,0,0.5,0,0,0.5,0,0.875,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0,0.625,0,0,0,0,0,0,1.125,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,1.75,0
2017,4,2.5,1.25,2.625,0,2,0,0.25,1.25,0.25,1.5,0,2.25,0,0,1.375,0,0,0,0.25,0,0,0,0,1,0,0.625,0,0.25,0,0,0,0,2.375,0,0.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2.625,0
2018,4,2.125,1.75,0.625,0,0.75,0,0.5,1,0.125,0.125,0,0.75,0,0,1.5,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,1.75,0,0.375,0,0,0,0,0,0.375,0,0,0,0,0,0.25,0,0,2.625,0
2019,4,2,1.625,3,0,1,0,0,1.125,0.125,0.25,0,1.5,0,0,1.375,0,0,0,0,0,0,0,0,1.125,0,0.375,0,0.25,0,0,0,0,1.625,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0.125,0,0,1.25,0
2020,4,2.333333333,0,1.666666667,0,2.666666667,0,0.333333333,0,0,0.666666667,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0.666666667,0,0,0,0,0,0,2,0,0.666666667,0.333333333,0,0,0,0,1,0,0,0,0,0,0,0,0,1.666666667,0
2021,4,2.833333333,1,2.166666667,0,0.833333333,0,0,1,0.666666667,0.333333333,0,0,0,0,0.833333333,0,0.333333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.166666667,0,0.833333333,0.333333333,0,0,0,0.166666667,1.333333333,0,0,0,0,0,0,0,0,2.333333333,0
2022,4,1.333333333,0.833333333,0.666666667,0,1.333333333,0,0,2,0,1.333333333,0,0.333333333,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,1.833333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.166666667,0
1978,5,1.125,2,3.25,0,1.625,0,0.75,0,0,2.625,0.75,0.75,0,0,1.625,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0.25,0.25,0.25,2.125,0,0.25,0,0.25,0,0,0,0,0,0.5,0,0,0.75,1.25,0,0,2.625,0
1979,5,2.666666667,0.666666667,0.833333333,0,1.5,0,0.333333333,0,0,1.333333333,0.666666667,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0.333333333,1.166666667,0,0.666666667,0,0,0,0,0,0,0,1.333333333,0,0,0.5,0.666666667,0,0,1,0
1980,5,1.5,0.875,1.25,0,1.25,0,0,0,0.5,2.5,0,0.5,0,0,1.125,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0.125,2.875,0,0.25,0,0,0,0,0,0.75,0,0.25,0,0.75,0.5,0,0,0,0.375,0
1981,5,1.625,1.25,7.625,0,1.75,0,0.375,0,1.125,3.5,0.5,2,0.375,0.125,2,0,0.125,0,0.25,0,0,0,0,0.5,0,0,0,0.25,0.125,0,0,0.375,1.5,0,0.125,0,0,0,0,0,0.875,0,0.25,0,0,1.25,1.5,0,0,2.375,0
1982,5,1.125,0.5,3,0,1.25,0,0.5,0,0,1,0,0.375,0,0,0.625,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0.375,0,0.75,0,0.625,0,0,0,0,0,0.375,0,0,0,0.25,0.375,1.75,0,0.25,1,0
1983,5,1,0,2.375,0,1,0,1.375,0.25,0.375,0.75,0.75,1.25,0,0,1.625,0,0,0,0.25,0,0,0,0,2,0,0,0,0.25,0,0,0,0,1.25,0,0.625,0,0,0.25,0,0,0.875,0,0,0,0,0.125,1,0,0,1,0
1984,5,0.25,0,2,0,0.5,0,0,0,0.5,0.25,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0,0
1985,5,0.333333333,0,1.666666667,0,0,0,0,0,0.166666667,2,0,0.333333333,0,0,3.166666667,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,1.5,0
1986,5,1,0.75,2.25,0,0.125,0,0.375,0,0,2.375,0,0,0.125,0.75,1.125,0,0,0,0,0,0,0,0,2.25,0,0.25,0,0,0,0,0,0,1.25,0,0.125,0,0,0,0,0,0.75,0,0,0,0,1,0.625,0,0,1.5,0
1987,5,0.666666667,0.833333333,5.666666667,0,0.333333333,0,0,0.666666667,0.666666667,1,0.333333333,1,0,0,2.833333333,0,0,0,0,0,0,0,0,0.166666667,0,0.333333333,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,1.166666667,0,0,0,0.333333333,0.333333333,0.666666667,0,0,1.666666667,0
1988,5,1.166666667,1.166666667,1.666666667,0,0.166666667,0,0.333333333,0.333333333,0,1.333333333,1.333333333,0.666666667,0,0,1.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,4.5,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0.166666667,0.333333333,0,0,3.333333333,0
1989,5,0.5,1.5,11.25,0,0.25,0,0,0.25,0,2.75,1.25,0.5,0,0,2.5,0,0,0,0.25,0,0.25,0,0,1.75,0,0,0,0,0,0,0,0,2,0,1.25,0,0,0,0,0,0.5,0.25,0,0,0,0.75,2.25,0,0,1.75,0
1990,5,1.125,1.75,7,0,0.25,0,0.125,0.5,0,1.875,0.875,1.75,0,0,1.75,0,0,0,0,0,0,0,0,2.375,0,0,0,0,0,0,0,0,1.375,0,0.125,0,0,0,0,0,0.375,0,0,0,0.125,1,2.125,0,0,1.375,0
1991,5,1,0.375,3.625,0,0,0,0.125,0.25,0,1.25,0.5,0,0,0.125,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.125,0,0.25,0,0,0,0,0,0.625,0,0,0,0,0.125,1.5,0,0,0.375,0
1992,5,0.25,0.375,1.875,0,0.5,0,0.25,0.5,0.125,0.5,0.5,0.5,0,0,1.25,0,0,0,0,0,0,0,0,2.75,0,0.125,0,0,0,0,0,0,0.875,0,0.25,0,0,0,0,0,0.625,0,0,0,0,0.5,0.5,0,0,1.5,0
1993,5,1.125,1.25,2.5,0,0.125,0,0,0.25,0.5,0.125,0,1.25,0,0,1.375,0,0,0,0,0,0.125,0,0,4,0,0.25,0,0,0,0,0,0,1.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0.625,0.125,0,0,0.875,0
1994,5,0,0,0.833333333,0,1.333333333,0,0.833333333,0.166666667,0,1.5,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,3.333333333,0,0.333333333,0,0,0,0,0,0,1.333333333,0,0.333333333,0,0.166666667,0,0,0,0,0,0,0,0,0,0.666666667,0,0,1.5,0
1995,5,0.166666667,2.666666667,3.5,0,1.333333333,0,0.333333333,1.166666667,0.166666667,1.333333333,0,0.166666667,0,0,0.666666667,0,0.166666667,0,0,0,0,0,0,3.5,0,0.333333333,0,0.166666667,0,0,0,0,2.333333333,0,0,0,0,0,0,0,0.166666667,0,0,0,0.333333333,0.666666667,0.333333333,0,0,2.666666667,0
1996,5,0.875,1.25,2.5,0,0.5,0,0.25,0.5,0.25,2.75,0,0,0,0,1.125,0,0,0,0,0,0,0,0,1.875,0,0.75,0,0.25,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0.375,0.25,0.875,0,0,2.125,0
1997,5,0.625,1,1.5,0,0.625,0,0.5,1.625,0,3.25,0.5,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.625,0,0.25,0.5,0
1998,5,0.75,1.75,0.25,0,0.125,0,0.75,1.5,0,2.125,0.5,1.125,0,0.125,2.125,0,0,0,0,0,0,0,0,0.375,0,0.25,0,0,0,0,0,0,2,0,0.375,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.75,0
1999,5,1.125,1.5,1.125,0,1.5,0,2.125,0.5,0,4.625,0.75,0,0,0,1.75,0,0,0,0,0,0,0,0,0.375,0,0.375,0,0,0,0,0,0,3.375,0,0.625,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0.625,0
2000,5,2,1.5,1.625,0,0.875,0,2.625,0.25,0,4.125,0.25,0.375,0,0.25,0.125,0,0,0,0,0,0,0,0,0.375,0,0.25,0,0,0,0,0,0,1.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,2.25
2001,5,1.625,0.625,0.375,0,0.75,0,1.25,0.75,1,1.125,0.25,0,0,0,1,0,0,0,0.125,0,0,0,0,0.375,0,0.25,0,0,0,0,0,0,1.375,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0.25,0.25,0,0,0,0
2002,5,0.5,0.5,1.125,0,0.5,0,2,0.25,0,2,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.375,0,0,0,0,0,0,2.875,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.875,3.5
2003,5,1,0.333333333,3,0,0.333333333,0,0.166666667,0,0,1.166666667,0.166666667,0.333333333,0,0.166666667,1,0,0.5,0,0,0,0,0,0,0.833333333,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.833333333,2
2004,5,1.833333333,1.166666667,0.666666667,0,0.166666667,0,0.666666667,0.166666667,0.166666667,0.5,0,0,0,0,0.666666667,0,0.166666667,0,0,0,0,0,0,2.5,0,0.666666667,0,0.166666667,0,0,0.333333333,0,0.833333333,0,0.333333333,0.166666667,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0
2005,5,2.25,0.5,2.125,0,0.125,0,0.25,0.25,0.25,2,0,1.125,0,0,0.75,0,0,0,0,0,0,0,0,1.25,0,0.25,0,0,0,0,0,0,0.875,0,0.25,0,0,0,0,0,0.125,0,0,0,0,0.125,0,0,0,1.5,0
2006,5,1.5,0.666666667,2.166666667,0,1.5,0,0.5,0.333333333,0,1.5,0,0.666666667,0,0,1.666666667,0,0,0,0,0,0,0,0,1.5,0,0.166666667,0,0.166666667,0,0,0,0.166666667,1.666666667,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0
2007,5,1.375,0.25,0.875,0,0.5,0,0.25,1,0.125,0.75,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,1.75,0,0.125,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0.5,0
2008,5,0.25,0.125,0.5,0,0.25,0,0.875,0.375,0,0,0,0,0,0,1.5,0,0,0,0,0,0.125,0,0,1.125,0,0,0.25,0.25,0,0,0,0,1.375,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0.875,0
2009,5,1.833333333,0.833333333,1.666666667,0,1.833333333,0,0.166666667,0.666666667,0.333333333,1,0,0.333333333,0.666666667,0,1.5,0,0,0,0,0.333333333,0,0,0,0.666666667,0,0.833333333,0,0.333333333,0,0,0,0,1.833333333,0,0.166666667,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0.333333333,0
2010,5,1.166666667,0,3.166666667,0,1,0,0.333333333,0.833333333,0.333333333,0.333333333,0,0,0.166666667,0,2.5,0,0,0,0,0,0,0,0,3.666666667,0,0.5,0,0.333333333,0,0,0,0,2,0,0.166666667,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.833333333,0
2011,5,0.75,0.125,1.125,0,0.5,0,0.375,0,1,0,0,0.25,0,0,3.375,0,0,0,0,0,0,0,0,0.5,0,0.125,0,1,0,0,0,0,1.5,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0.125,0
2012,5,1.5,0.5,0.625,0,1.125,0,0.375,0.625,0,0.25,0,0.5,0,0,1,0.25,0,0,0,0,0,0,0,0.375,0,0,0,0.125,0,0,0,0,1.375,0,0.375,0,0,0,0,0,0.5,0,0,0,0,0,0.125,0,0.125,0.375,0
2013,5,1,0.333333333,2.666666667,0,0.833333333,0,0.333333333,0.666666667,1,0.333333333,0,1,0,0,1,0,0,0,0,0,0,0,0,3.666666667,0,0.166666667,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,1.166666667,0
2014,5,1.125,0.125,0.875,0,0.625,0,0.5,0.375,0,0.25,0,1.25,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,1.125,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.75,0
2015,5,0.75,0.375,0.5,0,0.5,0,0.125,0.75,0,0.5,0,0.5,0,0,0.75,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2.375,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0
2016,5,0.833333333,2.666666667,0.333333333,0,3,0,0.666666667,1.333333333,0,0.666666667,0,0.5,0,0,1.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,2.166666667,0,1.166666667,0,0,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,1.333333333,0
2017,5,1.75,0.5,2.25,0,2.25,0,0.25,0.75,0,0.75,0,1.5,0,0,1.25,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0,0.25,0,2.25,0,0.75,0,0,0,0,0,0.75,0,0,0,0.25,0,0.5,0,0,2,0
2018,5,1.25,0.5,0.5,0,1,0,0.375,0.75,0,0.25,0,0.125,0,0,0.875,0,0,0,0,0,0,0,0,1.125,0,0.375,0,0.5,0,0,0,0,2.375,0,0.75,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.375,0
2019,5,1.875,1.5,1,0,1,0,0.125,0.5,0,0.875,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,2,0,0.5,0.125,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1.5,0
2020,5,1.25,0.25,1,0,2,0,1,0.5,0,0.25,0,0.75,0,0,1.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.75,0
2021,5,1.666666667,1.666666667,0.666666667,0,0.666666667,0,0,0.333333333,0,0.666666667,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,1,0
2022,5,1.5,1.333333333,1.166666667,0,1.666666667,0,0,0.166666667,0,0.833333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.166666667,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,1.666666667,0
1978,6,2.5,0.25,3.375,0,2.25,0,1.375,0,0.25,3.375,0.5,1,0,0,0.75,0,0,0.75,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,3,0,1.75,0,0,0.25,0,0,0.875,0,0.25,0,0,0.75,0.5,0,0.125,1.25,0
1979,6,2.875,0.625,2.375,0,1.375,0,0.375,0.125,0,1.5,0,0,0,0,1,0,0,1.375,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,2.5,0,1.75,0,0.5,0,0,0,0.25,0,0.375,0,0.75,1,1,0,0.25,0.5,0.5
1980,6,2.75,0.75,1.875,0,4.5,0,2,0.25,0,2.125,0.75,1,0,0,1.75,0,0,0.5,0,0,0,0,0,0.625,0,0,0,0,0,0,0.25,0.25,4,0.25,1.75,0,0,0,0,0,0.375,0,0.25,0,0,1.25,0.25,0,0,2.5,0
1981,6,1.333333333,0.666666667,4.166666667,0,0.5,0,0.333333333,0.166666667,0,3.5,0.166666667,0.833333333,0,0.333333333,0.833333333,0,0,0.5,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0.333333333,2.166666667,0,0.666666667,0,0.666666667,0,0,0,0.166666667,0,1.333333333,0,0,0.333333333,0.5,0,0,1.666666667,0
1982,6,0.5,0.25,1.75,0,0,0,0.5,0,0,1.25,0,0.75,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0,1.25,0,1.5,0,0,0,0,0,0.75,0,0.25,0,0.25,1,0.25,0,0,1.5,0
1983,6,2.875,0.75,1,0,0.75,0,0.5,0,0.5,1.375,0,0.625,0,0,1.75,0,0,0,0.375,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1.375,0,1.5,0,0,0.25,0,0,0.75,0,0,0,0,0.125,1.25,0,0,2.125,0
1984,6,1.125,0.875,2.375,0,1.25,0,0.5,0,0.125,2,0,0.5,0,0.125,2.375,0,0,0,0,0,0,0,0,1.625,0,0,0,0,0,0,0,0,1.75,0,0.25,0,0,0.125,0,0,1,0,0,0,0,1.75,0,0,0,1.75,0
1985,6,2.375,0.125,0.75,0,2.5,0,0,0,0,0.625,0,0.875,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.875,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,1.625,0
1986,6,1.75,1.5,1.625,0,0.125,0,0.875,0,0,1.125,0.75,0.25,0,0,1.25,0,0,0,0.125,0,0,0.25,0,0,0,0,0,0,0,0,0.125,0,2,0,1.125,0,0,0.75,0,0,0.625,0,0,0,0,0.375,0.5,0,0,0.375,0
1987,6,1.25,0.75,1.375,0,0.75,0,0.5,0,0,0.75,0.5,0.5,0,0,1.5,0,0,0,0,0,0,0,0,1.375,0,0.25,0,0,0,0,0,0,1.5,0,0.5,0,0,0.5,0,0,0.625,0,0,0,0.25,0.125,0.5,0,0.125,1.25,0
1988,6,1.25,0.5,1.25,0,0.625,0,0.875,0,0.5,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0.5,0,0.25,0,0,0,0,0,0,2.125,0,0.5,0,0,0,0,0,0.75,0,0,0,0,0.375,0.25,0,0,0.75,0
1989,6,0.875,0.625,1.25,0,1.125,0,0.75,0.25,0.125,2.25,0,0.375,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,2.75,0,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0.25,0.25,0.125,0,1.875,0
1990,6,1.625,1.875,1.5,0,0.625,0,0.25,0.25,0.5,1.375,0,1.875,0,0,0.5,0,0.125,0,0,0,0,0,0,0.875,0,0.5,0,0,0,0,0,0,2,0,0.25,0.125,0,0,0,0,0.75,0,0,0,0,0.5,0,0,0,2.125,0
1991,6,2.25,0.625,0.25,0,1.5,0,0.25,0,0,0.125,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0,0,0.25,0
1992,6,1,0.375,2,0,0.125,0,0.25,0,0,0.25,0,1.5,0,0,1,0,0,0,0,0,0,0,0,3,0,0.375,0,0,0,0,0,0,1.125,0,0.375,0,0,0,0,0,1.25,0,0,0,0,0.125,0,0,0,1.75,0
1993,6,0.666666667,0.5,0.333333333,0,0.5,0,0.166666667,0,0,0.166666667,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,1.166666667,0,0,0,0,0,0,0,0,1.666666667,0,0,0.166666667,0,0,0,0,0.166666667,0,0,0,0,0.5,0,0,0,0.833333333,0
1994,6,2.125,2.25,0.75,0,0,0,0.625,0.125,0.5,0.875,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1.875,0,1,0,0,0,0,0,0,2,0,0.5,0,0,0,0,0,1.25,0,0,0,0.25,0.375,0.375,0,0,2.125,0
1995,6,1.25,0.5,0,0,0.625,0,0.75,0,0.25,1.875,0,2,0,0,0.5,0,0,0,0,0,0,0,0,1.75,0,0.75,0,0,0,0,0,0,1.625,0,0,0,0,0,0,0,0.125,0,0,0,0,0.25,0.375,0,0,2.25,0
1996,6,1.625,0.25,0.5,0,1.125,0,0.5,0.25,0,0.5,0,0.125,0,0,0.125,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.125,0,1.125,0,1,0.25,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1.125,0
1997,6,0.875,0.125,0.25,0,0,0,0.5,0,0.25,0.375,0,1,0,0,0.75,0,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0,0,0,0,1.25,0,0.25,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,1.25,0
1998,6,1.125,0.625,0,0,0,0,0.25,0,0,0.25,0,0.75,0,0,1.125,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1.125,0,0.125,0,0,0,0,0,0.875,0,0,0,0,0,0.25,0,0,1.25,0
1999,6,1.125,0.25,0.5,0,0.125,0,0.5,0.5,0.25,0.125,0.125,2.875,0,0,0.875,0,0,0,0,0,0,0,0,1.75,0,0.375,0,0,0,0,0,0,1.125,0,0,0,0,0,0,0,0.625,0,0,0,0,0.125,0,0,0,1.25,0
2000,6,0.75,1,0,0,0,0,0.5,0,0,0.625,0,1.875,0,0,0.875,0,0,0,0,0,0,0,0,0.875,0,0.375,0,0,0,0,0,0,0.75,0,0,0.125,0,0,0,0,1,0,0,0,0,1,0,0,0,1.375,0
2001,6,1,1,1.333333333,0,0,0,0.333333333,0.333333333,0.333333333,1.333333333,0.666666667,0.666666667,0,0,0.333333333,0,0,0,0,0,0,0,0,1.333333333,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,1.166666667,0
2002,6,0.25,0.625,0.875,0,0,0,0.375,0,0.5,0.5,0,1.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0.25,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0.75,0,0,0,0,0.5,0,0,0,0.625,0
2003,6,0.375,1.125,0.75,0,0.5,0,0.5,0.5,0.5,0.5,0,0.75,0,0,0.625,0,0,0,0,0,0,0,0,0.75,0,0.375,0,0,0,0,0,0,2,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0.5,0,0,0,1.125,0
